	price	start_lat	start_lon	end_lat	end_lon	end_state	distance	duration	rating	rider_waiting_time	vehicle_type_id
122	0	19.4413799	-99.1839265	19.4231033325	-99.1748778149	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
123	4,000	19.421871622	-99.17449861760001	19.440310581600002	-99.1841465235	drop off	3,201	1,161	8.0	623	077866c3fd1a75f51ca7f8eae166ae32
124	0	19.4219149	-99.1746262	19.4155753	-99.1601134	rider cancel	0	0	8.0		077866c3fd1a75f51ca7f8eae166ae32
125	10,000	19.407026103699998	-99.1757196933	19.4228147	-99.1748655	drop off	2,656	862	8.0	2,708	21620ea5749f2e0679a8c72c7fbafb9e
126	16,271	19.4227491	-99.1749373	19.364365600000006	-99.2672613	drop off	13,180	2,150	7.0	413	21620ea5749f2e0679a8c72c7fbafb9e
127	0	19.4406055601	-99.17666416620001	19.424167	-99.175556	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
128	4,000	19.406537533199998	-99.16970986870001	19.4219595249	-99.1745589674	drop off	2,238	690	10.0	610	21620ea5749f2e0679a8c72c7fbafb9e
129	8,486	19.4248833753	-99.17331375180001	19.3884772	-99.1738004	drop off	8,880	2,121	8.0	1,235	21620ea5749f2e0679a8c72c7fbafb9e
130	4,227	19.4382229	-99.1810655	19.4227491	-99.1749373	drop off	3,172	1,389	8.0	669	21620ea5749f2e0679a8c72c7fbafb9e
131	0	19.4280702	-99.1702618	19.438666	-99.1808212	rider cancel	0	0	8.0		077866c3fd1a75f51ca7f8eae166ae32
132	12,771	19.4064935	-99.1752726	19.4795042	-99.1393107	drop off	11,502	1,332	9.0	725	21620ea5749f2e0679a8c72c7fbafb9e
133	0	19.4064935	-99.1752726	19.4795042	-99.1393107	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
134	0	19.4414091803	-99.18415416270001	19.4293191	-99.1782888	rider cancel	0	0	9.0		077866c3fd1a75f51ca7f8eae166ae32
135	10,000	19.4062669	-99.1761486	19.429759	-99.1638454	rider cancel	0	0	9.0	1,587	21620ea5749f2e0679a8c72c7fbafb9e
136	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
137	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
138	4,197	19.4214406442	-99.1739149019	19.4063673	-99.1753016	drop off	3,198	1,044	8.0	482	21620ea5749f2e0679a8c72c7fbafb9e
139	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
140	4,000	19.4220746207	-99.1746008769	19.438666	-99.1808212	drop off	4	350	9.0	3,215	077866c3fd1a75f51ca7f8eae166ae32
141	15,998	19.3424516	-99.1386633	19.4064378	-99.1752599	drop off	11,961	3,312	9.0	299	21620ea5749f2e0679a8c72c7fbafb9e
142	0	19.4337691841	-99.18227727950001	19.406537533199998	-99.16970986870001	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
143	4,000	19.4230472	-99.1749589	19.4162037	-99.1720924	drop off	1,718	347	9.0	140	077866c3fd1a75f51ca7f8eae166ae32
144	0	19.4230911	-99.1702686	19.4064378	-99.1752599	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
145	0	19.4230911	-99.1702686	19.4064378	-99.1752599	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
146	4,000	19.428611	-99.161667	19.438666	-99.1808212	drop off	3,607	871	8.0	669	077866c3fd1a75f51ca7f8eae166ae32
147	4,000	19.4215402354	-99.17281121030001	19.4230911	-99.1702686	drop off	547	233	7.0	464	21620ea5749f2e0679a8c72c7fbafb9e
148	0	19.4220493249	-99.1745442152	19.438666	-99.1808212	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
149	0	19.4231033325	-99.1748778149	19.438666	-99.1808212	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
150	0	19.4256624697	-99.1716668755	19.4313179	-99.1869579	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
151	18,909	19.4230911	-99.1702686	19.3772193	-99.2545027	drop off	11,274	2,633	9.0	2,678	21620ea5749f2e0679a8c72c7fbafb9e
152	0	19.4314979699	-99.1870637611			rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
153	4,000	19.4199617779	-99.17195521299999	19.441434215999998	-99.18350312860001	drop off	2,326	1,207	9.0	910	077866c3fd1a75f51ca7f8eae166ae32
154	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
155	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
156	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
157	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
158	4,000	19.4209976498	-99.1738666221	19.4064378	-99.1752599	drop off	2,614	861	9.0	1,161	077866c3fd1a75f51ca7f8eae166ae32
159	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
160	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
161	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
162	0	19.441357705399998	-99.1827886552	19.4199617779	-99.17195521299999	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
163	0	19.4303573342	-99.1960140412	19.406537533199998	-99.16970986870001	rider cancel	0	0	10.0		077866c3fd1a75f51ca7f8eae166ae32
164	4,000	19.4227491	-99.1749373	19.4230911	-99.1702686	drop off	590	244	7.0	996	21620ea5749f2e0679a8c72c7fbafb9e
165	0	19.4256624697	-99.1716668755	19.4313179	-99.1869579	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
166	0	19.4256624697	-99.1716668755	19.4313179	-99.1869579	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
167	0	19.4230573583	-99.17502399530001	19.407004418099998	-99.1758300126	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
168	0	19.4256624697	-99.1716668755	19.4313179	-99.1869579	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
169	4,000	19.4231457596	-99.1703076665	19.4227491	-99.1749373	drop off	1,302	386	7.0	659	21620ea5749f2e0679a8c72c7fbafb9e
170	4,000	19.4227491	-99.1749373	19.406537533199998	-99.16970986870001	drop off	2,835	686	10.0	373	21620ea5749f2e0679a8c72c7fbafb9e
171	0	19.4199617779	-99.17195521299999	19.441434215999998	-99.18350312860001	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
172	7,241	19.4199617779	-99.17195521299999	19.441434215999998	-99.18350312860001	drop off	6,416	3,242	10.0	944	21620ea5749f2e0679a8c72c7fbafb9e
173	0	19.4227491	-99.1749373	19.406537533199998	-99.16970986870001	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
174	4,000	19.406537533199998	-99.16970986870001	19.4219595249	-99.1745589674	drop off	2,025	545	10.0	203	21620ea5749f2e0679a8c72c7fbafb9e
175	0	19.4405796349	-99.1767225042	19.424167	-99.175556	rider cancel	0	0	6.0		21620ea5749f2e0679a8c72c7fbafb9e
176	4,000	19.406537533199998	-99.16970986870001	19.4219595249	-99.1745589674	drop off	2,018	767	10.0	1,281	21620ea5749f2e0679a8c72c7fbafb9e
177		19.4317645	-99.1889334	19.438666	-99.1808212	not found			8.0		077866c3fd1a75f51ca7f8eae166ae32
178	4,584	19.431761	-99.1886486	19.438666	-99.1808212	drop off	3,022	1,052	10.0	510	077866c3fd1a75f51ca7f8eae166ae32
179	11,305	19.406976	-99.175755	19.429759	-99.1638454	drop off	5,169	1,072	9.0	2,674	21620ea5749f2e0679a8c72c7fbafb9e
180	4,000	19.406537533199998	-99.16970986870001	19.4219595249	-99.1745589674	drop off	2,182	917	10.0	729	21620ea5749f2e0679a8c72c7fbafb9e
181	5,828	19.4199617779	-99.17195521299999	19.441434215999998	-99.18350312860001	drop off	3,032	1,554	10.0	1,162	21620ea5749f2e0679a8c72c7fbafb9e
182	0	19.4218456938	-99.1745938361	19.431641	-99.188908	rider cancel	0	0	9.0		21620ea5749f2e0679a8c72c7fbafb9e
183	0	19.4231952194	-99.1747333109	19.4063673	-99.1753016	rider cancel	0	0	8.0		21620ea5749f2e0679a8c72c7fbafb9e
184	4,035	19.4221258446	-99.1746501625	19.438666	-99.1808212	drop off	3,046	723	10.0	409	21620ea5749f2e0679a8c72c7fbafb9e
185	0	19.4221258446	-99.1746501625	19.438666	-99.1808212	rider cancel	0	0	10.0		21620ea5749f2e0679a8c72c7fbafb9e
186	4,219	19.4227491	-99.1749373	19.406537533199998	-99.16970986870001	drop off	2,660	869	10.0	796	21620ea5749f2e0679a8c72c7fbafb9e
