Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
1965.09.12,1965,Provoked,PAPUA NEW GUINEA,N,3.75
1965.09.08,1965,Unprovoked,MEXICO,N,2.5
1965.08.30,1965,0,PHILIPPINES,Y,6.0
1965.08.26,1965,Unprovoked,USA,N,3.0
1965.07.30,1965,Provoked,BAHAMAS,N,4.5
1965.07.26,1965,Unprovoked,MEXICO,Y,3.0
1965.07.02.R,1965,Boat,BERMUDA,N,7.5
1965.06.19,1965,0,USA,N,3.75
1965.06.18,1965,0,USA,N,4.5
1965.06.09,1965,Unprovoked,MEXICO,N,2.75
1965.06.00.b,1965,Unprovoked,PAPUA NEW GUINEA,N,5.5
1965.06.00,1965,Unprovoked,SOUTH PACIFIC OCEAN,Y,6.3003003003003
1965.05.29,1965,Unprovoked,MEXICO,Y,4.0
1965.05.28,1965,Unprovoked,MEXICO,Y,5.0
1965.05.00.c,1965,Unprovoked,EGYPT,N,7.5
1965.05.00.b,1965,Unprovoked,JAMAICA,N,7.0
1965.05.00.a,1965,Unprovoked,MEXICO,N,3.75
1965.04.29,1965,Unprovoked,USA,N,2.75
1965.04.25,1965,0,USA,Y,2.5
1965.04.10,1965,Unprovoked,USA,N,3.0
1965.04.04.b,1965,Unprovoked,PALAU,N,2.5
1965.04.04.a,1965,Unprovoked,USA,N,3.0
1965.03.23,1965,0,USA,N,4.25
1965.03.14,1965,Unprovoked,USA,N,2.5
1965.02.14,1965,Unprovoked,SOUTH AFRICA,N,2.5
1965.02.04,1965,Unprovoked,USA,N,3.0
1965.01.25,1965,0,USA,Y,4.25
1965.01.23,1965,Unprovoked,SOUTH AFRICA,N,2.5
1965.01.16,1965,Unprovoked,SOUTH AFRICA,N,3.5
1965.01.10,1965,Unprovoked,AUSTRALIA,N,4.5
1965.01.09,1965,Unprovoked,NEW GUINEA,Y,3.5
1965.00.00.g,1965,Unprovoked,USA,N,4.45045045045045
1965.00.00.f,1965,Provoked,USA,N,4.20045045045045
1965.00.00.e,1965,Provoked,USA,N,5.20045045045045
1965.00.00.d,1965,Unprovoked,RED SEA,N,6.0
1965.00.00.c,1965,Unprovoked,EGYPT,N,4.75
1965.00.00.b,1965,Unprovoked,VANUATU,Y,5.20045045045045
1965.00.00.a,1965,0,SOUTH AFRICA,0,8.45045045045045
1964.12.25,1964,Unprovoked,SOUTH AFRICA,N,3.0
1964.12.10.b,1964,Unprovoked,PAPUA NEW GUINEA,N,5.5
1964.12.10.a,1964,Boat,AUSTRALIA,N,4.5
1964.12.09,1964,Unprovoked,PAPUA NEW GUINEA,N,3.3003003003003
1964.12.06,1964,Unprovoked,KENYA,Y,3.75
1964.11.29,1964,Unprovoked,AUSTRALIA,N,2.5
1964.11.18,1964,Unprovoked,AUSTRALIA,Y,3.0
1964.11.13,1964,Provoked,AUSTRALIA,N,3.25
1964.11.05,1964,Boat,USA,N,5.75
1964.10.31,1964,Provoked,SOUTH AFRICA,N,4.75
1964.10.25,1964,0,USA,N,5.5503003003003
1964.10.04,1964,Unprovoked,AUSTRALIA,N,2.5
1964.09.27,1964,0,0,0,6.5
1964.09.20,1964,Unprovoked,TAIWAN,Y,3.0
1964.09.07,1964,Unprovoked,TAIWAN,N,3.0
1964.08.26,1964,Unprovoked,USA,N,3.0
1964.08.23,1964,Unprovoked,MEXICO,N,3.0
1964.08.22,1964,0,USA,N,2.75
1964.08.21,1964,Unprovoked,USA,N,3.5
1964.08.08,1964,Unprovoked,USA,N,3.0
1964.08.03,1964,Unprovoked,JAPAN,N,4.0
1964.08.00,1964,Unprovoked,PANAMA,N,4.0
1964.07.27,1964,Provoked,USA,N,3.25
1964.07.16,1964,Unprovoked,SOUTH AFRICA,N,3.25
1964.07.15,1964,0,USA,N,6.75
1964.07.08.b,1964,0,SOUTH AFRICA,Y,4.25
1964.07.08.a,1964,Provoked,USA,N,4.75
1964.07.00.b,1964,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1964.07.00.a,1964,Boat,PAPUA NEW GUINEA,N,6.25
1964.06.29.a,1964,Sea Disaster,BERMUDA,Y,6.0
1964.06.28,1964,0,USA,Y,2.8003003003003
1964.06.24,1964,Boat,USA,N,5.75
1964.06.17,1964,Boat,PAPUA NEW GUINEA,N,4.75
1964.06.23,1964,Unprovoked,FIJI,N,4.0
1964.06.02,1964,0,SOUTH AFRICA,Y,2.75
1964.05.30,1964,Unprovoked,PANAMA,N,5.0
1964.05.08,1964,Unprovoked,FIJI,Y,2.25
1964.05.00,1964,Unprovoked,PANAMA,Y,4.0
1964.04.07,1964,Unprovoked,PAPUA NEW GUINEA,Y,5.0
1964.03.28.b,1964,Unprovoked,AUSTRALIA,N,3.5
1964.03.28.a,1964,Sea Disaster,PAPUA NEW GUINEA,Y,3.0503003003003
1964.03.05,1964,Unprovoked,USA,N,2.75
1964.03.00,1964,Unprovoked,SENEGAL,N,6.0
1964.02.17.R,1964,Provoked,FIJI,N,7.0
1964.02.14.b,1964,Unprovoked,NEW CALEDONIA,Y,6.0
1964.02.14.a,1964,Unprovoked,FIJI,Y,3.0
1964.02.11,1964,Unprovoked,NEW ZEALAND,N,4.5
1964.02.10,1964,Unprovoked,NEW ZEALAND,N,3.0
1964.02.08,1964,Unprovoked,SOUTH AFRICA,N,2.5
1964.02.05.b,1964,Unprovoked,NEW ZEALAND,N,5.0
1964.02.05.a,1964,Unprovoked,NEW ZEALAND,Y,2.25
1964.02.02,1964,0,AUSTRALIA,Y,2.75
1964.02.01,1964,Boat,NEW ZEALAND,N,5.0
1964.02.00.b,1964,Unprovoked,USA,N,3.5
1964.02.00.a,1964,Unprovoked,COSTA RICA,Y,5.5
1964.01.27,1964,Unprovoked,FIJI,Y,7.5
1964.01.23,1964,Unprovoked,SOUTH AFRICA,N,3.0
1964.01.22,1964,Unprovoked,SOUTH AFRICA,N,3.0
1964.01.21,1964,Boat,SOUTH AFRICA,N,5.0
1964.01.18,1964,Unprovoked,AUSTRALIA,N,4.5
1964.01.11,1964,Unprovoked,USA,N,2.5
1964.01.06.R,1964,Unprovoked,PAPUA NEW GUINEA,Y,6.0
1964.01.04,1964,Unprovoked,FIJI,N,3.0
1964.01.01.b,1964,Unprovoked,AUSTRALIA,0,7.5
1964.01.01.a,1964,Unprovoked,SOUTH AFRICA,N,3.5
1964.01.00,1964,0,NEW ZEALAND,N,4.0
1963.12.29,1963,Unprovoked,SOUTH AFRICA,N,2.25
1963.12.26.b,1963,Unprovoked,SOUTH AFRICA,N,2.25
1963.12.26.a,1963,Unprovoked,AUSTRALIA,N,4.3003003003003
1963.12.25,1963,Unprovoked,SOUTH AFRICA,Y,3.0
1963.12.22.b,1963,0,ATLANTIC OCEAN,N,5.25
1963.12.22.a,1963,Provoked,SOUTH AFRICA,N,2.5
1963.12.21,1963,Provoked,AUSTRALIA,N,4.25
1963.12.20.b,1963,Unprovoked,SOUTH AFRICA,N,4.0
1963.12.20.a,1963,Unprovoked,SOUTH AFRICA,Y,2.5
1963.12.08,1963,Unprovoked,AUSTRALIA,N,2.5
1963.12.04.R,1963,Unprovoked,NEW BRITAIN,Y,4.0
1963.11.30.b,1963,Unprovoked,NEW ZEALAND,N,2.5
1963.11.30.a,1963,Provoked,PAPUA NEW GUINEA,N,2.5
1963.11.28,1963,Unprovoked,FIJI,N,2.5
1963.11.25,1963,Unprovoked,FIJI,N,3.0
1963.11.16.R,1963,Unprovoked,ITALY,N,4.5
1963.11.14,1963,Provoked,AUSTRALIA,N,4.75
1963.11.12,1963,Provoked,USA,N,4.0
1963.11.05.R,1963,Unprovoked,PAPUA NEW GUINEA,N,6.0
1963.11.04,1963,Unprovoked,PALAU,N,2.5
1963.10.16,1963,Unprovoked,USA,N,2.25
1963.10.15,1963,Provoked,NORTH PACIFIC OCEAN,N,6.0
1963.09.29,1963,Unprovoked,CHILE,Y,4.5
1963.09.26,1963,0,USA,Y,4.25
1963.09.22,1963,Unprovoked,SOLOMON ISLANDS,Y,3.0
1963.09.13,1963,Provoked,AUSTRALIA,N,2.25
1963.09.10,1963,Provoked,USA,N,2.5
1963.08.00,1963,Unprovoked,DOMINICAN REPUBLIC,Y,3.5
1963.07.28,1963,Unprovoked,FEDERATED STATES OF MICRONESIA,N,3.0
1963.07.15,1963,Unprovoked,USA,N,3.3003003003003
1963.07.11,1963,Provoked,USA,N,3.5
1963.07.10.R,1963,Sea Disaster,JAMAICA,Y,8.25
1963.07.00,1963,Unprovoked,PANAMA,Y,5.5
1963.06.01.b,1963,Unprovoked,GREECE,Y,2.5
1963.06.01.a,1963,Provoked,PAPUA NEW GUINEA,N,2.5503003003003
1963.05.18,1963,0,USA,N,4.5
1963.05.14,1963,Sea Disaster,PHILIPPINES,Y,5.5
1963.04.22,1963,Provoked,AUSTRALIA,N,4.25
1963.04.20,1963,Unprovoked,USA,Y,2.25
1963.04.17,1963,Unprovoked,SOUTH AFRICA,N,3.0
1963.04.13,1963,Unprovoked,AUSTRALIA,N,3.5
1963.04.12,1963,Unprovoked,USA,N,2.5
1963.04.08,1963,0,USA,Y,5.25
1963.03.30,1963,Sea Disaster,SOLOMON ISLANDS,Y,5.3003003003003
1963.02.27,1963,Unprovoked,PAPUA NEW GUINEA,N,4.0
1963.02.24,1963,Unprovoked,AUSTRALIA,N,2.8003003003003
1963.02.08,1963,Unprovoked,FIJI,N,2.5
1963.02.06,1963,Unprovoked,MAURITIUS,N,5.5
1963.02.04,1963,0,USA,Y,4.25
1963.01.30,1963,Unprovoked,FIJI,N,6.0
1963.01.28,1963,Unprovoked,AUSTRALIA,Y,2.25
1963.01.26,1963,0,AUSTRALIA,Y,2.75
1963.01.22,1963,Boat,SOUTH AFRICA,N,6.0
1963.01.14,1963,Provoked,NEW ZEALAND,N,3.5503003003003
1963.01.12,1963,Provoked,SOUTH AFRICA,N,5.25
1963.01.11,1963,Unprovoked,SOUTH AFRICA,N,3.0
1963.01.06,1963,Unprovoked,SOUTH AFRICA,N,2.5
1963.01.04,1963,Provoked,AUSTRALIA,N,5.75
1963.01.00,1963,Boat,MOZAMBIQUE,N,6.75
1963.00.00.b,1963,Unprovoked,FIJI,0,8.45045045045045
1963.00.00.a,1963,Unprovoked,SEYCHELLES,Y,7.95045045045045
1962.12.30,1962,Provoked,SOUTH AFRICA,N,3.75
1962.12.09,1962,Unprovoked,AUSTRALIA,Y,2.5
1962.12.00,1962,Boat,SOUTH AFRICA,N,5.75
1962.11.29,1962,Unprovoked,AUSTRALIA,N,4.0
1962.11.25,1962,0,AUSTRALIA,Y,4.75
1962.11.11,1962,Unprovoked,USA,N,2.5
1962.11.10,1962,Boat,AUSTRALIA,N,5.75
1962.11.00,1962,Sea Disaster,MID ATLANTIC OCEAN,N,4.75
1962.10.28,1962,Unprovoked,SOUTH AFRICA,N,3.0
1962.10.25,1962,Unprovoked,MEXICO,Y,2.5
1962.10.15,1962,Unprovoked,ADMIRALTY ISLANDS,N,4.5
1962.10.14,1962,Boat,AUSTRALIA,N,5.0
1962.10.06,1962,0,USA,N,3.0
1962.10.00,1962,Unprovoked,PANAMA,Y,5.5
1962.09.30,1962,Unprovoked,BRITISH WEST INDIES,N,2.5
1962.09.22,1962,Unprovoked,MEXICO,N,3.0
1962.09.13,1962,Unprovoked,SOUTH ATLANTIC OCEAN,Y,3.5
1962.09.02,1962,Unprovoked,ITALY,Y,2.5
1962.08.31.R,1962,Provoked,ISRAEL,0,6.0
"1962,08.30.b",1962,Boat,TURKEY,N,5.5
1962.08.30.a,1962,Provoked,PAPUA NEW GUINEA,N,2.5503003003003
1962.08.29,1962,Provoked,USA,N,2.0
1962.08.26,1962,Boat,USA,N,6.25
1962.08.23,1962,Boat,SOUTH AFRICA,N,4.75
1962.08.19,1962,Unprovoked,USA,Y,2.5
1962.08.12,1962,Unprovoked,USA,N,2.5
1962.08.01,1962,Unprovoked,PAPUA NEW GUINEA,Y,3.25
1962.08.00.b,1962,Unprovoked,ITALY,N,4.5
1962.08.00.a,1962,Unprovoked,SENEGAL,N,5.0
1962.07.28,1962,Unprovoked,USA,N,3.5
1962.07.20,1962,Provoked,MADAGASCAR,N,3.5503003003003
1962.07.19,1962,Provoked,USA,N,2.75
1962.07.10,1962,Unprovoked,USA,N,3.0
1962.07.07,1962,Unprovoked,USA,N,3.0
1962.07.03.R,1962,0,GREECE,N,6.0
1962.06.25,1962,0,USA,Y,4.75
1962.06.21,1962,Boat,SOUTH AFRICA,N,4.5
1962.06.17,1962,Unprovoked,USA,N,2.5
1962.06.11.b,1962,Unprovoked,USA,N,3.3003003003003
1962.06.11.b,1962,Unprovoked,USA,Y,3.0503003003003
1962.06.11.a,1962,Unprovoked,USA,Y,3.0503003003003
1962.06.10.b,1962,Unprovoked,PAPUA NEW GUINEA,Y,4.3003003003003
1962.06.10.a,1962,Unprovoked,USA,N,3.0
1962.06.07,1962,Boat,AUSTRALIA,N,5.0
1962.06.04,1962,Provoked,USA,N,3.0
1962.06.03,1962,Unprovoked,USA,N,3.0
1962.05.29,1962,Unprovoked,USA,N,4.5
1962.05.12,1962,Sea Disaster,USA,Y,5.5
1962.05.00.R,1962,Boat,FIJI,N,6.25
1962.04.20,1962,Provoked,AUSTRALIA,N,5.75
1962.04.09,1962,Unprovoked,MOZAMBIQUE,N,3.0
1962.04.07,1962,Unprovoked,SOUTH AFRICA,N,2.5
1962.04.05,1962,Provoked,SOUTH AFRICA,N,6.0
1962.03.25.b,1962,Provoked,NEW ZEALAND,N,4.75
1962.03.25.a,1962,Boat,AUSTRALIA,N,5.75
1962.03.24,1962,Unprovoked,PAPUA NEW GUINEA,Y,3.0503003003003
1962.02.23,1962,Unprovoked,PAPUA NEW GUINEA,N,4.5
1962.02.18,1962,Provoked,NEW ZEALAND,N,3.25
1962.02.15,1962,Unprovoked,AUSTRALIA,N,3.8506006006006004
1962.02.07,1962,Unprovoked,SOUTH AFRICA,Y,3.0
1962.02.05,1962,Unprovoked,SOUTH AFRICA,Y,2.25
1962.02.04,1962,Unprovoked,AUSTRALIA,N,2.5
1962.02.02,1962,Boat,NEW ZEALAND,0,7.5
1962.02.00,1962,Unprovoked,SOLOMON ISLANDS,Y,5.5
1962.01.27,1962,Unprovoked,NEW ZEALAND,N,2.25
1962.01.26,1962,Unprovoked,MOZAMBIQUE,0,5.0
1962.01.21,1962,Provoked,AUSTRALIA,N,3.0
1962.01.18,1962,0,SOUTH AFRICA,Y,2.5
1962.01.16,1962,Provoked,NEW ZEALAND,N,5.75
1962.01.15,1962,Unprovoked,NEW ZEALAND,N,2.75
1962.01.14.c,1962,Unprovoked,USA,N,2.5
1962.01.14.b,1962,Provoked,AUSTRALIA,N,5.75
1962.01.14.a,1962,Unprovoked,AUSTRALIA,N,2.5
1962.01.11.c,1962,Boat,AUSTRALIA,N,5.75
1962.01.11.b,1962,Unprovoked,PAPUA NEW GUINEA,N,2.5
1962.01.11.a,1962,Unprovoked,NEW ZEALAND,N,3.0
1962.01.10,1962,Boat,AUSTRALIA,N,5.75
1962.01.08,1962,0,AUSTRALIA,Y,3.25
1962.01.07.b,1962,Provoked,AUSTRALIA,N,6.0
1962.01.07.a,1962,Unprovoked,AUSTRALIA,N,5.75
1962.01.06,1962,Boat,SOUTH AFRICA,N,6.5
1962.01.02,1962,Provoked,AUSTRALIA,N,5.75
1962.01.01,1962,Unprovoked,MARSHALL ISLANDS,N,2.5
1962.00.00.c,1962,Unprovoked,SPAIN,N,5.95045045045045
1962.00.00.b,1962,Unprovoked,INDONESIA,Y,6.5
1962.00.00.a,1962,Unprovoked,AUSTRALIA,N,5.45045045045045
1961.12.28.c,1961,Unprovoked,AUSTRALIA,Y,2.0
1961.12.28.b,1961,Unprovoked,AUSTRALIA,N,2.5
1961.12.28.a,1961,Unprovoked,SOUTH AFRICA,N,2.5
1961.12.27,1961,Provoked,AUSTRALIA,N,2.0
1961.12.19,1961,Boat,AUSTRALIA,N,6.0
1961.12.18.b,1961,Unprovoked,MOZAMBIQUE,N,3.0
1961.12.18.a,1961,Unprovoked,AUSTRALIA,Y,2.25
1961.12.13,1961,Unprovoked,AUSTRALIA,N,3.0
1961.11.14,1961,0,MEXICO,Y,6.75
1961.10.27,1961,Unprovoked,PHILIPPINES,N,5.5
1961.10.09,1961,0,USA,Y,3.75
1961.10.00.b,1961,Boat,VANUATU,N,4.75
1961.10.00.a,1961,Unprovoked,USA,Y,3.75
1961.09.26,1961,Provoked,USA,N,2.75
1961.09.24.b,1961,Unprovoked,CROATIA,Y,2.8003003003003
1961.09.24.a,1961,Provoked,TANZANIA,N,3.75
1961.09.23,1961,Unprovoked,MID ATLANTIC OCEAN,N,3.25
1961.09.07,1961,Unprovoked,PERSIAN GULF,N,3.75
1961.09.02.R,1961,Provoked,ITALY,N,3.25
1961.09.06,1961,0,AUSTRALIA,Y,6.5
1961.08.20,1961,Unprovoked,USA,N,2.5
1961.08.16,1961,Unprovoked,USA,N,2.25
1961.08.04,1961,Unprovoked,BERMUDA,N,3.5
1961.08.02,1961,Unprovoked,USA,N,2.5
1961.08.01,1961,Provoked,PAPUA NEW GUINEA,N,5.25
1961.07.29,1961,Provoked,USA,N,2.25
1961.07.16,1971,Unprovoked,TURKEY,N,4.5
1961.07.07.b,1961,Provoked,AUSTRALIA,N,5.75
1961.07.00.b,1961,Unprovoked,ITALY,N,2.5
1961.07.00.a,1961,Provoked,PANAMA,Y,5.25
1961.06.24,1961,Unprovoked,USA,Y,3.25
1961.06.18,1961,Unprovoked,USA,N,3.3003003003003
1961.06.06.R,1961,Boat,USA,N,4.75
1961.06.02,1961,Unprovoked,NEW BRITAIN,N,5.5
1961.06.01,1961,Provoked,PAPUA NEW GUINEA,N,3.5
1961.05.21,1961,Unprovoked,USA,N,2.5
1961.05.17,1961,Unprovoked,NEW BRITAIN,N,5.5
1961.05.15,1961,Unprovoked,USA,N,2.75
1961.05.07,1961,Provoked,AUSTRALIA,N,4.75
1961.04.30,1961,0,USA,N,2.5
1961.04.25,1961,Provoked,AUSTRALIA,N,3.25
1961.04.21,1961,Unprovoked,MOZAMBIQUE,N,2.25
1961.04.17,1961,Provoked,SOUTH AFRICA,N,4.25
1961.04.16.b,1961,Unprovoked,USA,N,3.5
1961.04.16.a,1961,Provoked,AUSTRALIA,N,3.5
1961.04.14,1961,Unprovoked,AUSTRALIA,N,2.8003003003003
1961.04.09,1961,Unprovoked,MOZAMBIQUE,Y,2.25
1961.04.08,1961,Sea Disaster,PERSIAN GULF,Y,6.5
1961.04.03,1961,Unprovoked,AUSTRALIA,N,3.25
1961.04.00,1961,Provoked,AUSTRALIA,N,4.25
1961.03.30,1961,Unprovoked,AUSTRALIA,N,3.25
1961.03.18,1961,Unprovoked,AUSTRALIA,N,2.5503003003003
1961.03.14,1961,Provoked,AUSTRALIA,N,5.25
1961.03.12,1961,Unprovoked,AUSTRALIA,N,2.5
1961.03.09,1961,Unprovoked,NORTH PACIFIC OCEAN,N,3.0
1961.03.07,1961,Provoked,SOUTH AFRICA,N,3.75
1961.03.00,1961,Unprovoked,FIJI,N,4.0
1961.02.17.b,1961,Provoked,USA,N,3.75
1961.02.17.a,1961,Unprovoked,AUSTRALIA,N,3.75
1961.02.16,1961,Unprovoked,JAMAICA,Y,7.5
1961.02.12,1961,Unprovoked,SOUTH AFRICA,N,2.5503003003003
1961.02.01.b,1961,Unprovoked,SOUTH AFRICA,Y,2.25
1961.02.01.a,1961,Unprovoked,AUSTRALIA,N,4.5
1961.02.00,1961,0,USA,N,4.5
1961.01.25,1961,Boat,SOUTH AFRICA,N,5.75
1961.01.22,1961,Unprovoked,SOUTH AFRICA,N,2.5
1961.01.15,1961,Provoked,AUSTRALIA,N,2.5503003003003
1961.01.06.c,1961,Unprovoked,SOUTH AFRICA,N,2.5
1961.01.06.b,1961,Sea Disaster,ATLANTIC OCEAN,Y,7.0
1961.01.06.a,1961,Provoked,AUSTRALIA,N,4.5
1961.01.05,1961,Unprovoked,MOZAMBIQUE,N,4.0
1961.01.03.b,1961,Unprovoked,SOUTH AFRICA,N,2.75
1961.01.03.a,1961,0,SOUTH AFRICA,Y,6.25
1961.01.02.R,1961,Boat,AUSTRALIA,N,6.5
1961.00.00.e,1961,Boat,AUSTRALIA,N,6.70045045045045
1961.01.01,1961,Unprovoked,COLUMBIA,N,4.25
1961.00.00.d,1961,Unprovoked,NEW CALEDONIA,N,9.45045045045045
1961.00.00.b,1961,Unprovoked,SENEGAL,Y,4.45045045045045
1961.00.00.a,1961,Sea Disaster,USA,Y,6.95045045045045
1960.12.27.b,1960,Unprovoked,USA,Y,4.75
1960.12.27.a.,1960,Unprovoked,AUSTRALIA,N,4.0
1960.12.24,1960,Unprovoked,SOUTH AFRICA,Y,2.5
1960.12.20,1960,Unprovoked,AUSTRALIA,N,2.25
1960.12.01,1960,Unprovoked,AUSTRALIA,N,5.0
1960.11.27,1960,Unprovoked,AUSTRALIA,N,2.5
1960.11.22,1960,0,USA,Y,3.75
1960.11.11,1960,Provoked,AUSTRALIA,N,3.0
1960.11.06,1960,Unprovoked,AUSTRALIA,N,3.25
1960.11.00.d,1960,Boat,SOUTH AFRICA,N,5.75
1960.11.00.c,1960,Provoked,NEW GUINEA,N,4.75
1960.11.00.b,1960,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1960.10.25,1960,Sea Disaster,USA,N,3.0
1960.10.24,1960,Boat,SOUTH AFRICA,N,5.75
1960.10.02,1960,0,AUSTRALIA,N,3.75
1960.10.00.e,1960,Unprovoked,PAPUA NEW GUINEA,N,5.0
1960.10.00.d,1960,Sea Disaster,RED SEA / INDIAN OCEAN,Y,6.0
1960.10.00.c,1960,0,USA,Y,4.5
1960.10.00.b,1960,Boat,SOUTH AFRICA,N,6.0
1960.10.00.a,1960,0,JOHNSTON ISLAND,N,5.5
1960.09.24,1960,Provoked,USA,N,4.25
1960.09.22,1960,Sea Disaster,PACIFIC OCEAN,N,6.25
1960.09.18,1960,Boat,AUSTRALIA,N,5.75
1960.09.02,1960,0,MARSHALL ISLANDS,N,4.0
1960.09.01,1960,0,MARSHALL ISLANDS,N,4.0
1960.08.30,1960,Unprovoked,USA,N,3.0
1960.08.29,1960,Sea Disaster,SENEGAL,Y,6.5
1960.08.25,1960,0,USA,Y,4.5
1960.08.24,1960,Unprovoked,USA,N,3.0
1960.08.22.R.,1960,Unprovoked,PAPUA NEW GUINEA,N,6.5
1960.08.22,1960,Unprovoked,USA,N,4.0
1960.08.21,1960,Unprovoked,USA,N,2.75
1960.08.14,1960,0,MOZAMBIQUE,N,6.5
1960.08.10,1960,Provoked,USA,N,2.0
1960.08.04.b,1960,Provoked,ENGLAND,N,3.5
1960.08.04.a,1960,Unprovoked,USA,N,3.25
1960.08.00,1960,Unprovoked,USA,Y,5.0
1960.07.27,1960,Unprovoked,PAPUA NEW GUINEA,N,3.6006006006006004
1960.07.05,1960,Unprovoked,USA,N,4.0
1960.07.03,1960,Provoked,USA,N,2.5
1960.07.02.a,1960,Unprovoked,PAPUA NEW GUINEA,N,5.5
1960.06.29,1960,Provoked,USA,N,3.25
1960.06.27.b,1960,Provoked,NEW ZEALAND,N,6.0
1960.06.27.a,1960,Provoked,NORTH SEA,N,3.25
1960.06.24,1960,Unprovoked,USA,N,2.75
1960.06.07,1960,0,USA,N,3.5
1960.06.05,1960,Unprovoked,PHILIPPINES,Y,3.8003003003003
1960.06.04,1960,Unprovoked,USA,N,3.0
1960.05.29,1960,Unprovoked,PANAMA,N,2.75
1960.05.24,1960,Unprovoked,BERMUDA,N,2.5
1960.05.19,1960,Unprovoked,USA,N,2.25
1960.05.16,1960,Provoked,USA,N,5.75
1960.05.01,1960,Unprovoked,PAPUA NEW GUINEA,Y,6.5
1960.04.30,1960,Unprovoked,SOUTH AFRICA,N,2.5
1960.04.24,1960,Unprovoked,USA,N,3.0
1960.04.22,1960,Provoked,AUSTRALIA,N,4.25
1960.04.20.R,1960,Provoked,SOUTH AFRICA,N,5.0
1960.04.14,1960,0,BERMUDA,N,3.0
1960.04.12,1960,Unprovoked,AUSTRALIA,N,2.8003003003003
1960.04.10,1960,Provoked,AUSTRALIA,N,3.75
1960.04.03.b,1960,Unprovoked,AUSTRALIA,N,4.5
1960.04.03.a,1960,Unprovoked,AUSTRALIA,N,2.75
1960.04.01,1960,Provoked,AUSTRALIA,N,6.0
1960.04.00.c,1960,Unprovoked,FIJI,Y,5.5
1960.04.00.b,1960,Provoked,PHILIPPINES,Y,4.75
1960.04.00.a,1960,Boat,SOUTH AFRICA,N,6.0
1960.03.31,1960,Unprovoked,USA,N,3.0
1960.03.28,1960,Unprovoked,GUAM,N,4.5
1960.02.29,1960,Unprovoked,AUSTRALIA,N,2.5503003003003
1960.02.27.b,1960,Unprovoked,NEW ZEALAND,N,3.5
1960.02.27.a,1960,0,USA,N,2.5
1960.02.24,1960,Provoked,SENEGAL,N,5.25
1960.02.19,1960,Unprovoked,PAPUA NEW GUINEA,Y,3.5
1960.02.10.,1960,Provoked,AUSTRALIA,N,5.75
1960.02.07,1960,Provoked,AUSTRALIA,N,3.0
1960.02.03,1960,0,USA,Y,4.25
1960.01.30,1960,Unprovoked,PAPUA NEW GUINEA,N,5.0
1960.01.26,1960,Sea Disaster,0,N,8.5
1960.01.21,1960,Boat,AUSTRALIA,N,6.0
1960.01.16,1960,Unprovoked,AUSTRALIA,Y,2.25
1960.01.13,1960,Provoked,AUSTRALIA,N,4.1006006006006
1960.01.07,1960,Boat,AUSTRALIA,N,5.0
1960.01.01,1960,Provoked,SOUTH AFRICA,N,5.25
1960.00.00.j,1960,Unprovoked,NICARAGUA,N,4.7507507507507505
1960.00.00.i,1960,Unprovoked,GRENADA,N,4.45045045045045
1960.00.00.h,1960,0,CARIBBEAN SEA,N,6.15015015015015
1960.00.00.g,1960,Unprovoked,SRI LANKA,N,4.95045045045045
1960.00.00.f,1960,Unprovoked,SRI LANKA,N,4.70045045045045
1960.00.00.e,1960,Unprovoked,FIJI,N,5.20045045045045
1960.00.00.d,1960,Unprovoked,PAPUA NEW GUINEA,Y,5.95045045045045
1960.00.00.c,1960,Unprovoked,PAPUA NEW GUINEA,N,4.95045045045045
1960.00.00.b,1960,Unprovoked,MOZAMBIQUE,Y,4.45045045045045
1960.00.00.a,1960,Unprovoked,SOUTH AFRICA,N,3.9504504504504503
1959.12.29,1959,Boat,AUSTRALIA,N,5.3003003003003
1959.12.28,1959,Boat,AUSTRALIA,N,4.3003003003003
1959.12.26,1959,Unprovoked,PAPUA NEW GUINEA,Y,5.0
1959.12.19.b,1959,Unprovoked,AUSTRALIA,Y,3.0
1959.12.19.a,1959,Sea Disaster,PHILIPPINES,Y,3.75
1959.12.11,1959,Provoked,AUSTRALIA,N,3.0
1959.12.07,1959,0,AUSTRALIA,N,5.0
1959.12.03,1959,Boat,NEW ZEALAND,N,4.0
1959.12.00,1959,Sea Disaster,MALDIVE ISLANDS,Y,5.5
1959.11.29,1959,Unprovoked,AUSTRALIA,N,2.5
1959.11.28,1959,Unprovoked,AUSTRALIA,N,2.5
1959.11.22,1959,Unprovoked,AUSTRALIA,N,2.5
1959.11.16,1959,0,USA,Y,4.25
1959.11.15,1959,Boat,SOUTH AFRICA,N,5.75
1959.11.12.R,1959,Provoked,AUSTRALIA,N,5.75
1959.11.10,1959,Unprovoked,USA,N,2.25
1959.11.09,1959,Provoked,AUSTRALIA,N,3.75
1959.11.01,1959,Provoked,PAPUA NEW GUINEA,N,5.25
1959.10.07,1959,Unprovoked,MOZAMBIQUE,Y,5.5
1959.10.05,1959,Unprovoked,PAPUA NEW GUINEA,N,6.5
1959.10.04,1959,Unprovoked,USA,N,2.5
1959.10.02,1959,Unprovoked,FIJI,Y,5.0
1959.10.00,1959,Unprovoked,FIJI,N,2.5
