Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
1976.12.29,1976,Unprovoked,AUSTRALIA,N,5.0
1976.12.18,1976,Unprovoked,USA,N,2.5
1976.11.27,1976,Unprovoked,SOUTH AFRICA,N,2.25
1976.11.26,1976,0,AUSTRALIA,Y,6.25
1976.11.25,1976,Unprovoked,USA,N,2.25
1976.11.23,1976,0,SOUTH AFRICA,N,4.0
1976.11.06,1976,Provoked,SOUTH AFRICA,N,5.75
1976.10.27,1976,Boat,SOUTH AFRICA,N,5.75
1976.10.18,1976,Unprovoked,USA,N,2.5
1976.10.06,1976,Unprovoked,SOUTH AFRICA,N,2.5
1976.09.22,1976,Sea Disaster,NEW CALEDONIA,N,7.25
1976.09.19,1976,Unprovoked,AUSTRALIA,N,3.25
1976.09.17,1976,Sea Disaster,HONG KONG,Y,6.75
1976.09.12.b,1976,Unprovoked,USA,Y,4.0
1976.09.12.a,1976,Unprovoked,USA,Y,5.0
1976.09.06,1976,Unprovoked,USA,N,2.5
1976.08.26,1976,Unprovoked,USA,N,4.0
1976.08.24,1976,Unprovoked,USA,N,2.5
1976.07.24,1976,Unprovoked,USA,N,3.0
1976.07.21,1976,Unprovoked,USA,N,4.0
1976.07.16,1976,Unprovoked,USA,Y,3.75
1976.07.12,1976,Unprovoked,USA,N,3.5
1976.06.23,1976,Unprovoked,USA,N,2.8003003003003
1976.06.10,1976,Unprovoked,USA,N,4.5
1976.06.02.R,1976,Provoked,ITALY,N,3.5
1976.06.01,1976,Boat,AUSTRALIA,N,4.25
1976.05.02,1976,Boat,SOUTH AFRICA,N,5.75
1976.04.28,1976,0,USA,Y,5.75
1976.03.12.b,1976,Unprovoked,USA,N,3.0
1976.03.12.a,1976,Boat,SOUTH AFRICA,N,5.75
1976.03.09,1976,Boat,SOUTH AFRICA,N,6.0
1976.03.02,1976,Boat,SOUTH AFRICA,N,5.75
1976.02.03,1976,Boat,SOUTH AFRICA,N,5.75
1976.01.13,1976,Provoked,SOUTH AFRICA,N,5.75
1976.01.12,1976,Unprovoked,AUSTRALIA,N,5.0
1976.01.11,1976,Provoked,SOUTH AFRICA,N,4.75
1976.01.08,1976,Unprovoked,USA,N,3.5
1976.01.02,1976,Unprovoked,NEW ZEALAND,Y,3.5
1976.00.00.b,1976,Unprovoked,USA,Y,5.20045045045045
1975.12.29,1975,Boat,AUSTRALIA,N,5.75
1975.12.06,1975,Unprovoked,USA,N,2.5
1975.12.02,1975,Provoked,AUSTRALIA,N,3.5
1975.11.19.b,1975,Unprovoked,AUSTRALIA,N,3.5
1975.11.19.a,1975,Unprovoked,SOUTH AFRICA,N,3.0
1975.11.07,1975,Unprovoked,AUSTRALIA,N,5.0
1975.11.02,1975,Unprovoked,USA,N,3.5
1975.10.21,1975,0,USA,N,4.5
1975.10.12,1975,Unprovoked,AUSTRALIA,N,3.25
1975.10.04,1975,0,USA,0,8.0
1975.09.00,1975,Unprovoked,SOUTH AFRICA,N,3.5
1975.08.17,1975,Unprovoked,SOUTH AFRICA,N,2.5
1975.08.12,1975,Unprovoked,USA,N,2.0
1975.08.09,1975,Unprovoked,USA,N,2.5
1975.08.04,1975,Unprovoked,HONG KONG,N,5.5
1975.07.30.b,1975,Sea Disaster,USA,Y,5.0
1975.07.30.a,1975,Unprovoked,AUSTRALIA,Y,2.8003003003003
1975.07.26.b,1975,Unprovoked,USA,N,4.0
1975.07.26.a,1975,Unprovoked,AUSTRALIA,N,3.5
1975.07.23,1975,Unprovoked,USA,N,2.5
1975.07.19,1975,Unprovoked,USA,N,2.5
1975.07.15,1975,Unprovoked,USA,N,2.8003003003003
1975.07.05,1975,Provoked,AUSTRALIA,N,3.25
1975.07.04,1975,Unprovoked,USA,N,4.0
1975.06.23.b,1975,Unprovoked,USA,N,2.5
1975.06.23.a,1975,Unprovoked,USA,N,3.0
1975.06.15,1975,Unprovoked,USA,N,4.0
1975.06.02.R,1975,Unprovoked,USA,N,4.0
1975.06.00.c,1975,Provoked,USA,N,5.75
1975.05.25,1975,Unprovoked,USA,N,3.0
1975.05.20,1975,Unprovoked,USA,N,4.0
1975.04.25,1975,0,ITALY,N,3.25
1975.04.18,1975,0,SOUTH AFRICA,Y,5.5
1975.04.05,1975,Unprovoked,SOUTH AFRICA,N,3.8003003003003
1975.03.29,1975,0,SOUTH AFRICA,Y,5.0
1975.03.18,1975,Unprovoked,AUSTRALIA,N,5.5
1975.03.16,1975,Unprovoked,USA,N,3.5
1975.03.13,1975,Provoked,AUSTRALIA,N,4.25
1975.03.09,1975,Provoked,SOUTH AFRICA,N,4.5
1975.03.00,1975,Sea Disaster,BANGLADESH,Y,7.5
1975.02.23,1975,Unprovoked,SOUTH AFRICA,N,2.5
1975.02.14.R,1975,Boat,SOUTH AFRICA,N,6.0
1975.02.10,1975,Unprovoked,AUSTRALIA,Y,2.25
1975.02.09,1975,Unprovoked,AUSTRALIA,N,3.5
1975.02.07,1975,Unprovoked,AUSTRALIA,N,5.5
1975.02.01,1975,Provoked,SOUTH AFRICA,N,3.25
1975.01.19,1975,Unprovoked,AUSTRALIA,Y,4.0
1975.00.00.b,1975,Unprovoked,BERMUDA,N,5.95045045045045
1975.00.00.a,1975,Unprovoked,REUNION,Y,7.95045045045045
1974.12.10,1974,Unprovoked,AUSTRALIA,N,5.5
1974.11.01,1974,Unprovoked,USA,N,3.8003003003003
1974.09.28,1974,Unprovoked,USA,N,2.5
1974.09.14,1974,Unprovoked,USA,N,2.5
1974.09.07,1974,Unprovoked,ISRAEL,N,2.0
1974.09.02.b,1974,Unprovoked,USA,N,2.5
1974.09.02.a,1974,Unprovoked,USA,N,2.5
1974.09.01,1974,Sea Disaster,AUSTRALIA,N,3.75
1974.09.00,1974,Unprovoked,USA,N,2.8003003003003
1974.08.23,1974,Unprovoked,HONG KONG,N,5.5
1974.08.16.c,1974,Unprovoked,HONG KONG,Y,6.5
1974.08.16.b,1974,Unprovoked,HONG KONG,N,5.5
1974.08.16.a,1974,Unprovoked,HONG KONG,N,5.0
1974.08.10,1974,Unprovoked,CROATIA,Y,2.5
1974.08.05,1974,Unprovoked,USA,N,4.5
1974.07.26,1974,Unprovoked,USA,N,3.5
1974.07.20,1974,Unprovoked,USA,Y,3.5
1974.07.02,1974,Sea Disaster,USA,Y,3.25
1974.06.20,1974,Unprovoked,USA,N,3.0
1974.05.26,1974,Unprovoked,USA,N,2.5
1974.04.25.R,1974,Sea Disaster,BRAZIL,Y,7.5
1974.04.20,1974,Unprovoked,SOUTH AFRICA,N,2.8003003003003
1974.04.14,1974,Unprovoked,SOUTH AFRICA,N,3.0
1974.04.12,1974,Unprovoked,USA,N,4.0
1974.04.04,1974,Unprovoked,SOUTH AFRICA,N,2.5
1974.03.21,1974,Unprovoked,SOUTH AFRICA,N,2.5
1974.03.00,1974,Boat,SOUTH AFRICA,N,6.0
1974.02.13.b,1974,Unprovoked,SOUTH AFRICA,N,2.75
1974.02.13.a,1974,Unprovoked,SOUTH AFRICA,N,3.0
1974.02.00.b,1974,Boat,SOUTH AFRICA,N,5.75
1974.02.00.a,1974,Boat,SOUTH AFRICA,N,5.0503003003003
1974.01.13,1974,Unprovoked,SOUTH AFRICA,N,3.5
1974.01.09,1974,Unprovoked,AUSTRALIA,Y,3.5
1974.01.07.c,1974,Unprovoked,SOUTH AFRICA,N,3.0
1974.01.07.b,1974,Unprovoked,MOZAMBIQUE,Y,5.5
1974.01.07.a,1974,Unprovoked,MOZAMBIQUE,Y,4.5
1974.00.00.b,1974,Unprovoked,AUSTRALIA,N,4.95045045045045
1974.00.00.a,1974,Unprovoked,CROATIA,Y,6.95045045045045
1973.12.25,1973,Unprovoked,MOZAMBIQUE,N,2.75
1973.12.21.b,1973,Unprovoked,MOZAMBIQUE,Y,3.0
1973.12.19.R,1973,Unprovoked,PHILIPPINES,Y,5.0
1973.12.18,1973,Unprovoked,USA,N,5.5
1973.12.00,1973,Unprovoked,MEXICO,Y,3.8003003003003
1973.11.25,1973,Unprovoked,AUSTRALIA,N,6.5
1973.11.24,1973,Unprovoked,USA,N,3.3003003003003
1973.11.03,1973,Unprovoked,AUSTRALIA,N,6.5
1973.09.29,1973,Sea Disaster,SOUTH AFRICA,Y,6.25
1973.09.14,1973,Unprovoked,BAHAMAS,N,3.0
1973.09.10.R,1973,Unprovoked,HONG KONG,Y,5.0
1973.09.09,1973,Unprovoked,MEXICO,Y,2.5
1973.09.00,1973,Unprovoked,EGYPT,N,5.0
1973.08.27,1973,Unprovoked,AUSTRALIA,0,6.5
1973.08.25,1973,Unprovoked,AUSTRALIA,N,3.5
1973.08.16,1973,Unprovoked,USA,N,3.5
1973.06.13,1973,Unprovoked,HONG KONG,N,7.25
1973.04.04,1973,Unprovoked,MEXICO,Y,3.5
1973.03.26,1973,Unprovoked,AUSTRALIA,N,5.0
1973.03.05,1973,Unprovoked,MOZAMBIQUE,Y,3.8003003003003
1973.03.00,1973,Unprovoked,SOUTH AFRICA,N,2.8003003003003
1973.02.27,1973,Unprovoked,MEXICO,Y,5.5
1973.01.21,1973,Provoked,SOUTH AFRICA,N,4.75
1973.01.09,1973,Unprovoked,USA,N,4.5
1973.00.00.c,1973,Unprovoked,PALAU,N,4.70045045045045
1973.00.00.b,1973,Unprovoked,PALAU,N,5.95045045045045
1973.00.00.a,1973,Unprovoked,SOUTH AFRICA,N,3.4504504504504503
1972.12.31,1972,Unprovoked,SOUTH AFRICA,N,3.0
1972.12.26,1972,Unprovoked,MOZAMBIQUE,N,2.5
1972.12.25,1972,Unprovoked,MEXICO,Y,3.0503003003003
1972.12.24,1972,Unprovoked,SOUTH AFRICA,N,3.5
1972.12.22,1972,Unprovoked,AUSTRALIA,N,5.0
1972.12.08,1972,Provoked,AUSTRALIA,N,5.5
1972.12.01,1972,Unprovoked,REUNION,Y,7.0
1972.10.22,1972,Unprovoked,AUSTRALIA,N,4.0
1972.10.21,1972,Unprovoked,AUSTRALIA,N,3.5
1972.10.14.b,1972,Unprovoked,USA,Y,4.5
1972.10.14.a,1972,Unprovoked,USA,N,4.0
1972.10.10.R,1972,Unprovoked,NEW ZEALAND,N,4.0
1972.09.09,1972,Unprovoked,USA,N,3.5
1972.09.04,1972,0,MOZAMBIQUE,N,4.0
1972.08.29,1972,Unprovoked,USA,N,3.3003003003003
1972.08.17,1972,Unprovoked,USA,N,4.5
1972.08.08,1972,Unprovoked,AUSTRALIA,N,3.5
1972.07.05,1972,0,USA,N,6.5
1972.06.26.b,1972,Unprovoked,AUSTRALIA,Y,5.0
1972.06.26.a,1972,Unprovoked,AUSTRALIA,Y,5.0
1972.06.10,1972,Unprovoked,USA,N,2.5
1972.05.28,1972,Unprovoked,USA,N,2.5
1972.05.06,1972,Unprovoked,FRENCH POLYNESIA,N,4.0
1972.04.16,1972,Unprovoked,WESTERN SAMOA,Y,3.5
1972.04.01.b,1972,Unprovoked,AUSTRALIA,N,5.0
1972.04.01.a,1972,Unprovoked,MOZAMBIQUE,Y,3.0
1972.03.21,1972,Provoked,PACIFIC OCEAN,N,6.0
1972.03.16,1972,Unprovoked,USA,N,5.0
1972.02.20,1972,Unprovoked,AUSTRALIA,N,2.5
1972.02.12,1972,Unprovoked,AUSTRALIA,N,6.5
1972.01.01.c,1972,Unprovoked,SOUTH AFRICA,Y,3.75
1972.01.01.b,1972,Unprovoked,SOUTH AFRICA,N,2.5
1972.01.01.a,1972,Unprovoked,MOZAMBIQUE,N,2.25
1972.00.00.b,1972,Unprovoked,FRANCE,N,7.95045045045045
1972.00.00.a,1972,Unprovoked,MARSHALL ISLANDS,N,5.95045045045045
1971.12.23,1971,Unprovoked,AUSTRALIA,N,5.5
1971.12.16,1971,Unprovoked,SOUTH AFRICA,N,2.5
1971.12.05,1971,Unprovoked,AUSTRALIA,Y,4.0
1971.11.27,1971,Unprovoked,HONG KONG,N,4.3003003003003
1971.11.25.R,1971,Provoked,AUSTRALIA,N,5.5
1971.10.23,1971,Unprovoked,USA,N,3.3003003003003
1971.10.14,1971,Unprovoked,SOUTH AFRICA,N,2.8003003003003
1971.10.02,1971,Unprovoked,USA,N,2.5
1971.09.25,1971,Unprovoked,USA,N,5.5
1971.09.07,1971,Unprovoked,CROATIA,Y,2.5
1971.09.05,1971,Unprovoked,AUSTRALIA,Y,3.5
1971.08.21,1971,Provoked,AUSTRALIA,N,2.25
1971.07.26,1971,Unprovoked,USA,N,3.3003003003003
1971.07.19,1971,Unprovoked,USA,N,4.5
1971.06.30,1971,Unprovoked,SOUTH AFRICA,N,2.5
1971.06.01,1971,Unprovoked,BRITISH ISLES,N,3.25
1971.04.16R,1971,Unprovoked,KENYA,N,4.0
1971.04.11,1971,Unprovoked,SOUTH AFRICA,Y,2.5
1971.04.06,1971,Unprovoked,MEXICO,Y,3.0
1971.04.05.b,1971,Unprovoked,VENEZUELA,Y,6.0
1971.04.05.a,1971,Unprovoked,VENEZUELA,Y,6.0
1971.04.00,1971,Sea Disaster,MOZAMBIQUE,Y,7.25
1971.03.30,1971,Unprovoked,NEW ZEALAND,N,2.5
1971.01.02,1971,Unprovoked,AUSTRALIA,N,5.0
1971.00.00.c,1971,Unprovoked,AUSTRALIA,N,3.9504504504504503
1971.00.00.b,1971,Unprovoked,IRAN,N,5.95045045045045
1971.00.00.a,1971,Unprovoked,IRAN,N,5.95045045045045
1970.12.17,1970,Unprovoked,MOZAMBIQUE,Y,3.0
1970.12.13,1970,Unprovoked,MOZAMBIQUE,Y,4.5
1970.12.07,1970,Unprovoked,MICRONESIA,N,3.5
1970.12.03,1970,Sea Disaster,USA,N,4.0
1970.11.00,1970,Unprovoked,0,N,8.0
1970.10.24,1970,Unprovoked,USA,N,5.5
1970.10.00,1970,Unprovoked,USA,N,5.0
1970.09.28,1970,Unprovoked,MICRONESIA,N,2.25
1970.09.13,1970,Provoked,PALAU,N,3.25
1970.09.05,1970,Unprovoked,USA,N,3.0
1970.09.02,1970,Provoked,AUSTRALIA,N,4.0
1970.09.00.c,1970,Unprovoked,USA,N,5.5
1970.09.00.a,1970,Unprovoked,USA,N,5.5
1970.08.02,1970,0,0,Y,7.0503003003003
1970.07.05,1970,Unprovoked,0,N,7.3003003003003
1970.06.22,1970,Provoked,USA,N,3.25
1970.06.15,1970,Provoked,SOUTH AFRICA,N,2.5
1970.06.13.b,1970,Unprovoked,GRENADA,Y,3.0
1970.06.13.a,1970,Unprovoked,GRENADA,Y,3.0
1970.06.00,1970,Sea Disaster,PHILIPPINES,Y,7.5
1970.04.04,1970,Unprovoked,GRENADA,Y,3.0
1970.04.00.b,1970,Provoked,0,N,7.25
1970.04.00.a,1970,Unprovoked,SOLOMON ISLANDS,0,7.5
1970.03.31,1970,0,USA,Y,4.5
1970.03.23,1970,Unprovoked,USA,N,3.3003003003003
1970.02.05,1970,Unprovoked,0,N,6.5
1970.01.23.d,1970,Unprovoked,MOZAMBIQUE,N,4.0
1970.01.23.c,1970,Unprovoked,MOZAMBIQUE,N,3.5
1970.01.23.b,1970,Unprovoked,MOZAMBIQUE,N,3.5
1970.01.23.a,1970,Unprovoked,MOZAMBIQUE,N,3.5
1970.01.16,1970,Sea Disaster,EGYPT,Y,5.5
1970.01.10,1970,Unprovoked,MEXICO,N,4.0
1970.01.09.R,1970,Unprovoked,ENGLAND,N,5.0
1970.01.00,1970,Unprovoked,PAPUA NEW GUINEA,N,5.5
1970.00.00.h,1970,Unprovoked,SRI LANKA,N,5.45045045045045
1970.00.00.g,1970,Unprovoked,SPAIN,N,5.95045045045045
1970.00.00.f,1970,Boat,ITALY,N,5.45045045045045
1970.00.00.e,1970,Unprovoked,CROATIA,0,6.45045045045045
1970.00.00.d,1970,Unprovoked,IRAQ,N,4.2507507507507505
1970.00.00.c,1970,Unprovoked,IRAQ,N,4.95045045045045
1970.00.00.b,1970,Unprovoked,IRAQ,Y,3.9504504504504503
1970.00.00.a,1970,Unprovoked,IRAQ,N,4.0007507507507505
1969.11.30,1969,Unprovoked,AUSTRALIA,N,3.3003003003003
1969.11.11,1969,Unprovoked,USA,N,4.75
1969.11.05,1969,Provoked,AUSTRALIA,N,4.5
1969.10.14,1969,Unprovoked,USA,N,3.8003003003003
1969.09.06,1969,Unprovoked,USA,N,2.5
1969.08.29,1969,Unprovoked,USA,N,4.8003003003003
1969.08.22,1969,Provoked,USA,N,4.0
1969.08.02,1969,Unprovoked,USA,N,3.8003003003003
1969.08.01,1969,Unprovoked,USA,N,2.25
1969.08.00,1969,Unprovoked,0,N,7.0
1969.07.27,1969,Provoked,ENGLAND,N,7.0
1969.07.22,1969,Provoked,USA,N,2.5
1969.07.20,1969,Unprovoked,USA,N,3.5
1969.06.27,1969,Unprovoked,USA,0,4.0
1969.06.12,1969,Unprovoked,JAMAICA,N,3.3003003003003
1969.06.00,1969,Unprovoked,USA,N,3.0
1969.05.25,1969,Provoked,USA,N,3.25
1969.05.24,1969,Provoked,USA,N,2.25
1969.05.22,1969,Unprovoked,DOMINICAN REPUBLIC,0,6.0
1969.05.14,1969,Unprovoked,AUSTRALIA,N,6.5
1969.04.22,1969,0,AUSTRALIA,N,4.5
1969.04.19,1969,Provoked,USA,N,3.25
1969.03.25,1969,Provoked,AUSTRALIA,N,3.5
1969.03.09,1969,Unprovoked,USA,N,2.5
1969.02.17.R,1969,Provoked,AUSTRALIA,N,2.5503003003003
1969.02.00,1969,0,AUSTRALIA,0,4.5
1969.01.27,1969,Unprovoked,AUSTRALIA,N,3.0
1969.01.00,1969,Unprovoked,AUSTRALIA,N,5.0
1969.00.00,1969,Provoked,BAHAMAS,N,6.95045045045045
1968.12.29,1968,0,SOUTH AFRICA,N,5.0
1968.12.26,1968,Provoked,AUSTRALIA,N,2.5503003003003
1968.12.25,1968,Unprovoked,NEW ZEALAND,N,2.25
1968.12.09,1968,Unprovoked,AUSTRALIA,N,5.0
1968.12.02,1968,Unprovoked,SOUTH AFRICA,N,3.5
1968.12.00,1968,0,SOUTH AFRICA,N,5.0
1968.11.06,1968,Boat,SOUTH AFRICA,N,3.75
1968.11.02,1968,Provoked,AUSTRALIA,N,3.75
1968.10.29,1968,Provoked,BAHAMAS,N,6.0
1968.10.13,1968,Unprovoked,USA,N,5.0
1968.10.10,1968,Sea Disaster,PHILIPPINES,N,7.5
1968.09.22,1968,0,USA,0,6.5
1968.09.15,1968,Unprovoked,NEW ZEALAND,Y,2.25
1968.08.24,1968,Unprovoked,USA,N,3.25
1968.08.21,1968,Unprovoked,USA,N,3.5
1968.08.13,1968,Unprovoked,FRENCH POLYNESIA,N,4.0
1968.08.11,1968,Unprovoked,MALAYSIA,N,4.0
1968.08.08,1968,Unprovoked,COLUMBIA,N,2.5
1968.07.27,1968,Unprovoked,USA,N,2.5
1968.07.23,1968,Unprovoked,USA,N,3.5
1968.07.16,1968,Unprovoked,USA,N,2.8003003003003
1968.07.10,1968,Unprovoked,BAHAMAS,Y,5.25
1968.07.00,1968,0,MEXICO,N,3.8003003003003
1968.06.25,1968,Unprovoked,BAHAMAS,N,3.5
1968.06.09,1968,Unprovoked,USA,N,3.0
1968.06.00,1968,Unprovoked,ENGLAND,N,6.5
1968.05.18,1968,0,TANZANIA,Y,7.25
1968.05.00,1968,Unprovoked,PAPUA NEW GUINEA,N,5.0
1968.04.29,1968,0,USA,N,2.5
1968.04.20,1968,Unprovoked,USA,N,2.5
1968.04.15,1968,Unprovoked,AUSTRALIA,N,3.0
1968.04.11.R,1968,Unprovoked,PAPUA NEW GUINEA,Y,4.0
1968.04.07,1968,Provoked,AUSTRALIA,N,2.8003003003003
1968.03.25,1968,Unprovoked,SOUTH AFRICA,N,2.8003003003003
1968.03.10,1968,Unprovoked,USA,N,3.3003003003003
1968.03.00,1968,0,USA,N,3.3003003003003
1968.02.26,1968,Unprovoked,USA,N,2.5
1968.02.20,1968,Unprovoked,AUSTRALIA,N,3.3003003003003
1968.02.18,1968,Provoked,NEW ZEALAND,N,4.5
1968.02.04,1968,Unprovoked,AUSTRALIA,N,2.5
1968.02.02,1968,Unprovoked,AUSTRALIA,N,6.5
1968.02.00,1968,Unprovoked,MOZAMBIQUE,N,7.0
1968.01.17,1968,Unprovoked,PAPUA NEW GUINEA,Y,4.0
1968.00.00.c,1968,Unprovoked,COSTA RICA,Y,5.95045045045045
1968.00.00.b,1968,0,USA,N,5.95045045045045
1968.00.00.a,1968,0,USA,0,7.45045045045045
1967.12.30,1967,Unprovoked,SOUTH AFRICA,N,2.5
1967.12.21.R,1967,0,PAPUA NEW GUINEA,N,3.5
1967.12.18,1967,Unprovoked,FIJI,N,5.0
1967.12.17,1967,Unprovoked,AUSTRALIA,Y,3.3506006006006004
1967.12.14,1967,Provoked,USA,N,6.75
1967.11.30.b,1967,Provoked,AUSTRALIA,N,3.5
1967.11.30.a,1967,Unprovoked,AUSTRALIA,N,3.5
1967.11.15,1967,Provoked,FIJI,N,5.0503003003003
1967.11.04,1967,Sea Disaster,PHILIPPINES,Y,7.0
1967.11.00,1967,0,SOUTH AFRICA,Y,5.25
1967.10.26.R,1967,Unprovoked,MEXICO,Y,6.5
1967.10.17,1967,Unprovoked,USA,N,3.0
1967.10.00,1967,Unprovoked,TONGA,N,6.0
1967.09.20,1967,0,USA,Y,5.25
1967.09.13,1967,Provoked,ITALY,0,4.0
1967.09.07.b,1967,Provoked,PAPUA NEW GUINEA,0,8.5
1967.09.07.a,1967,Unprovoked,USA,N,7.0
1967.09.06,1967,Unprovoked,PAPUA NEW GUINEA,Y,5.5
1967.09.01,1967,Unprovoked,PAPUA NEW GUINEA,Y,3.5
1967.08.27,1967,Provoked,USA,N,2.25
1967.08.26,1967,Unprovoked,JAPAN,Y,3.0
1967.08.25,1967,Unprovoked,ITALY,N,5.0
1967.08.19,1967,Unprovoked,AUSTRALIA,Y,2.5
1967.08.15,1967,Unprovoked,BERMUDA,N,3.0
1967.08.14.R,1967,Unprovoked,COLUMBIA,N,7.0
1967.08.10,1967,0,AUSTRALIA,Y,3.3003003003003
1967.08.07,1967,Unprovoked,USA,N,2.5
1967.08.00.b,1967,Unprovoked,BAHAMAS,N,2.8003003003003
1967.08.00.a,1967,Unprovoked,SENEGAL,N,4.0
1967.07.29,1967,Unprovoked,USA,N,3.3003003003003
1967.07.05,1967,Unprovoked,TURKEY,Y,3.0
1967.07.00,1967,0,USA,N,4.0
1967.06.13,1967,Provoked,USA,N,2.25
1967.06.00,1967,Provoked,ITALY,N,5.25
1967.05.13,1967,Provoked,AUSTRALIA,N,3.0007507507507505
1967.05.09,1967,Provoked,AUSTRALIA,N,3.8003003003003
1967.04.00,1967,Provoked,UNITED KINGDOM,N,4.75
1967.03.20,1967,Provoked,NEW ZEALAND,N,3.0503003003003
1967.03.19,1967,Unprovoked,SOUTH AFRICA,N,2.25
1967.03.12,1967,Provoked,AUSTRALIA,N,2.25
1967.03.10,1967,0,AUSTRALIA,Y,6.5
1967.03.09,1967,Unprovoked,NEW ZEALAND,Y,2.5
1967.03.01,1967,Unprovoked,PAPUA NEW GUINEA,N,4.0
1967.02.06,1967,Sea Disaster,MEXICO,Y,3.75
1967.01.27,1967,Boat,SOUTH AFRICA,N,5.75
1967.01.22,1967,Provoked,SOUTH AFRICA,N,4.0
1967.01.21,1967,Unprovoked,MOZAMBIQUE,N,4.0
1967.01.06,1967,Provoked,AUSTRALIA,N,3.25
1966.12.31,1966,Unprovoked,AUSTRALIA,N,3.5
1966.12.27.b,1966,Provoked,AUSTRALIA,N,3.25
1966.12.27.a,1966,Unprovoked,AUSTRALIA,N,3.5
1966.12.26,1966,Unprovoked,SINGAPORE,N,4.3003003003003
1966.12.26,1966,Unprovoked,AUSTRALIA,N,3.5
1966.11.14,1966,Unprovoked,THAILAND,0,8.0
1966.11.00,1966,Unprovoked,PAPUA NEW GUINEA,Y,4.0
1966.10.30,1966,Unprovoked,PAPUA NEW GUINEA,Y,2.8003003003003
1966.10.29,1966,Unprovoked,PAPUA NEW GUINEA,Y,3.0
1966.09.27,1966,Unprovoked,AUSTRALIA,N,2.5
1966.09.19,1966,Provoked,USA,N,4.0
1966.09.18,1966,0,AUSTRALIA,N,4.75
1966.09.13,1966,Provoked,AUSTRALIA,0,5.0503003003003
1966.09.10,1966,Unprovoked,AUSTRALIA,N,2.5
1966.09.08.b,1966,Provoked,USA,N,3.25
1966.09.00,1966,0,BAHAMAS,N,4.75
1966.08.28,1966,Boat,AUSTRALIA,N,5.25
1966.08.27.b,1966,0,SOUTH AFRICA,N,5.25
1966.08.27.a,1966,Unprovoked,BAHAMAS,N,4.0
1966.08.21.b,1966,Unprovoked,NEW BRITAIN,Y,2.8003003003003
1966.08.21.a,1966,Unprovoked,NEW BRITAIN,Y,2.8003003003003
1966.08.16,1966,Unprovoked,CROATIA,Y,3.5
1966.08.14,1966,Unprovoked,TAIWAN,N,5.0
1966.08.13,1966,Unprovoked,ITALY,N,3.5
1966.08.00.b,1966,0,USA,N,3.25
1966.08.00.a,1966,Unprovoked,USA,N,2.5
1966.07.31,1966,Unprovoked,USA,N,4.0
1966.07.19,1966,Provoked,USA,N,2.5
1966.07.17.b,1966,Unprovoked,USA,N,3.0
1966.07.17.a,1966,Unprovoked,TAIWAN,Y,4.0
1966.07.14,1966,Unprovoked,PAPUA NEW GUINEA,Y,4.5
1966.07.03,1966,0,USA,N,2.75
1966.07.02,1966,Boat,CARIBBEAN SEA,N,7.25
1966.06.22,1966,Provoked,USA,N,2.25
1966.06.11,1966,Provoked,USA,N,2.25
1966.06.04,1966,Unprovoked,USA,N,3.0
1966.06.02,1966,Provoked,FRENCH POLYNESIA,N,4.3003003003003
1966.05.20.c,1966,Sea Disaster,AUSTRALIA,Y,3.3003003003003
1966.05.20.b,1966,Unprovoked,AUSTRALIA,N,3.5
1966.05.20.a,1966,Sea Disaster,AUSTRALIA,Y,3.5503003003003
1966.05.16.b,1966,0,USA,N,2.75
1966.05.16.a,1966,Sea Disaster,PHILIPPINES,Y,6.0
1966.04.08,1966,Unprovoked,USA,N,4.0
1966.04.00,1966,Sea Disaster,AUSTRALIA,N,5.5
1966.03.20,1966,Provoked,AUSTRALIA,N,5.75
1966.03.12,1966,Sea Disaster,SUDAN,Y,6.5
1966.02.27,1966,Unprovoked,AUSTRALIA,N,2.25
1966.01.29,1966,Provoked,SOUTH AFRICA,N,2.5503003003003
1966.01.25,1966,Sea Disaster,INDONESIA,Y,6.75
1966.01.22,1966,Unprovoked,USA,N,2.5
1966.01.15,1966,Unprovoked,AUSTRALIA,N,3.5
1966.01.14,1966,Sea Disaster,COLUMBIA,Y,7.25
1966.01.11,1966,Unprovoked,SOUTH AFRICA,N,2.5
1966.01.10,1966,Unprovoked,AUSTRALIA,N,3.25
1966.01.09,1966,Unprovoked,SOUTH AFRICA,N,2.5
1966.01.08,1966,Unprovoked,NEW ZEALAND,Y,3.0
1966.01.05,1966,Unprovoked,USA,N,3.0
1966.00.00,1966,0,USA,N,3.2507507507507505
1965.12.28,1965,Unprovoked,AUSTRALIA,N,4.0
1965.12.19,1965,Unprovoked,JOHNSTON ISLAND,N,5.5
1965.12.10,1965,Boat,AUSTRALIA,N,4.75
1965.11.21.b,1965,Provoked,AUSTRALIA,Y,3.25
1965.11.21.a,1965,Unprovoked,PACIFIC OCEAN,N,2.75
1965.11.03.b,1965,0,PANAMA,Y,5.0
1965.11.03.a,1965,Unprovoked,AUSTRALIA,N,2.5
1965.10.21,1965,Unprovoked,0,N,6.0
1965.10.16.b,1965,Unprovoked,BAHAMAS,N,3.25
1965.10.16.a,1965,Unprovoked,BAHAMAS,Y,5.0
1965.10.10,1965,Unprovoked,NEW BRITAIN,Y,4.0
1965.10.00,1965,Unprovoked,PAPUA NEW GUINEA,N,5.0
1965.09.21,1965,Provoked,PAPUA NEW GUINEA,N,4.25
