,Year,Country,Area,Activity,Sex,Age,Fatal_Y_N
70,2016,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,26,N
71,2016,USA,Florida,Spearfishing,M,26,N
72,2016,NEW CALEDONIA,Grand Terre,Walking,F,69,Y
73,2016,CAPE VERDE,Boa Vista Island,,M,60,N
74,2016,USA,Florida,Fishing,M,34,N
75,2016,USA,Florida,SUP,M,,N
76,2016,USA,Hawaii,Snorkeling,F,46,N
77,2016,AUSTRALIA,New South Wales,Surfing,M,22,N
78,2016,USA,Florida,,M,Teen,N
79,2016,AUSTRALIA,New South Wales,Surfing,M,41,N
80,2016,BAHAMAS,,,M,9,N
81,2016,USA,California,Surfing,,,N
82,2016,USA,Florida,Body surfing,M,19,N
83,2016,Fiji,Vanua Levu,Diving for beche-de-mer,M,45,Y
84,2016,USA,Florida,,M,12,N
85,2016,AUSTRALIA,South Australia,Fishing,M,,N
86,2016,BRAZIL,Santa Catarina State,Swimming,M,41,N
87,2016,NEW CALEDONIA,South Province,Kite surfing,M,21,N
88,2016,NEW CALEDONIA,South Province,Spearfishing,M,31,N
89,2016,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,,N
90,2016,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,M,65,N
91,2016,AUSTRALIA,Tasmania,Surfing,M,,N
92,2016,AUSTRALIA,Queensland,Walking,F,45,N
93,2016,AUSTRALIA,New South Wales,Windsurfing,M,40,N
94,2016,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,,N
96,2016,USA,Hawaii,Surfing,F,15,N
97,2016,USA,Texas,Spearfishing,M,,N
98,2016,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,,N
99,2016,USA,Hawaii,Paddle boarding,M,48,N
100,2016,AUSTRALIA,Queensland,Surfing,M,,N
101,2016,AUSTRALIA,Queensland,Wading,M,11,N
102,2016,AUSTRALIA,Queensland,Spearfishing,M,31,N
103,2015,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,,N
104,2015,SPAIN,Grand Canary Island,Swimming,F,38,N
105,2015,USA,Hawaii,Paddle boarding,M,71,N
106,2015,AUSTRALIA,New South Wales,Surfing,M,43,N
107,2015,BRAZIL,Pernambuco,Scuba diving,M,32,N
108,2015,ARUBA,,Sea disaster,M,58,Y
109,2015,AUSTRALIA,New South Wales,Fishing,,,N
110,2015,BAHAMAS,,Lobster fishing,M,26,N
111,2015,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,22,N
112,2015,USA,Florida,Surfing,M,,N
113,2015,USA,Florida,Swimming,F,,N
114,2015,USA,Florida,Surfing,M,28,N
115,2015,AUSTRALIA,New South Wales,Surfing,M,20,N
116,2015,USA,Florida,Surfing,F,9,N
117,2015,USA,Hawaii,Swimming,M,54,N
118,2015,USA,Florida,Wading,F,28,N
119,2015,MOZAMBIQUE,Inhambane Province,Fishing,M,19,N
120,2015,AUSTRALIA,Western Australia,Spearfishing,M,50,N
121,2015,USA,Hawaii,Body boarding,M,10,N
122,2015,SOUTH AFRICA,Western Cape Province,Surfing,M,42,N
123,2015,USA,Florida,Surfing,M,21,N
125,2015,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,35,Y
126,2015,USA,Hawaii,Surfing,M,32,N
127,2015,USA,Hawaii,Swimming,M,44,N
128,2015,USA,California,Kayak Fishing,M,,N
129,2015,USA,South Carolina,Boogie boarding,F,9,N
130,2015,USA,Hawaii,Surfing,M,25,N
131,2015,MOZAMBIQUE,Inhambane Province,Fishing,M,,N
132,2015,AUSTRALIA,Western Australia,Surfing,M,18,N
133,2015,USA,Florida,Body boarding,M,22,N
134,2015,USA,Texas,Wading,M,13,N
135,2015,USA,Florida,Surfing,M,14,N
136,2015,USA,Florida,Surfing,M,22,N
137,2015,AUSTRALIA,Queensland,Snorkeling,F,7,N
138,2015,USA,California,Kayak fishing,M,,N
140,2015,USA,Hawaii,Spearfishing,M,27,N
141,2015,USA,Florida,Wading,M,12,N
142,2015,USA,Florida,Photographing fish,M,16,N
143,2015,USA,Florida,Swimming,M,,N
144,2015,USA,Florida,Surfing,M,20,N
145,2015,AUSTRALIA,New South Wales,Surfing,M,42,N
146,2015,USA,California,Stand-Up Paddleboarding,F,50,N
147,2015,USA,California,Kayak Fishing,M,29,N
148,2015,AUSTRALIA,New South Wales,Surf-skiing,M,62,N
149,2015,USA,South Carolina,,M,,N
150,2015,THAILAND,Phuket,Wading,F,37,N
151,2015,FIJI,,Spearfishing,M,,N
152,2015,USA,California,Surfing,F,54,N
153,2015,USA,California,Surfing,M,21,N
154,2015,USA,Florida,,M,,N
155,2015,AUSTRALIA,New South Wales,Surfing,M,38,N
156,2015,USA,South Carolina,Surfing,M,15,N
157,2015,USA,Florida,Walking,F,10,N
158,2015,USA,California,Kayak Fishing,M,22,N
159,2015,SPAIN,Alicante,Swimming,M,10,N
160,2015,USA,California,Spearfishing,M,57,N
161,2015,AUSTRALIA,New South Wales,Surfing,M,52,N
162,2015,USA,Florida,Surfing,M,25,N
163,2015,USA,South Carolina,Floating,F,35,N
164,2015,AUSTRALIA,Tasmania,Scallop diving on hookah,M,46,Y
165,2015,USA,California,Kayak Fishing,M,31,N
166,2015,AUSTRALIA,Victoria,Surfing,M,40s,N
167,2015,REUNION,,Surfing,M,45,N
168,2015,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,N
169,2015,USA,California,Surfing,M,38,N
170,2015,USA,California,Treading water,M,39,N
171,2015,FRENCH POLYNESIA,Bora Bora,Swimming,M,,N
172,2015,BAHAMAS,Grand Bahama Island,Spearfishing,F,23,N
173,2015,USA,North Carolina,,M,32,N
175,2015,AUSTRALIA,New South Wales,Body boarding ,M,32,N
176,2015,USA,North Carolina,Swimming,M,68,N
177,2015,AUSTRALIA,New South Wales,Surfing,M,,N
178,2015,USA,South Carolina,Playing in the water,M,12,N
179,2015,USA,North Carolina,Swimming,M,18,N
180,2015,SOUTH AFRICA,Western Cape Province,Body Boarding,M,19,N
182,2015,SOUTH AFRICA,Western Cape Province,Surfing,M,23,N
183,2015,USA,South Carolina,Standing,M,43,N
184,2015,AUSTRALIA,Western Australia,Swimming,M,19,N
185,2015,USA,North Carolina,Body surfing?,M,47,N
186,2015,USA,North Carolina,Swimming,M,6,N
187,2015,AUSTRALIA,Western Australia,Surfing,F,37,N
188,2015,USA,South Carolina,Standing,M,9,N
189,2015,PUERTO RICO,,Spearfishing,M,36,N
190,2015,USA,Florida,Swimming,M,10,N
191,2015,USA,North Carolina,Wading,M,16,N
192,2015,USA,North Carolina,Wading,F,12,N
193,2015,USA,California,,F,,N
194,2015,USA,North Carolina,Boogie boarding,F,13,N
195,2015,USA,Florida,Playing,M,11,N
196,2015,USA,Florida,Attempting to rescue a shark,F,17,N
197,2015,REUNION,Le Port,Surfing,M,47,N
198,2015,USA,Florida,Standing,F,14,N
199,2015,USA,Florida,Wading,F,19,N
200,2015,FRENCH POLYNESIA,Rangiroa,Spearfishing,M,19,N
201,2015,USA,Florida,Swimming,F,13,N
202,2015,USA,Florida,Surfing,M,18,N
203,2015,USA,South Carolina,,M,30,N
204,2015,NEW CALEDONIA,,Snorkeling,M,50,Y
207,2015,SOUTH AFRICA,Eastern Cape Province,Diving,M,29,N
208,2015,USA,Hawaii,Snorkeling,F,65,Y
209,2015,USA,Florida,Wading,M,63,N
210,2015,AUSTRALIA,South Australia,Surfing,M,26,N
211,2015,AUSTRALIA,New South Wales,Surf skiing ,M,71,N
212,2015,USA,Florida,Photographing the shark,M,48,N
213,2015,AUSTRALIA,New South Wales,Paddle boarding,M,,N
214,2015,REUNION,Saint-Gilles-les-Bains,Surfing,M,13,Y
215,2015,BRAZIL,Pernambuco,Surfing,M,23,N
216,2015,USA,Florida,Spearfishing,M,70,N
217,2015,ITALY,Sardinia,Diving,M,43,Y
218,2015,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,36,N
219,2015,EGYPT,,Swimming,M,52,Y
220,2015,USA,Hawaii,Standing / Snorkeling,M,58,N
221,2015,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,M,9,N
222,2015,AUSTRALIA,New South Wales,Fishing,M,,N
223,2015,MEXICO,Sinaloa,Fishing,M,36,N
224,2015,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,18 months,N
225,2015,ATLANTIC OCEAN,,Transatlantic Rowing,,,N
226,2015,REUNION,dÉtang-Salé,Swimming,F,22,Y
227,2015,AUSTRALIA,New South Wales,Surfing,M,41,Y
228,2015,AUSTRALIA,New South Wales,Surfing,M,35,N
229,2015,AUSTRALIA,New South Wales,Bodysurfing,M,,N
230,2015,AUSTRALIA,Queensland,Rowing,M,57,N
231,2015,USA,Hawaii,Shark fishing,M,20,N
233,2015,USA,Florida,Fishing,M,,N
234,2015,AUSTRALIA,New South Wales,Surfing & filming dolphins,F,,N
236,2015,AUSTRALIA,New South Wales,Filming,M,17,N
237,2015,USA,Florida,Swimming after falling overboard,M,38,N
238,2015,BAHAMAS,Abaco Islands,Snorkeling,F,34,N
239,2015,SOUTH AFRICA,Eastern Cape Province,Surfing,M,15,N
240,2015,USA,Florida,,M,12,N
241,2014,AUSTRALIA,New South Wales,Surfing,,,N
242,2014,AUSTRALIA,Western Australia,Spearfishing,M,17,Y
243,2014,GREECE,,,,,N
244,2014,SOUTH AFRICA,KwaZulu-Natal,Swimming,,,N
245,2014,USA,California,Surfing,M,50,N
246,2014,AUSTRALIA,Victoria,Fishing,M,40s,N
247,2014,JAPAN,,Diving / Filming,M,,N
248,2014,AUSTRALIA,Queensland,Spearfishing,M,17,Y
249,2014,SPAIN,Granada,Fishing for blue sharks,M,,N
250,2014,AUSTRALIA,Western Australia,Surfing,M,13,N
251,2014,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,M,39,Y
252,2014,AUSTRALIA,Western Australia,Fishing,M,,N
253,2014,USA,Florida,Surfing,M,44,N
254,2014,USA,California,,,,N
255,2014,USA,Hawaii,Snorkeling,M,53,N
256,2014,AUSTRALIA,New South Wales,Surfing,M,,N
257,2014,USA,Florida,Surfing,M,18,N
258,2014,USA,Hawaii,Surfing,F,34,N
259,2014,AUSTRALIA,New South Wales,Surfing,M,20,N
260,2014,USA,Hawaii,Stand-Up Paddleboarding,F,,N
261,2014,USA,Hawaii,Stand-Up Paddleboarding,M,,N
262,2014,USA,California,Canoeing,F,,N
263,2014,USA,Hawaii,Surfing,M,,N
264,2014,AUSTRALIA,New South Wales,Surfing,F,13,N
265,2014,USA,South Carolina,Standing in inner tube,F,7,N
266,2014,USA,Florida,Body surfing or Boogie boarding,F,,N
267,2014,USA,Florida,Fishing,F,40,N
268,2014,AUSTRALIA,Western Australia,Kayaking,M,,N
269,2014,USA,Florida,Surfing,M,29,N
270,2014,USA,Florida,Surfing,M,15,N
271,2014,USA,California,Kayaking,M,,N
272,2014,USA,California,Kayaking ,M,,N
273,2014,USA,California,Surfing,M,28,N
274,2014,AUSTRALIA,Western Australia,Surfing,M,23,N
275,2014,USA,Florida,Surfing,M,,N
276,2014,FRENCH POLYNESIA,Moorea,Feeding fish,F,36,N
277,2014,USA,California,Surfing,M,,N
278,2014,AUSTRALIA,New South Wales,Swimming,M,50,Y
279,2014,USA,Alabama,Fishing ,M,43,N
280,2014,USA,Massachusetts,Kayaking ,F,20s,N
281,2014,USA,Florida,Fishing,M,52,N
282,2014,SPAIN,Catalonia,Playing with an air mattress,M,16,N
283,2014,USA,Florida,Body surfing,F,13,N
284,2014,USA,Florida,Surfing,M,17,N
285,2014,USA,Florida,,,,N
286,2014,USA,Maryland,Fishing,M,33,N
287,2014,SPAIN,Alicante,Swimming,F,30s,N
288,2014,USA,North Carolina,Surfing,M,29,N
289,2014,USA,South Carolina,Standing,F,,N
290,2014,USA,Florida,Fishing for sharks,M,,N
291,2014,USA,North Carolina,Kite boarding,,,N
292,2014,AUSTRALIA,Western Australia,Spearfishing,M,31,N
293,2014,USA,Florida,Standing,M,,N
294,2014,USA,Florida,,M,26,N
295,2014,BAHAMAS,,Spearfishing,M,,N
296,2014,USA,Florida,Swimming,F,10,N
297,2014,USA,Louisiana,Swimming,M,7,N
298,2014,USA,South Carolina,Boogie boarding,M,10,N
299,2014,USA,Florida,Swimming,F,45,N
300,2014,USA,Florida,Surfing,M,50s,N
301,2014,USA,Florida,Boogie boarding,M,8,N
302,2014,SOUTH AFRICA,Western Cape Province,Surfing,M,20,N
303,2014,,,Sea disaster,M,,Y
304,2014,USA,North Carolina,Swimming,M,Teen,N
305,2014,REUNION,Saint-Leu,Surfing,M,51,N
306,2014,USA,Florida,Standing,M,8,N
307,2014,SPAIN,Canary Islands,Wading,,,N
308,2014,USA,Hawaii,Swimming,M,61,N
309,2014,USA,Florida,Swimming,M,39,N
310,2014,BAHAMAS,West End,Shark diving,M,63,Y
311,2014,USA,North Carolina,Body surfing,M,,N
312,2014,USA,Florida,Surfing,M,14,N
313,2014,USA,California,Swimming,M,,N
315,2014,USA,South Carolina,Body surfing,M,19,N
316,2014,ST. MARTIN,,Transatlantic Rowing,M,48,N
317,2014,BAHAMAS,Abaco Islands,Spearfishing,M,42,N
318,2014,AUSTRALIA,South Australia,Surfing,M,,N
319,2014,AUSTRALIA,South Australia,Body boarding,M,15,N
320,2014,AUSTRALIA,Western Australia,Petting a shark,M,,N
321,2014,BRAZIL,,Fishing,M,43,N
322,2014,USA,Delaware,Standing,M,16,N
323,2014,AUSTRALIA,South Australia,Body boarding,M,39,N
324,2014,JAPAN,Atsumi peninsula,Surfing,M,43,N
325,2014,USA,Texas,Kneeling in the water,F,14,N
326,2014,USA,Florida,Swimming,F,22,N
328,2014,USA,Palmyra Atoll,Tagging sharks,F,37,N
329,2014,AUSTRALIA,Queensland,Fell into the water,F,29,N
330,2014,FRANCE,Wallis and Futuna,Scuba diving,M,,N
331,2014,AUSTRALIA,New South Wales,Teasing a shark,M,10,N
332,2015,ECUADOR,Galapagos Islands,Snorkeling,M,55,N
333,2014,USA,Florida,Body boarding,F,38,N
334,2014,AUSTRALIA,South Australia,Surfing,M,35,N
335,2014,USA,Florida,Wading,F,44,N
336,2014,USA,Georgia,Surfing,M,12,N
337,2014,USA,Florida,Diving,M,,N
338,2014,USA,South Carolina,Swimming,F,40,N
339,2014,USA,Florida,Surfing,M,23,N
340,2014,AUSTRALIA,Western Australia,Spearfishing,M,,N
341,2014,USA,Florida,Swimming,M ,42,N
342,2014,USA,Florida,Wading,M,25,N
343,2014,SOUTH AFRICA,,Shark watching,,,N
344,2014,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N
345,2014,USA,Florida,Surfing,M,teen,N
347,2014,AUSTRALIA,New South Wales,Swimming,F,63,Y
348,2014,AUSTRALIA,Western Australia,Diving for lobsters,M,38,Y
349,2014,SOUTH AFRICA,Eastern Cape Province,Swimming,M,66,Y
350,2014,USA,Florida,Kite Surfing,M,,N
351,2014,USA,Florida,Surfing,M,9,N
352,2014,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,M,42,N
353,2014,AUSTRALIA,Victoria,Surfing,M,42,N
354,2014,CAYMAN ISLANDS,,Scuba diving / culling lionfish,M,,N
355,2014,AUSTRALIA,New South Wales,,F,10,N
356,2014,AUSTRALIA,New South Wales,Swimming,M,,N
357,2014,USA,Florida,Surfing,M,21,N
358,2014,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,21,N
359,2014,PAPUA NEW GUINEA,,Sailing,M,21,N
360,2014,AUSTRALIA,South Australia,Spearfishing / Free diving,M,28,Y
361,2014,TRINIDAD & TOBAGO,Trinidad,Fishing,M,,N
362,2014,NEW ZEALAND,South Island,Surfing,M,28,N
363,2014,AUSTRALIA,New South Wales,Fishing,M,,N
364,2014,NEW ZEALAND,South Island,Spearfishing,M,24,N
365,2014,JAPAN,Okinawa Prefecture,Sea disaster,M,31,N
366,2014,NEW ZEALAND,,Filming a documentary,,,N
367,2013,NEW CALEDONIA,North Province,Snorkeling,M,37,N
368,2013,SOUTH AFRICA,Western Cape Province,Surfing,M,19,N
369,2013,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,M,35,N
370,2013,USA,Hawaii,Boogie boarding,M,29,N
371,2013,USA,Florida,Surfing,M,30,N
372,2013,AUSTRALIA,New South Wales,Surfing,M,26,N
373,2013,USA,Hawaii,Kayaking / Fishing,M,57,Y
374,2013,AUSTRALIA,New South Wales,Body boarding,M,19,Y
375,2013,USA,Hawaii,Snorkeling,F,58,N
376,2013,AUSTRALIA,Western Australia,Surfing,M,35,Y
377,2013,USA,Oregon,Surfing,M,25,N
378,2013,AUSTRALIA,Western Australia,Surfing,M,,N
379,2013,BAHAMAS,,Shark fishing,M,77,N
380,2013,USA,New Jersey,Body boarding,M,16,N
381,2013,USA,Florida,Surfing,M,,N
382,2013,USA,Hawaii,Kiteboarding,M,46,N
383,2013,AUSTRALIA,Western Australia,Snorkeling,F,60,N
384,2013,REUNION,dÉtang-Salé,Body boarding,M,24,N
385,2013,AUSTRALIA,Western Australia,Diving for crayfish,M,,N
386,2013,AUSTRALIA,New South Wales,Surfing,M,41,N
387,2013,USA,Hawaii,Diving ,M,45,N
388,2013,USA,Hawaii,Surfing,M,25,N
389,2013,USA,Florida,Wading,M,6,N
390,2013,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,M,74,Y
391,2013,AUSTRALIA,Western Australia,Diving for Abalone,M,55,N
392,2013,USA,California,Surfing,M,45,N
393,2013,USA,Florida,Wading,M,12,N
394,2013,USA,Florida,Surfing,M,50,N
395,2013,ISRAEL,Southern District,Diving,M,27,N
396,2013,USA,Florida,Standing,M,7,N
397,2013,USA,Florida,Swimming,M,45,N
399,2013,USA,Florida,Swimming,M,21,N
400,2013,USA,Florida,Surfing,F,13,N
402,2013,USA,Florida,Surfing,M,43,N
403,2013,USA,Florida,Standing,M,25,N
404,2013,USA,Florida,Swimming,M,17,N
405,2013,USA,Florida,,M,3,N
406,2013,BAHAMAS,,,M,,N
407,2013,USA,Florida,Casting a net,M,9,N
408,2013,BAHAMAS,,Spearfishing,M,,N
409,2013,USA,California,Swimming,M,,N
410,2013,USA,California,Marathon swimming,F,47,N
411,2013,FRANCE,Bay of Biscay,Longline fishing for sharks,M,50,N
412,2013,USA,Florida,Boogie boarding,F,11,N
413,2013,AUSTRALIA,New South Wales,Wrangling a shark,M,,N
414,2013,USA,Hawaii,Surfing,M,16,N
415,2013,USA,California,Surfing,F,,N
416,2013,USA,Hawaii,Snorkeling,F,20,Y
417,2013,USA,Hawaii,Kiteboarding,F,19,N
418,2013,USA,South Carolina,Surfing,M,10,N
419,2013,SOUTH AFRICA,,Attempting to free the shark,M,,N
420,2013,USA,Florida,Fishing,M,17,N
421,2013,USA,Hawaii,Snorkeling,F,56,N
422,2013,USA,South Carolina,Swimming,M,32,N
423,2013,BAHAMAS,Abaco Islands,Spearfishing,M,40,N
424,2013,MEXICO,Quintana Roo,Wading,F,,N
425,2013,USA,Hawaii,Surfing,M,18,N
426,2013,BAHAMAS,Exuma Islands,Cleaning fish,M,64,N
427,2013,BAHAMAS,Abaco Islands,Diving,M,50,N
428,2013,BRAZIL,Pernambuco,Swimming,F,18,Y
429,2013,USA,Alabama,Walking in surf,F,50,N
430,2013,USA,Florida,Swimming ,M,teen,N
431,2013,REUNION,Saint-Paul,Swimming & snorkeling,F,15,Y
432,2013,DIEGO GARCIA,,Swimming,M,33,Y
433,2013,USA,North Carolina,Wading,F,63,N
434,2013,SPAIN,Catalonia,Swimming,M,48,N
435,2013,AUSTRALIA,Victoria,Body surfing,M,29,N
436,2013,TAIWAN,Taitung ,Fishing,M,,N
437,2013,JAMAICA,Kingston Parish,,M,20,Y
438,2013,USA,California,Kayaking / Fishing,M,,N
439,2013,USA,Florida,Swimming,M,,N
440,2013,USA,South Carolina,Swimming,M,14,N
441,2013,USA,Hawaii,Swimming,M,28,N
442,2013,USA,Texas,Swimming,M,15,N
443,2013,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N
444,2013,USA,Florida,Surfing,F,,N
445,2013,USA,South Carolina,Boogie Boarding,F,10,N
446,2013,USA,Florida,Fishing for sharks,M,58,N
447,2013,AUSTRALIA,New South Wales,Surfing,M,,N
448,2013,USA,Hawaii,Diving,M,32,N
449,2013,USA,Florida,Swimming,M,11,N
450,2013,BRAZIL,Pernambuco,,M,41,Y
451,2013,PALESTINIAN TERRITORIES,,Fishing,M,30,N
452,2013,ECUADOR,Santa Cruz Island,Surfing,M,29,N
453,2013,USA,California,Surfing,M,42,Y
454,2013,REUNION,Saint-Gilles,Body boarding,M,36,Y
455,2013,USA,Florida,Surfing,M,16,N
456,2013,AUSTRALIA,New South Wales,Fishing,M,,N
457,2013,MEXICO,Quintana Roo,Swimming,F,34,N
458,2013,AUSTRALIA,New South Wales,Fishing,M,51,N
459,2013,USA,Florida,Playing in the surf,M,9,N
460,2013,SOUTH AFRICA,Western Cape Province,Free diving,M,,N
461,2013,USA,Florida,Surfing,M,21,N
462,2013,GUAM,,,M,40,Y
463,2013,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,53,N
464,2013,USA,Florida,Swimming,M,50,N
465,2013,AUSTRALIA,Western Australia,,M,24,Y
466,2013,USA,Hawaii,Surfing,M,58,N
467,2013,AUSTRALIA,New South Wales,Surfing,M,47,N
468,2013,SEYCHELLES,,Free diving,M,34,N
469,2013,BELIZE,,Snorkeling,F,,N
470,2013,BAHAMAS,Eleuthera,Fly fishing,M,50,N
471,2013,SOUTH AFRICA,Western Cape Province,Fishing - 'tag & release',M,30,N
472,2013,SOUTH AFRICA,Western Cape Province,Surfing,M,,N
473,2013,JAMAICA,St. Catherine,Spearfishing,M,68,Y
474,2013,AUSTRALIA,Western Australia,Spearfishing,M,28,N
475,2013,PHILIPPINES,Palawan,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,N
476,2013,SOUTH AFRICA,Eastern Cape Province,Swimming,M,39,N
477,2013,NEW ZEALAND,North Island,Swimming,M,46,Y
478,2013,USA,Hawaii,Surfing,,,N
479,2013,USA,Hawaii,Surfing,M,,N
481,2013,FRENCH POLYNESIA,Society Islands,Scuba diving,M,48,N
482,2013,JAMAICA,Kingston Parish,,M,18,N
483,2013,AUSTRALIA,Victoria,Fishing,M,,N
484,2013,AUSTRALIA,Queensland,Surfing,M,,N
485,2013,AUSTRALIA,Queensland,Dragging stranded shark into deeper water,M,62,N
486,2013,USA,Hawaii,Surfing,M,43,N
487,2013,NEW ZEALAND,Mercury Islands,Spearfishing,M,,N
488,2013,AUSTRALIA,Western Australia,Spearfishing / Free diving,M,26,N
489,2012,USA,Florida,Swimming,M,,N
490,2012,AUSTRALIA,New South Wales,Surfing,M,23,N
491,2012,AUSTRALIA,New South Wales,Paddle boarding,M,29,N
492,2012,SOUTH AFRICA,Eastern Cape Province,Swimming,M,20,Y
493,2012,AUSTRALIA,Western Australia,Surfing,M,32,N
494,2012,USA,Hawaii,Surfing,M,60,N
495,2012,AUSTRALIA,New South Wales,Spearfishing,M,31,N
496,2012,NEW ZEALAND,South Island,Scuba diving,F,25,N
497,2012,USA,Hawaii,Snorkeling,M,61,N
498,2012,AUSTRALIA,Queensland,,M,20,N
499,2012,MEXICO,Sinaloa,Swimming,M,32,Y
500,2012,USA,Florida,Surfing,M,14,N
501,2012,USA,Hawaii,Diving,M,30,N
502,2012,USA,Hawaii,Surfing,M,43,N
503,2012,USA,California,Surfing,M,25,N
504,2012,USA,Hawaii,Swimming,F,51,N
505,2012,USA,California,Surfing,M,39,Y
506,2012,USA,Florida,,F,35,N
507,2012,USA,Florida,Surfing,M,24,N
508,2012,USA,Hawaii,Paddle boarding,M,55,N
509,2012,USA,Florida,,M,,N
510,2012,NIGERIA,Delta,Bathing,F,38,N
511,2012,USA,California,Windsurfing,M,42,N
512,2012,AUSTRALIA,Western Australia,Bodyboarding,M,11,N
513,2012,USA,Florida,Surfing,M,21,N
514,2012,USA,Florida,Surfing,M,22,N
515,2012,USA,Florida,Surfing,M,52,N
516,2012,TONGA,Vava'u,Swimming,F,29,N
517,2012,USA,Florida,Surfing,,19,N
518,2012,USA,Florida,Surfing,M,25,N
520,2012,USA,Florida,Surfing,M,30s,N
521,2012,USA,Florida,Surfing,M,37,N
522,2012,USA,Florida,Surfing,M,32,N
523,2012,USA,Florida,Boogie boarding,F,8,N
524,2012,USA,Hawaii,Spearfishing,,,N
525,2012,USA,Florida,Swimming or boogie boarding,F,56,N
526,2012,SCOTLAND,Inner Hebrides,Shark fishing,M,53,N
527,2012,AUSTRALIA,Western Australia,Surfing,M,34,N
528,2012,BRAZIL,Pernambuco,Swimming,M,18,Y
529,2012,USA,Alabama,Wading or swimming,M,31,N
530,2012,AUSTRALIA,Western Australia,Fishing,,,N
531,2012,USA,Florida,Free diving ,M,56,N
532,2012,REUNION,Saint Leu,Surfing,M,39,N
533,2012,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,,N
534,2012,USA,California,Surfing,M,17,N
535,2012,AUSTRALIA,South Australia,Surfing,M,48,N
536,2012,USA,Hawaii,Surfing,M,44,N
537,2012,USA,Massachusetts,Body surfing,M,50,N
538,2012,USA,North Carolina,,M,12,N
539,2012,REUNION,Trois-Bassins,Surfing,M,22,Y
540,2012,TRINIDAD & TOBAGO,Trinidad,Swimming,M,24,Y
541,2012,CANADA,British Colombia,Surfing,F,23,N
542,2012,AUSTRALIA,Western Australia,Surfing,M,24,Y
543,2012,USA,North Carolina,Swimming,F,43,N
544,2012,BAHAMAS,Eleuthera,Spearfishing,M,,N
545,2012,AUSTRALIA,Victoria,Scuba diving,F,42,Y
546,2012,USA,California,Kayaking,M,52,N
547,2012,SOUTH AFRICA,Western Cape Province,Surfing,M,29,N
548,2012,CROATIA,,Swimming,,60,N
549,2012,USA,Florida,Swimming,M,6,N
550,2012,USA,Florida,Surfing,M,26,N
551,2012,USA,Hawaii,Sitting in the water,F,16,N
552,2012,AUSTRALIA,Tasmania,Surfing,M,,N
553,2012,USA,Florida,Swimming,M,12,N
554,2012,AUSTRALIA,Western Australia,Surf skiing ,M,62,N
555,2012,USA,South Carolina,Standing,M,16,N
556,2012,USA,North Carolina,Wading,F,6,N
557,2012,USA,Florida,Fishing,M,23,N
558,2012,USA,South Carolina,Swimming,F,18,N
559,2012,USA,South Carolina,Swimming,M,,N
561,2012,USA,South Carolina,Swimming,M,16,N
562,2012,AUSTRALIA,Victoria,Surfing,M,42,N
563,2012,ITALY,Sardinia,Attempting to rescue an injured & beached shark,M,57,N
564,2012,AUSTRALIA,New South Wales,Surf skiing ,M,30,N
565,2012,USA,Florida,Surfing,F,12,N
566,2012,USA,South Carolina,Boogie Boarding,M,25,N
567,2012,USA,North Carolina,Wading,F,33,N
568,2012,MEXICO,Guerrero,Free diving / spearfishing,M,46,N
570,2012,USA,Hawaii,Kayak Fishing,M,,N
571,2012,FIJI,,Spearfishing,M,20,N
572,2012,USA,California,Kayaking / Fishing,M,30,N
573,2012,USA,Florida,Swimming,F,47,N
574,2012,USA,California,Paddle boarding,F,15,N
575,2012,USA,Florida,Surfing,M,28,N
576,2012,SOUTH AFRICA,Western Cape Province,Body boarding,M,20,Y
577,2012,AUSTRALIA,South Australia,Kayaking,M,27,N
578,2012,USA,Hawaii,Surfing,M,28,N
580,2012,AUSTRALIA,Western Australia,Scuba diving,M,33,Y
582,2012,AUSTRALIA,Western Australia,Crayfishing,,,N
583,2012,AUSTRALIA,Queensland,Surfing,M,20,N
584,2012,USA,Florida,Surfing,M,61,N
585,2012,USA,Florida,Surfing,F,15,N
586,2012,USA,Florida,Surfing,M,17,N
587,2012,NEW ZEALAND,North Island,Surfing,M,,N
