Case Number,Date,Year,Country,Area,Fatal (Y/N),Activity,original order
1938.00.00.b,1938,1938,AUSTRALIA,Torres Strait,N,Diving,1392
1938.00.00.a,1938,1938,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,1391
1937.11.13,13-Nov-37,1937,USA,North Carolina,Y,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",1390
1937.11.11,11-Nov-37,1937,AUSTRALIA,Torres Strait ,Y,Diving for trochus,1389
1937.11.06.R,Reported 06-Nov-1937,1937,SOLOMON ISLANDS,,Y,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",1388
1937.10.27.b,27-Oct-37,1937,AUSTRALIA,Queensland ,Y,Swimming ,1387
1937.10.27.a,27-Oct-37,1937,AUSTRALIA,Queensland,Y,Swimming ,1386
1937.10.24.c,24-Oct-37,1937,AUSTRALIA,New South Wales,N,Swimming near jetty,1385
1937.10.24.a,24-Oct-37,1937,AUSTRALIA,New South Wales,N,Surf skiing,1384
1937.09.26.R,Reported 26-Sep-t937,1937,CROATIA, Split-Dalmatia County,N,Fishing,1383
1937.09.12,12-Sep-37,1937,SCOTLAND,Argyllshire,N,Pleasure boating,1382
1937.09.11,11-Sep-37,1937,SCOTLAND,Arran,N,Fishing,1381
1937.09.01,01-Sep-37,1937,SCOTLAND,Argyll,N,Rowing,1380
1937.08.31,31-Aug-37,1937,AUSTRALIA,Torres Strait,N,"Diving from the lugger San, operated by the Protector of the Aborigines",1379
1937.08.16,16-Aug-37,1937,TURKEY,,N,Swimming,1378
1937.08.02,02-Aug-37,1937,PANAMA,Colon Province,Y,Swimming,1377
1937.07.16.R,Reported 16-Jul-1937,1937,AUSTRALIA,Northern Territory,Y,Pearl diving,1376
1937.07.06,07-Jul-37,1937,ITALY,Liguria,N,,1375
1937.06.28.R,Reported 28-Jun-1937,1937,GREECE,,Y,,1374
1937.06.15.b,15-Jun-37,1937,AUSTRALIA,New South Wales,N,"Fishing from launch, fell into net with shark",1373
1937.06.15,    15-Jun-1937,1937,USA,Texas,Y,Swimming,1372
1937.05.30,30-May-37,1937,USA,Texas,N,Fishing,1371
1937.05.15,15-May-37,1937,AUSTRALIA,Queensland,Y,"Refused permission to cross on the ferry, he was swimming across the river",1370
1937.03.26,26-Mar-37,1937,AUSTRALIA,New South Wales,N,Swimming,1369
1937.03.09,09-Mar-37,1937,AUSTRALIA,Victoria,Y,Swimming,1368
1937.02.13,13-Feb-37,1937,AUSTRALIA,New South Wales,Y,Swimming,1367
1937.02.11,11-Feb-37,1937,AUSTRALIA,New South Wales,N,Swimming ashore after launch capsized,1366
1937.02.04,04-Feb-37,1937,AUSTRALIA,New South Wales,N,Fishing,1365
1937.02.03,03-Feb-37,1937,AUSTRALIA,Queensland,N,Fishing,1364
1937.02.02,1937,1937,AUSTRALIA,South Australia,Y,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,1363
1937.01.27,27-Jan-37,1937,AUSTRALIA,New South Wales,N,Holding shark's tail ,1362
1937.00.00,1937,1937,AUSTRALIA,Torres Strait,N,,1361
1936.12.30,30-Dec-36,1936,USA,Hawaii,N,"Diving, attempting to retrieve body of drowning victim wedged between rocks",1360
1936.12.19,19-Dec-36,1936,AUSTRALIA,Queensland,N,Sculling,1359
1936.12.15,15-Dec-36,1936,AUSTRALIA,New South Wales,N,Fishing for the shark that killed George Lundberg,1358
1936.12.12,12-Dec-36,1936,AUSTRALIA,New South Wales,Y,Swimming,1357
1936.12.01,01-Dec-36,1936,AUSTRALIA,Victoria,Y,Fishing,1356
1936.11.27,27-Nov-36,1936,AUSTRALIA,Torres Strait,N,Spearfishing ,1355
1936.09.04,04-Sep-36,1936,USA,Hawaii,N,Swimming,1354
1936.08.24,24-Aug-36,1936,AUSTRALIA,Torres Strait,N,"Trochus diving, but floating on surface",1353
1936.08.11,11-Aug-36,1936,CANADA,Newfoundland,N,Fishing for cod,1352
1936.08.04,Reported 04-Aug-1936,1936,AUSTRALIA,Torres Strait,N,Pearl diving,1351
1936.08.00,Aug-36,1936,USA,North Carolina,N,Fishing,1350
1936.07.25,25-Jul-36,1936,USA,Massachusetts,Y,Swimming crawl stroke,1349
1936.07.12,12-Jul-36,1936,USA,New Jersey,N,Fishing for bluefish,1348
1936.07.07,07-Jul-36,1936,AUSTRALIA,Torres Strait,N,Diving,1347
1936.07.00,Jul-36,1936,SOUTH AFRICA,Western Cape Province,N,"Fishing, catching snoek, Thyrsites atun",1346
1936.06.26,26-Jun-36,1936,AUSTRALIA,Torres Strait,Y,"Diving for trochus , but swimming on surface",1345
1936.06.06,06-Jun-36,1936,USA,Florida,Y,Swimming,1344
1936.04.22,22-Apr-36,1936,AUSTRALIA,Queensland,N,Diving for trochus,1343
1936.04.08,08-Ap-1936,1936,AUSTRALIA,Queensland,N,Diving,1342
1936.03.30,30-Mar-36,1936,USA,Florida,N,Fishing,1341
1936.03.22,12-Mar-36,1936,AUSTRALIA,Torres Strait,N,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,1340
1936.03.19,19-Mar-36,1936,AUSTRALIA,Queensland,N,Diving for trochus,1339
1936.03.04.,04-Mar-36,1936,AUSTRALIA,Northern Territory,N,Rowing ,1338
1936.02.23,23-Feb-36,1936,AUSTRALIA,New South Wales,N,Touching the mouth of a supposedly dead shark,1337
1936.02.20..R,Reported 20-Feb-1936,1936,AUSTRALIA,Queensland,N,Sculling,1336
1936.02.04,04-Feb-36,1936,AUSTRALIA,New South Wales,Y,Swimming,1335
1936.01.22,22-Jan-36,1936,AUSTRALIA,South Australia,Y,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",1334
1936.01.05,05-Jan-36,1936,AUSTRALIA,Queensland,N,Surfing,1333
1936.01.00,Jan-36,1936,AUSTRALIA,New South Wales,N,Paddleskiing,1332
1936.00.00,1936,1936,AUSTRALIA,Victoria ,Y,Swimming ,1331
1935.12.23,23-Dec-35,1935,AUSTRALIA,Victoria,N,Cruising,1330
1935.11.13,13-Nov-35,1935,AUSTRALIA,Torres Strait,N,Diving?,1329
1935.09.21,21-Sep-35,1935,USA,North Carolina,Y,Swimming,1328
1935.09.04.R,Reported 04-Sep-1935,1935,PAPUA NEW GUINEA,Central Province,Y,Swimming,1327
1935.08.26,26-Aug-35,1935,AUSTRALIA,Queensland,Y,"Fell overboard, hanging onto lifebuoy",1326
1935.08.24,24-Aug-35,1935,UNITED KINGDOM,Isle of Wight,N,Fishing,1325
1935.08.13,13-Aug-35,1935,AUSTRALIA,Torres Strait,Y,Diving for beche-de-mer from lugger,1324
1935.07.27.b,27-Jul-35,1935,USA,California,Y,fishing boat exploded & sank,1323
1935.07.27.a,27-Jul-35,1935,USA,California,Y,fishing boat exploded & sank,1322
1935.07.05,05-Jul-35,1935,PANAMA,,Y,"Fishing with dynamite, afterwards in water retrieving catch",1321
1935.07.01,01-Jul-35,1935,CROATIA,Adriatic Sea,Y,Swimming,1320
1935.06.18,18-Jun-35,1935,USA,New Jersey,N,"Fishing for bluefish, shark leapt into dory",1319
1935.06.05.R,Reported 05-Jun-1935,1935,SOLOMON ISLANDS,Makira-Uluwa Province,Y,Fishing,1318
1935.06.00.b,Jun-35,1935,AUSTRALIA,South Australia,N,,1317
1935.06.00.a,Jun-35,1935,PAPUA NEW GUINEA,Northern (Oro) Province,N,,1316
1935.05.19,19-May-35,1935,SOUTH AFRICA,KwaZulu-Natal,N,Put foot inside a landed & supposedly dead shark,1315
1935.05.12,12-May-35,1935,AUSTRALIA,Torres Strait,N,Pearl diving,1314
1935.04.25,25-Apr-35,1935,AUSTRALIA,New South Wales,N,"Disappeared 11 days earlier, probable homicide victim",1313
1935.04.12.R,Reported 12-Apr-1935,1935,,,N,Diving,1312
1935.04.08.R,Reported 08-Apr-1935,1935,USA,California,N,,1311
1935.03.30,30-Mar-35,1935,AUSTRALIA,Queensland,N,Diving from dinghy for trochus shell,1310
1935.03.25.R,Reported 25-Mar-1935,1935,SOUTH AFRICA,KwaZulu-Natal,N,Put foot inside mouth of supposedly dead shark,1309
1935.03.20,20-Mar-35,1935,AUSTRALIA,Torres Strait,N,"Pearl diving, but standing in the water",1308
1935.03.13,13-Mar-35,1935,AUSTRALIA,Queensland,N,Hauling in net with shark in it,1307
1935.03.11,11-Mar-35,1935,AUSTRALIA,New South Wales,N,Surfing,1306
1935.03.09,09-Mar-35,1935,AUSTRALIA,New South Wales,Y,Swimming,1305
1935.03.02,02-Mar-35,1935,AUSTRALIA,New South Wales,Y,Standing,1304
1935.02.14,14-Feb-35,1935,AUSTRALIA,New South Wales,N,Surfing (pneumatic surfboard),1303
1935.01.24.b,24-Jan-35,1935,AUSTRALIA,New South Wales,N,Fishing,1302
1935.01.24.a,24-Jan-35,1935,AUSTRALIA,Queensland,N,Fishing for sharks,1301
1935.01.21.R,Reported 21-Jan-1935,1935,ISRAEL,Herzliyah,F,,1300
1935.01.17,17-Jan-35,1935,AUSTRALIA,Queensland,N,,1299
1934.12.31.b,31-Dec-34,1934,AUSTRALIA,New South Wales,N,Splashing,1298
1934.12.31.a,31-Dec-34,1934,AUSTRALIA,New South Wales,Y,Swimming (lead swimmer in race),1297
1934.12.23.b,23-Dec-34,1934,AUSTRALIA,New South Wales,Y,Taken as he dived into the water,1296
1934.12.23.a,23-Oct-34,1934,AUSTRALIA,New South Wales,N,Swimming & splashing,1295
1934.10.09,09-Oct-34,1934,AUSTRALIA,Northern Territory,Y,Swimming,1294
1934.10.08,08-Oct-34,1934,BERMUDA,Hamilton,N,Fishing,1293
1934.10.02,22-Oct-34,1934,AUSTRALIA,Torres Strait,Y,Freediving for trochus shell (submerged),1292
1934.09.08,08-Sep-34,1934,BERMUDA,Hamilton,N,Fishing,1291
1934.08.27,27-Aug-34,1934,ITALY,Sicily,N,Fishing on a boat,1290
1934.08.26.R,Reported 26-Aug-1934,1934,ITALY / CROATIA,,N,Swimming,1289
1934.08.26,26-Aug-34,1934,AUSTRALIA,Queensland,Y,Dived into sea from launch & bitten immediately,1288
1934.08.21,21-Aug-34,1934,CROATIA,Adriatic Sea,Y,Swimming,1287
1934.08.05,05-Aug-34,1934,USA,Georgia,N,Swimming,1286
1934.07.11,11-Jul-34,1934,AUSTRALIA,New South Wales,N,Fishing,1285
1934.06.21,  21-Jun-1934,1934,AUSTRALIA,New South Wales,N,Fishing,1284
1934.06.20,20-Jun-34,1934,USA,Florida,Y,Standing,1283
1934.04.15,15-Apr-34,1934,AUSTRALIA,Queensland,N,Body surfing,1282
1934.04.01.c,01-Apr-34,1934,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,1281
1934.04.01.b,01-Apr-34,1934,SOUTH AFRICA,KwaZulu-Natal,N,Swimming ,1280
1934.04.01.a,01-Apr-34,1934,AUSTRALIA,New South Wales,Y,Swimming in waist-deep water ,1279
1934.03.12,12-Mar-34,1934,AUSTRALIA,New South Wales,Y,Swimming in hip-deep water,1278
1934.03.00,Mar-34,1934,AUSTRALIA,New South Wales,N,Fishing ,1277
1934.02.24,24-Feb-34,1934,AUSTRALIA,Torres Strait,N,Splashing in water ,1276
1934.02.22,22-Feb-34,1934,CHILE,Elqui Province,Y,Fell into the water,1275
1934.01.08.R,Reported 08-Feb-1934,1934,TURKEY,Istanbul,N,Fishing,1274
1934.01.27,27-Jan-34,1934,AUSTRALIA,New South Wales,N,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,1273
1934.01.07,07-Jan-34,1934,AUSTRALIA,New South Wales,N,Swimming on sandbar adjacent to channel,1272
1933.11.20,20-Nov-33,1933,AUSTRALIA,Torres Strait,Y,Free diving for trochus ,1271
1933.11.18,18-Nov-33,1933,AUSTRALIA,Queensland,N,Pearl diving,1270
1933.10.25.R,Reported 25-Oct-1933,1933,AUSTRALIA,Queensland,N,Diving,1269
1933.09.27.R,Reported 27-Sep-1933,1933,ISRAEL,,N,Fishing,1268
1933.08.28.b,28-Aug-33,1933,USA,California,N,"Fishing, caught a 15' shark & took it onboard",1267
1933.08.28.a,28-Aug-33,1933,USA,South Carolina,N,Swimming,1266
1933.08.26.R,Reported 26-Aug-1933,1933,USA,Connecticut,N,Swimming,1265
1933.07.07.R,Reported 07-Jul-1933,1933,USA,California,N,,1264
1933.07.03,03-Jul-33,1933,AUSTRALIA,Western Australia,N,Pearl diving,1263
1933.06.21,21-Jun-33,1933,USA,South Carolina,N,Sitting in 3' of water,1262
1933.06.16,16-Jun-33,1933,USA,South Carolina,N,Standing,1261
1933.06.13,13-Jun-33,1933,AUSTRALIA,Northern Territory,N,Fishing,1260
1933.05.24,24-May-33,1933,BARBADOS,St Michael Parish,Y,Yacht of Michael Howell capsized,1259
1933.05.23,23-May-33,1933,AUSTRALIA,Queensland,N,Fishing,1258
1933.06.08.R,Reported 08-Jun-1933,1933,AUSTRALIA,Queensland,N,Treading water,1257
1933.05.03,03-May-33,1933,CUBA,Havana Province,Y,Swimming to shore from capsized sailboat,1256
1933.04.10,10-Apr-33,1933,USA,Florida,Y,Swimming,1255
1933.02.26,26-Feb-33,1933,AUSTRALIA,New South Wales,N,Standing on his hands,1254
1933.02.15.R,Reported 15-Feb-1933,1933,AUSTRALIA,Torres Strait,N,Diving for trochus  from dinghy when seized by shark 6' below the surface,1253
1933.02.14,14-Feb-33,1933,AUSTRALIA,South Australia,N,,1252
1933.02.12,12-Feb-33,1933,AUSTRALIA,South Australia,N,Fishing,1251
1933.01.04,04-Jan-33,1933,AUSTRALIA,Queensland,Y,Swimming,1250
1932.12.11.R,Reported 11-Dec-1932,1932,AUSTRALIA,Northern Territory,N,,1249
1932.12.09.R,Reported 09-Dec-1932,1932,NEW ZEALAND,North Island,N,Fishing ,1248
1932.11.09,08-Nov-32,1932,CUBA,,UNKNOWN,Hurricane & Tidal Wave,1247
1932.10.31,31-Oct-32,1932,AUSTRALIA,New South Wales,N,Swimming,1246
1932.10.11,11-Oct-32,1932,CAPE VERDE,Barlavento Islands,Y,Swimming,1245
1932.09.26.R,Reported 26-Sep-1932,1932,FIJI,Viti Levu Island,N,Catching a turtle,1244
1932.08.30.b,30-Aug-32,1932,AUSTRALIA,New South Wales,N,,1243
1932.08.30.a,30-Aug-32,1932,AUSTRALIA,New South Wales,N,,1242
1932.08.10,10-Aug-32,1932,USA,New Jersey,N,Fishing,1241
1932.08.09,09-Aug-32,1932,AUSTRALIA,Torres Strait,N,Pearl diving,1240
1932.08.06,06-Aug-32,1932,BAHAMAS,New Providence Island,N,On expedition filming a feature movie & standing on tripod,1239
1932.07.14.R,Reported 14-Jul-1932,1932,USA,Texas,Y,,1238
1932.07.02,02-Jul-32,1932,CANADA,Bay of Fundy,N,"Fishing, hauling in fishing gear",1237
1932.06.28,28-Jun-32,1932,USA,New Jersey,N,Fishing,1236
1932.06.26,26-Jun-32,1932,USA,New Jersey,N,Fishing,1235
1932.06.20,20-Jun-32,1932,FIJI,Yasawa Islands,Y,Free diving with goggles,1234
1932.05.12,12-May-32,1932,AUSTRALIA,Torres Strait,Y,Pearl diving,1233
1932.05.00,May-32,1932,AUSTRALIA,Torres Strait,N,Pearl diving,1232
1932.04.16.b,16-Apr-32,1932,PHILIPPINES,Manila,Y,Standing,1231
1932.04.16.a,16-Apr-32,1932,PHILIPPINES,Manila,Y,Standing,1230
1932.02.16,16-Feb-32,1932,USA,Hawaii,N,Swimming,1229
1932.02.13,13-Feb-32,1932,AUSTRALIA,Queensland,N,Fishing with dynamite,1228
1932.02.08,08-Feb-32,1932,PHILIPPINES,Manila,Y,Working near fish traps,1227
1932.01.27,27-Jan-32,1932,AUSTRALIA,Queensland,N,Swimming,1226
1932.01.11,11-Jan-32,1932,AUSTRALIA,Victoria,UNKNOWN,Fishing,1225
1932.01.06,06-Jan-32,1932,MEXICO,Baja California,Y,Fishing,1224
1932.00.00,1932,1932,SOUTH AFRICA,Eastern Cape Province,N,Collecting fish by lamplight in gully,1223
1931.11.26,26-Nov-31,1931,AUSTRALIA,Torres Strait,N,Diving for trochus from lugger,1222
1931.09.27,27-Sep-31,1931,JAMAICA,,Y,Diving off wharf,1221
1931.09.21.b,21-Sep-31,1931,USA,Florida,N,Swimming,1220
1931.09.21.a,21-Sep-31,1931,USA,Florida,N,Swimming ,1219
1931.09.02,02-Sep-31,1931,USA,Hawaii,Y,Fishing,1218
1931.08.31,31-Aug-31,1931,CUBA,Havana Province,Y,Swimming,1217
1931.08.30,30-Aug-31,1931,USA,Hawaii,Y,,1216
1931.08.27,27-Aug-31,1931,USA,New Jersey,N,Fishing for bluefish,1215
1931.08.25,25-Aug-31,1931,CUBA,Havana Province,Y,Swimming a quarter mile offshore,1214
1931.08.23,23-Aug-31,1931,CUBA,Havana Province,Y,Swimming ,1213
1931.08.18,18-Aug-31,1931,USA,Texas,N,Swimming,1212
1931.08.06.R,Reported 06-Aug-1931,1931,USA,New Jersey,N,Swimming,1211
1931.08.01,01-Aug-31,1931,AUSTRALIA,Queensland,Y,Fell overboard?,1210
1931.07.28.R,Reported 28-Jul-1931,1931,FIJI,Viti Levu Island,N,Swimming,1209
1931.07.15,15-Jul-31,1931,USA,New Jersey,N,Swimming,1208
1931.06.14,14-Jun-31,1931,USA,Hawaii,N,"Fishing, had just speared a ulua",1207
1931.06.13,13-Jun-31,1931,USA,Hawaii,N,Gaffing & attempting to bring onboard a harpooned shark,1206
1931.06.04.R,Reported 04-Jun-1931,1931,USA,Florida,N,Crabbing,1205
1931.05.02,02-May-31,1931,AUSTRALIA,New South Wales,N,,1204
1931.04.27.R,Reported 27-Apr-1931,1931,,French Southern Territories,Y,"Fishing, boat capsized",1203
1931.03.22,22-Mar-31,1931,AUSTRALIA,Queensland,Y,Fishing with a cast net,1202
1931.03.15,16-Mar-31,1931,TURKEY,,N,Fishing,1201
1931.03.06,06-Mar-31,1931,AUSTRALIA,South Australia,N,"Fishing, hauling in net, shark in net",1200
1931.02.10,10-Feb-31,1931,AUSTRALIA,New South Wales,Y,Swimming ,1199
1931.01.24,24-Jan-31,1931,AUSTRALIA,Torres Strait,N,,1198
1931.01.14,14-Jan-31,1931,AUSTRALIA,Torres Strait,N,Pearl diving,1197
1931.01.07,07-Jan-31,1931,AUSTRALIA,Queensland,N,Swimming,1196
1931.00.00.b,1931,1931,TONGA,Niua ,Y,"Swimming, carrying tin can with mail to steamer",1195
1931.00.00.a,1931,1931,PAPUA NEW GUINEA,,UNKNOWN,,1194
1930.12.25,25-Dec-30,1930,AUSTRALIA,New South Wales,N,Swimming,1193
1930.12.13,13-Dec-30,1930,AUSTRALIA,New South Wales,Y,Fell overboard,1192
1930.12.02,02-Dec-30,1930,AUSTRALIA,Victoria,N,Fishing,1191
1930.12.00,Dec-30,1930,AUSTRALIA,New South Wales,Y,,1190
1930.11.30,30-Nov-30,1930,AUSTRALIA,Queensland,N,Thrown into water from fishing dinghy,1189
1930.09.26.R,Reported 26-Sep-1930,1930,HONDURAS,Black River,Y,Swimming,1188
1930.09.12.R,1930,1930,AZORES,,N,,1187
1930.08.31,31-Aug-30,1930,AUSTRALIA,Western Australia,N,Fishing,1186
1930.08.16,16-Aug-30,1930,SPAIN,Canary Islands,N,Swimming,1185
1930.08.06,06-Aug-30,1930,USA,Florida,N,Swimming,1184
1930.07.19,19-Jul-30,1930,CUBA,Havana Province,N,Swimming,1183
1930.07.11,11-Jul-30,1930,USA,Florida,N,Swimming,1182
1930.06.04,04-Jun-30,1930,AUSTRALIA,Torres Strait,Y,,1181
1930.05.27,27-May-30,1930,USA,Texas,N,Swimming / floating,1180
1930.05.11.R,Reported 11-May-1930,1930,TURKEY,,N,Fishing,1179
1930.05.11,11-May-30,1930,COSTA RICA,Limón Province,Y,Air disaster,1178
1930.04.08,08-Apr-30,1930,SOUTH AFRICA,Eastern Cape Province,Y,,1177
1930.03.07.R,Reported 07-Mar-1930,1930,USA,Florida,N,Sponge diving,1176
1930.02.20,20-Feb-30,1930,AUSTRALIA,Torres Strait,N,Pearl diving,1175
1930.02.15,15-Feb-30,1930,AUSTRALIA,Victoria,Y,Diving off pier & treading water,1174
1930.02.03.R,Reported 03-Feb-1930,1930,AUSTRALIA,Western Australia,N,Removing shark from a trap,1173
1930.01.22,22-Jan-30,1930,MEXICO,Veracruz,Y,Fishing schooner Jose Luis foundered,1172
1930.01.16,16-Jan-30,1930,SOUTH AFRICA,Western Cape Province,N,Swimming,1171
1930.01.00,Jan-30,1930,MAURITIUS,,Y,Swimming to shore after a squall  capsized their motorized shark fishing boat,1170
1930.00.00.c,1930,1930,OKINAWA,,N,,1169
1930.00.00.a,1930,1930,SOUTH AFRICA,Eastern Cape Province,Y,Swimming,1168
1929.12.26,26-Dec-29,1929,AUSTRALIA,New South Wales,Y,Diving by wharf,1167
1929.12.21,21-Dec-29,1929,AUSTRALIA,Torres Strait,N,Diving,1166
1929.12.16,16-Dec-29,1929,AUSTRALIA,New South Wales,N,Bathing or body surfing ,1165
1929.12.13,13-Dec-29,1929,AUSTRALIA,Torres Strait,N,Pearl diving,1164
1929.12.03.R,Reported 03-Dec-1929,1929,AUSTRALIA,Queensland,Y,,1163
1929.11.29,29-Nov-29,1929,KIRIBATI,Phoenix Islands,Y,"Sea Disaster, wreck of the  SS Norwich City",1162
1929.11.21,21-Nov-29,1929,CUBA,Cienfuegos Province,N,Fishing,1161
1929.10.20,20-Oct-29,1929,AUSTRALIA,Torres Strait,N,Pearl diving,1160
1929.10.02,02-Oct-29,1929,SPAIN,Valencia,N,Fishing ,1159
1929.09.01,01-Sep-29,1929,AUSTRALIA,Queensland,Y,Fell from wharf into water & attacked immediately,1158
1929.08.05,05-Aug-29,1929,USA,South Carolina,N,Swimming,1157
1929.07.29,29-Jul-29,1929,MEXICO,Tamaulipas,N,Swimming,1156
1929.07.17.R,Reported 17-Jul-1929,1929,CAPE VERDE,Santiago Island,Y,,1155
1929.06.23,23-Jun-29,1929,USA,Florida,N,Fishing,1154
1929.05.31,31-May-29,1929,AUSTRALIA,Torres Strait,N,Pearl diving,1153
1929.04.26.R,Reported 26-Apr-1929,1929,AUSTRALIA,Queensland,N,Diving for trepang,1152
1929.04.17.R,Reported 17-Apr-1929,1929,AUSTRALIA,Queensland,N,Diving for trochus,1151
1929.04.11,11-Apr-29,1929,AUSTRALIA,Queensland,N,Standing in knee-deep water,1150
1929.04.09,09-Apr-29,1929,AUSTRALIA,Torres Strait,Y,,1149
1929.04.04,04-Apr-29,1929,AUSTRALIA,Torres Strait,Y,Swimming between boats,1148
1929.03.16,16-Mar-29,1929,USA,Florida,N,Swimming,1147
1929.03.12,12-Mar-29,1929,AUSTRALIA,Torres Strait,Y,Swimming,1146
1929.03.04.b,04-Mar-29,1929,AUSTRALIA,South Australia,N,Launching rowboat through the surf,1145
1929.03.04.a,04-Mar-29,1929,AUSTRALIA,South Australia,N,Launching rowboat through the surf,1144
1929.02.18,18-Feb-29,1929,AUSTRALIA,New South Wales,Y,Body surfing,1143
1929.02.09,09-Feb-29,1929,AUSTRALIA,Western Australia,N,Canoeing,1142
1929.02.08,08-Feb-29,1929,AUSTRALIA,New South Wales,Y,Swimming,1141
1929.01.27,27-Jan-29,1929,AUSTRALIA,Queensland,Y,Swimming,1140
1929.01.14,14-Jan-29,1929,NEW ZEALAND,North Island,N,Swimming,1139
1929.01.12,12-Jan-29,1929,AUSTRALIA,New South Wales,Y,Body surfing,1138
1929.01.06.R,06-Jan-29,1929,TURKEY,,Y,Fishing boat,1137
1929.01.05,05-Jan-29,1929,FIJI,Viti Levu Island,Y,Diving for coins thrown from ship S.S. Moeraki,1136
1929.00.00.e.R,Reported 1929,1929,AUSTRALIA,New South Wales,N,Swimming,1135
1929.00.00.d,Ca. 1929,1929,AUSTRALIA,South Australia,N,"Wading, netting fish",1134
1929.00.00.c,1929,1929,USA,Florida,N,Fishing,1133
1929.00.00.b,1929,1929,AUSTRALIA,New South Wales,N,,1132
1929.00.00.a,1929,1929,USA,Florida,N,Hardhat diving ,1131
1928.12.21,21-Dec-28,1928,AUSTRALIA,,N,Pearl diving,1130
1928.11.18,18-Nov-28,1928,USA,New Jersey,N,Fishing,1129
1928.11.15.R,Reported 15-Nov-1928,1928,INDIA,,N,,1128
1928.11.12,12-Nov-28,1928,USA,Virginia,Y,"Sea Disaster, sinking of the  SS Vestris",1127
1928.11.04,04-Nov-28,1928,PANAMA,Gulf of Panama,Y,Swimming,1126
1928.09.00,Sep-28,1928,USA,Texas,N,Fishing,1125
1928.08.24.R,Reported 24-Aug-1928,1928,USA,New Jersey,UNKNOWN,,1124
1928.07.11,11-Jul-28,1928,AUSTRALIA,,N,Pearl diving,1123
1928.07.00,Late Jul-1928,1928,ITALY,Tuscany,N,Boating,1122
1928.06.24.R,Reported 24-Jun-1928,1928,USA,Florida,N,Swimming,1121
1928.05.17,27-May-28,1928,INDIA,,UNKNOWN,,1120
1928.04.14.R,Reported 14-Apr-1928,1928,AUSTRALIA,Queensland,N,Fishing,1119
1928.04.14,14-Apr-28,1928,AUSTRALIA,New South Wales,N,Treading water,1118
1928.04.09,09-Apr-28,1928,JAMAICA,,Y,Diving,1117
1928.04.06,06-Apr-28,1928,AUSTRALIA,Queensland,N,Swimming,1116
1928.04.04,04-Apr-28,1928,AUSTRALIA,New South Wales,Y,Standing in waist-deep water,1115
1928.03.28.R,Reported 28-Mar-1928,1928,AUSTRALIA,Queensland,N,,1114
1928.02.20,20-Feb-28,1928,AUSTRALIA,Torres Strait,Y,Pearl diving,1113
1928.02.00.b,Feb-28,1928,COSTA RICA,Near Puntarenas,N,Swimming,1112
1928.02.00.a,Feb-28,1928,COSTA RICA,Near Puntarenas,N,Swimming,1111
1928.01.27,27-Jan-28,1928,AUSTRALIA,Torres Strait,Y,Retrieving meat from a cage in the water,1110
1928.01.21.b,21-Jan-28,1928,USA,Florida,Y,Swimming,1109
1928.01.21.a,Some time between 08-Jan-1928 & 21-Jan-1928,1928,USA,Florida,Y,Jumped overboard and swimming,1108
1928.01.02,02-Jan-28,1928,SOUTH AFRICA,Eastern Cape Province,N,,1107
