,Case Number,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,pdf,href,original order
647,2011.09.04.b,04-Sep-11,2011,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,"No injury, shark bit surfboard",N,13h00,2011.09.04.b-Felipe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf,5346
648,2011.09.04.a,04-Sep-11,2011,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,Body boarding,FATAL,Y,13h26,2011.09.04.a-Burden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf,5345
649,2011.09.02,02-Sep-11,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Lacerations to ankle & foot,N,11h00,2011.09.02-True.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf,5344
650,2011.08.31,31-Aug-11,2011,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,Lacerations to lower leg,N,11h00,2011.08.31-Lancaster.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf,5343
651,2011.08.28.b,28-Aug-11,2011,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,FATAL,Y,19h30,2011.08.28-Roosteer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28-Roosteer.pdf,5342
652,2011.08.28.a,28-Aug-11,2011,Unprovoked,USA,Texas,"Grass Island, Aransas County",Wade Fishing,"Lacerations to anterior left shin, abrasion to posteior right leg",N,19h00,2011.08.28.a-Locklear.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf,5341
653,2011.08.26,26-Aug-11,2011,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,"Standing, collecting sea stars",Superficial laceration to shoulder,N,Morning,2011.08.26-Nechaev.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf,5340
654,2011.08.24.b,24-Aug-11,2011,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,Lacerations to foot,N,Unknown,2011.08.24.b-Dinneen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf,5339
655,2011.08.24.a,24-Aug-11,2011,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,Heel bitten,N,15h30,2011.08.24.a-Holden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf,5338
656,2011.08.23,23-Aug-11,2011,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,FATAL,Y,09h11,2011.08.23-VanHeerden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf,5337
657,2011.08.18,18-Aug-11,2011,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,"Lacerations to hip, thigh and knee",N,Unknown,2011.08.18-Siderovich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf,5336
658,2011.08.17.c.,17-Aug-11,2011,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,Lacerations to foot,N,17h00,2011.08.17.c-Aronian.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf,5335
659,2011.08.17.b.,17-Aug-11,2011,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,Abrasions to left hand,N,16h00,2011.08.17.b-child.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.b-child.pdf,5334
660,2011.08.17.a,17-Aug-11,2011,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,Hands severed,N,Evening,2011.08.17.a-Udovenko.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf,5333
661,2011.08.16.c,16-Aug-11,2011,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,"No injury, board bitten",N,15h30,2011.08.16.c-D'Esposito.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf,5332
662,2011.08.16.b,16-Aug--2011,2011,Unprovoked,USA,Puerto Rico, Vieques,Floating ,Lacerations to  lower right leg and foot,N,Night,2011.08.16.b-Strunk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf,5331
663,2011.08.16.a,16-Aug-11,2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Swimming or Snorkeling,FATAL,Y,16h30,2011.08.16.a-Redmond.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf,5330
664,2011.08.15,15-Aug-11,2011,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,Puncture wounds to foot,N,Unknown,2011.08.15-Varney.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf,5329
665,2011.08.11,11-Aug--2011,2011,Unprovoked,USA,North Carolina,Beaufort Inlet,Swimming,Lower right leg bitten,N,14h00,2011.08.11-DonnieWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf,5328
666,2011.08.01,01-Aug-11,2011,Unprovoked,SEYCHELLES,Praslin,Anse Lazio ,Diving,FATAL,Y,15h30,2011.08.01-Virolle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf,5327
667,2011.07.31,31-Jul-11,2011,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,Cause of death may have been drowning; remains scavenged by sharks,Y,Unknown,2011.07.31-GabrielAlves-dos-Santos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.31-GabrielAlves-dos-Santos.pdf,5326
668,2011.07.30,30-Jul-11,2011,Sea Disaster,PHILIPPINES,,,Sea disaster,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,N,Unknown,2011.07.30-Malabago.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf,5325
669,2011.07.25,25-Jul-11,2011,Unprovoked,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,"No injury, shark bit boot",N,Night,2011.07.25-Aubrey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf,5324
670,2011.07.22,22-Jul-11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintza Beach, East London",Surfing,Upper left arm & right leg bitten,N,10h00,2011.07.22-Struwig.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf,5323
671,2011.07.19,19-Jul-11,2011,Unprovoked,USA,North Carolina,"Ocracoke Island, Hyde County",Boogie Boarding,Lower right leg & foot bitten,N,17h30,2011.07.19-Mangum.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf,5322
672,2011.07.15,15-Jul-11,2011,Unprovoked,REUNION,Saint-Gilles,Brisants. ,Kayaking or Wave skiing,No injury,N,17h00,2011.07.15-Reunion-kayaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf,5321
673,2011.07.13.b,13-Jul-11,2011,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Surf fishing,Lacerations to left foot,N,20h30,2011.07.13.b-Paez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf,5320
674,2011.07.13.a,13-Jul-11,2011,Unprovoked,BAHAMAS,Grand Bahama Island,Off Lucaya,Scuba diving,Injuries to arm,N,12h30,2011.07.13-diver-Bahamas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf,5319
675,2011.07.07.b,07-Jul-11,2011,Unprovoked,USA,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swimming,Foot bitten,N,17h00,2011.07.07.b-Vossler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf,5318
676,2011.07.07.a,07-Jul-11,2011,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Wade Fishing,Lacerations to right foot,N,Unknown,2011.07.07.a-Hamilton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf,5317
677,2011.07.06,06-Jul-11,2011,Unprovoked,REUNION,Saint-Gilles,Roches Noires,Surfing,Minor injuries: scratches on nose & ankle. Board broken in two,N,14h50,2011.07.06-Arnaud.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf,5316
678,2011.07.05,05-Jul-11,2011,Unprovoked,COLUMBIA,Sucre,"Libertad, San Onofre",Kayaking,"Right arm bitten, defense wounds to left hand",N,10h30,2011.07.05-Vidal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf,5315
679,2011.06.30,30-Jun-11,2011,Unprovoked,TURKS & CAICOS,Middle Caicos,Mudjin Harbor,Snorkeling,Lacerations to left shoulder and back,N,13h30,2011.06.30-Cryonak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf,5314
680,2011.06.29,29-Jun-11,2011,Unprovoked,BRAZIL,Pernambuco,Praia do Pina,Surfing,Lacerations to right thigh,N,10h00,2011.06.29-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf,5313
681,2011.06.28,28-Jun-11,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,Lacerations to left leg and hands,N,12h00,2011.06.28-Stanchi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf,5312
682,2011.06.26,26-Jun-08,2011,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,Ankle bitten,N,Afternoon,2011.06.26-Cartwright.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf,5311
683,2011.06.24,24-Jun-11,2011,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,Shark leapt onto surfboard; surfer uninjured ,N,13h30,2011.06.24-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf,5310
684,2011.06.21,21-Jun-11,2011,Unprovoked,USA,Florida,"Perdido Key, Escambia County",Jet skiing,Lacerations to foot and ankle,N,Afternoon,2011.06.21-McConnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf,5309
685,2011.06.19.b,19-Jun-11,2011,Unprovoked,TURKS & CAICOS,Caicos Bank,French Cay,Spearfishing,Right calf bitten,N,Unknown,2011.06.19.b-Lewis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf,5308
686,2011.06.19.a,19-Jun-11,2011,Unprovoked,COSTA RICA,Guanacaste,Playa Grande,Surfing,FATAL,Y,12h15,2011.06.19.a-Moraga.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf,5307
687,2011.06.15,15-Jun-11,2011,Unprovoked,REUNION,Saint-Gilles-les-Bains,Boucan-Canot,Boogie Boarding,FATAL,Y,17h30,2011.06.15-Auber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf,5306
688,2011.06.14.R,Reported 14-Jun-2011,2011,Boat,UNITED KINGDOM,Cornwall,St. Ives,Fishing,"No injury, shark slammed into boat",N,Unknown,2011.06.14.R-St.Ives.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf,5305
689,2011.06.12,12-Jun-11,2011,Unprovoked,USA,Florida,"Off Jupiter Inlet, Palm Beach County",Scuba diving,Lacerations to right calf,N,14h30,2011.06.12-Webb.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf,5304
690,2011.06.06.R,Reported 06-Jun-2011,2011,Unprovoked,COLUMBIA,San Andrés archipelago,Albuquerque Cay,Spearfishing,Injuries to right hand and forearm,N,Unknown,2011.06.06.R-James.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf,5303
691,2011.06.06.b,06-Jun-11,2011,Unprovoked,USA,California,"La Jolla, San Diego County",Spearfishing,"No injury, minor damage to wetsuit",N,Unknown,2011.06.06.b-Schlaefli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf,5302
692,2011.06.06.a,06-Jun-11,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,Puncture wound to calf,N,12h00,2011.06.06.a-McIntosh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf,5301
693,2011.06.01,01-Jun-11,2011,Unprovoked,MALAYSIA,Kedah,Palau Payar,Snorkeling,Laceration to dorsum of right foot,N,Unknown,2011.06.01-Malaysia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf,5300
694,2011.05.30,30-May-11,2011,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,Lacerations & punctures to right thigh ,N,15h00,2011.05.30-Robertson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf,5299
695,2011.05.29,29-May-11,2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Robberg Beach,Surfing,"No injury, board bumped by shark",N,Unknown,2011.05.29-Nelson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf,5298
696,2011.05.25,25-May-11,2011,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,"No injury, board bitten",N,13h15,2011.05.25-Fernandez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf,5297
697,2011.05.22,22-May-11,2011,Unprovoked,USA,Hawaii,"Lyman Beach, Kailua-Kona",Paddle boarding,"No injury, board bitten",N,12h00,2011.05.22-DeBina.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf,5296
698,2011.05.21.a,21-May-11,2011,Unprovoked,NEW CALEDONIA,North Province,Kendec,Kite Boarding,"Thigh bitten, FATAL",Y,11h00,2011.05.21.a-Nathan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf,5295
699,2011.05.21.b,21-May-11,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Spearfishing,"Thigh bitten, FATAL",Y,Midday,2011.05.21.b-Smart.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf,5294
700,2011.05.13.b,13-May-11,2011,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,Lacerations to left foot & ankle,N,15h30,2011.05.13.b-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf,5293
701,2011.05.13.a,13-May-11,2011,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,Minor injury; puncture wounds to calf,N,06h30,2011.05.13.a-Bronson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.a-Bronson.pdf,5292
702,2011.05.10,10-May-11,2011,Provoked,USA,Florida,Miami,Fishing ,Laceration to arm by captive shark PROVOKED INCIDENT,N,Unknown,2011.05.10-Storch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.10-Storch.pdf,5291
703,2011.05.07.R,Reported 07-May-2011,2011,Invalid,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan ,Fishing ,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",N,Unknown,2011.05.07.R-UAE.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.07.R-UAE.pdf,5290
704,2011.05.04,04-May-11,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,Calf bitten,N,Unknown,2011.05.04-Burger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.04-Burger.pdf,5289
705,2011.04.26,26-Apr-11,2011,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,Calf bitten,N,Unknown,2011.04.26-Seagrich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.26-Seagrich.pdf,5288
706,2011.04.23,23-Apr-11,2011,Unprovoked,AUSTRALIA,Western Australia,Red Bluffs,Washing sand off a speared fish,Heel bitten,N,15h00,2011.04.23-VanderVyver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.23-VanderVyver.pdf,5287
707,2011.04.22,22-Apr-11,2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing ,Minor puncture wounds,N,15h30,2011.04.22-RonWhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.22-RonWhite.pdf,5286
708,2011.04.16,16-Apr-11,2011,Unprovoked,NEW ZEALAND,South Island,Snapper Point,Surfing,Puncture to left hand,N,Afternoon,2011.04.16-Hobson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.16-Hobson.pdf,5285
709,2011.04.12,13-Apr-11,2011,Unprovoked,INDONESIA,Bali,Balian,Surfing,Lacerations to forearm,N,Morning,2011.04.12-Ferrar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.12-Ferrar.pdf,5284
710,2011.04.08,08-Apr-11,2011,Unprovoked,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,Minor injuries to left leg and hand,N,Afternoon,2011.04.08-Caucau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.08-Caucau.pdf,5283
711,2011.03.29.R,Reported 29-Mar-2011,2011,Provoked,USA,Texas,Matagorda Beach,"Standing, holding shark pup",Minor laceration to shoulder from captive shark PROVOKED INCIDENT,N,Unknown,2011.03.29.R-Orlando.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.29.R-Orlando.pdf,5282
712,2011.03.24,24-Mar-11,2011,Unprovoked,MEXICO,Quintana Roo,"Gaviotas Beach, Cancun",Swimming,Lower leg & foot bitten,N,Unknown,2011.03.24-Taran.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.24-Taran.pdf,5281
713,2011.03.23,23-Mar-11,2011,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Surfing,Severe injury to left forearm,N,17h45,2011.03.23-Pearson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.23-Pearson.pdf,5280
714,2011.03.21.b,21-Mar-11,2011,Unprovoked,MEXICO,Quintana Roo,,Swimming,Right foot bitten,N,Unknown,2011.03.21.b-Masternak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.21.b-Masternak.pdf,5279
715,2011.03.21.a,21-Mar-11,2011,Unprovoked,FIJI,,Nukudamu ,Diving / fishing,"Left forearm severely bitten, surgically amputated",N,16h00,2011.03.21.a-Jeke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.21.a-Jeke.pdf,5278
716,2011.03.16,16-Mar-11,2011,Unprovoked,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",Wakeboarding,"Severe injuries to head, neck, shoulder & upper left arm",N,13h00,2011.03.16-Mondy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.16-Mondy.pdf,5277
717,2011.03.10.R,Reported 10-Mar-2010,2011,Invalid,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,Unknown,"Apparent drowning, and subsequent scavenging by 16' tiger shark",N,Unknown,2011.03.10.R-Sharm-scavenging.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.10.R-Sharm-scavenging.pdf,5276
718,2011.03.10,10-Mar-11,2011,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,"No injury, surboard broken",N,Unknown,2011.03.10.a-Puri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.10.a-Puri.pdf,5275
719,2011.02.28.R,Reported 28-Feb-2011,2011,Provoked,AUSTRALIA,Queensland,Between ,Fishing,Lacerations to right hand by hooked shark PROVOKED INCIDENT,N,10h45,2011.02.28.R-Nyari.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.28.R-Nyari.pdf,5274
720,2011.02.23,23-Feb-11,2011,Unprovoked,NEW CALEDONIA, Loyalty Islands,"Bay of Bweedro, Ouvéa",Spearfishing,Lacerations to left forearm,N,Early afternoon,2011.02.23-Jean-Luc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.23-Jean-Luc.pdf,5273
721,2011.02.19,18-Feb-11,2011,Unprovoked,REUNION,Saint Gilles ,Trois-Roches,Surfing,Left leg severed at the knee,N,18h30,2011.02.19-Dargent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.19-Dargent.pdf,5272
722,2011.02.17,17-Feb-11,2011,Unprovoked,AUSTRALIA,South Australia,Off Perforated Island near Coffin Bay,Diving for abalone,FATAL,Y,18h20,2011.02.17-Clarkson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.17-Clarkson.pdf,5271
723,2011.02.13,13-Feb-11,2011,Provoked,AUSTRALIA,Queensland,Sunshine Beach,Fishing,Lacerations to calf by hooked shark PROVOKED INCIDENT,N,10h40,2011.02.13-SunshineBeach-angler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.13-SunshineBeach-angler.pdf,5270
724,2011.02.12,12-Feb-11,2011,Unprovoked,AUSTRALIA,Western Australia,Exmouth,Snorkeling,Arm bitten,N,Late afternoon,2011.02.12-Exmouth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.12-Exmouth.pdf,5269
725,2011.02.04.R,Reported 04-Feb-2011,2011,Provoked,MEXICO,Colima,"Manzanillo, Revillagigedo Islands",Shark fishing on the Ricardo Astorga,Left foot bitten PROVOKED INCIDENT,N,Unknown,2011.02.04.R-Camacho.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.04.R-Camacho.pdf,5268
726,2011.02.02,02-Feb-11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",Surf fishing,Right leg bitten,N,Unknown,2011.02.02-Jonk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.02-Jonk.pdf,5267
727,2011.01.31,31-Jan-11,2011,Unprovoked,MEXICO,Quintana Roo,Cancun,Swimming,"Leg, forearm & hand severely bitten",N,12h00,2011.01.31-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.31-Moore.pdf,5266
728,2011.01.28,28-Jan-11,2011,Provoked,MEXICO,Colima,Revillagigedo Islands,Shark fishing on the Don Agustín-VI. ,Left eg bitten PROVOKED INCIDENT,N,Unknown,2011.01.28-Camargo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.28-Camargo.pdf,5265
729,2011.01.26,26-Jan-11,2011,Unprovoked,BAHAMAS,West End,Tiger Beach,Scuba diving,Arm bitten ,N,15h00,2011.01.26-Abernethy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.26-Abernethy.pdf,5264
730,2011.01.20,20-Jan-11,2011,Invalid,AUSTRALIA,New South Wales,Cudgen Creek ,Swimming,Lacerations to both legs,N,17h00,2011.01.20-Merlini.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.20-Merlini.pdf,5263
731,2011.01.15,15-Jan-11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,FATAL,Y,12h30,2011.01.15-Ndamase.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.15-Ndamase.pdf,5262
732,2011.01.12.R,Reported 12-Jan 2011,2011,Unprovoked,MEXICO,Quintana Roo,Xcalak ,Attempting to fix motor,Bitten on leg and groin,N,Unknown,2011.01.12.R-Infante.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.12.R-Infante.pdf,5261
733,2011.01.03,03-Jan-11,2011,Boat,AUSTRALIA,Western Australia,Busselton,Fishing,"No injury, shark nudged boat and bit propeller",N,12h00,2011.01.03-BusseltonBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.03-BusseltonBoat.pdf,5260
734,2010.12.26,26-Dec-10,2010,Unprovoked,USA,Hawaii," Kahului, Maui",Body boarding,"Lacerations to his lower left leg, calf, foot & ankle",N,15h35,2010.12.26-Stover-French.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.26-Stover-French.pdf,5259
735,2010.12.17,17-Dec-10,2010,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,Lacerations to  foot,N,AM,2010.12.17-Gracia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.17-Gracia.pdf,5258
736,2010.12.11,11-Dec-10,2010,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,Lacerations to right foot,N,13h51,2010.12.11-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.11-Wilson.pdf,5257
737,2010.12.05,05-Dec-10,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Middle Garden, Sharm el-Shiekh",Snorkeling,FATAL,Y,12h00,2010.12.05-Renate- Seiffert.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.05-Renate- Seiffert.pdf,5256
738,2010.12.03.R,Reported 03-Dec-2010,2010,Unprovoked,INDONESIA,Bali,Balian,Surfing,Lacerations to right hand,N,Unknown,2010.12.03.R-Ong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.03.R-Ong.pdf,5255
739,2010.12.01.b,01-Dec-10,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,Both arms severely bitten,N,11h00,2010.12.01.b-Yevgeniy-Trishkin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.b-Yevgeniy-Trishkin.pdf,5254
740,2010.12.01.a,01-Dec-10,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Ras Nasrani, Sharm el-Sheikh",Snorkeling,Lacerations to right leg,N,10h55,2010.12.01.a-Viktor-Koliy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.a-Viktor-Koliy.pdf,5253
741,2010.11.30.b,30-Nov-10,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,14h55,2010.11.30.b-Lyudmila-Stolyarova.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.b-Lyudmila-Stolyarova.pdf,5252
742,2010.11.30.a,30-Nov-10,2010,Unprovoked,EGYPT,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,Foot and arm bitten,N,14h40,2010.11.30.a-Olga Marsyenko.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.a-Olga Marsyenko.pdf,5251
743,2010.11.27.R,Reported 27-Nov-2010,2010,Unprovoked,SAMOA,,,Fishing,Serious wounds to chest,N,Morning,2010.11.27.R-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.27.R-Samoa.pdf,5250
