,id,year,country,type,activity,fatal,country20
2210,1992.05.31,1992,Usa,Invalid,Diving,Y,Y
2211,1992.05.22,1992,Reunion,Unprovoked,Surfing,Y,Y
2212,1992.05.00,1992,Mexico,Unprovoked,Diving,N,Y
2213,1992.04.24,1992,New Zealand,Unprovoked,Snorkeling,N,Y
2214,1992.04.09,1992,South Africa,Unprovoked,Surfing,N,Y
2215,1992.03.28,1992,Usa,Unprovoked,Surfing,N,Y
2216,1992.03.10,1992,Australia,Unprovoked,Surfing,N,Y
2217,1992.03.08.c,1992,Japan,Unprovoked,Diving,Y,Y
2218,1992.03.08.b,1992,Japan,Boat,Fishing,N,Y
2219,1992.03.08.a,1992,Usa,Unprovoked,Surfing,N,Y
2220,1992.02.19,1992,Usa,Unprovoked,Boarding,Y,Y
2221,1992.02.14,1992,Japan,Unprovoked,Diving,N,Y
2222,1992.02.09,1992,Australia,Invalid,Surfing,N,Y
2223,1992.01.29.b,1992,Reunion,Unprovoked,Fishing,N,Y
2224,1992.01.29.a,1992,Australia,Unprovoked,Boarding,N,Y
2225,1992.01.23,1992,South Africa,Unprovoked,Swimming,N,Y
2226,1992.01.08,1992,South Africa,Unprovoked,Fishing,N,Y
2227,1992.01.06,1992,Mauritius,Unprovoked,Fishing,N,N
2228,1991.12.04,1991,Usa,Unprovoked,Diving,N,Y
2229,1991.11.26.b,1991,Usa,Unprovoked,Snorkeling,Y,Y
2230,1991.11.26.a,1991,Usa,Unprovoked,Snorkeling,N,Y
2231,1991.11.19,1991,Usa,Unprovoked,Fishing,Y,Y
2232,1991.11.14,1991,Usa,Provoked,Fishing,N,Y
2233,1991.11.00,1991,Australia,Unprovoked,Boarding,N,Y
2234,1991.10.12,1991,Usa,Unprovoked,Surfing,N,Y
2235,1991.10.05,1991,Usa,Unprovoked,Surfing,N,Y
2236,1991.09.19,1991,Bahamas,Invalid,Fishing,Y,Y
2237,1991.09.08,1991,Australia,Unprovoked,Diving,Y,Y
2238,1991.08.30,1991,Australia,Provoked,Others,N,Y
2239,1991.08.26,1991,Usa,Unprovoked,Swimming,N,Y
2240,1991.08.12,1991,Usa,Unprovoked,Wading,N,Y
2241,1991.08.09,1991,Usa,Provoked,Fishing,N,Y
2242,1991.07.30,1991,Italy,Boat,Others,N,Y
2243,1991.07.27,1991,Usa,Unprovoked,Snorkeling,N,Y
2244,1991.07.18,1991,Usa,Unprovoked,Fishing,N,Y
2245,1991.07.07,1991,Usa,Unprovoked,Swimming,N,Y
2246,1991.07.01.b,1991,Reunion,Unprovoked,Surfing,N,Y
2247,1991.07.01.a,1991,Usa,Unprovoked,Surfing,N,Y
2248,1991.07.00,1991,Usa,Unprovoked,Boarding,N,Y
2249,1991.06.28,1991,Hong Kong,Unprovoked,Fishing,Y,Y
2250,1991.06.26,1991,Usa,Unprovoked,Surfing,N,Y
2251,1991.06.07.b,1991,Usa,Unprovoked,Swimming,N,Y
2252,1991.06.07.a,1991,Hong Kong,Unprovoked,Swimming,Y,Y
2253,1991.05.26,1991,Usa,Unprovoked,Surfing,N,Y
2254,1991.05.19,1991,South Africa,Unprovoked,Diving,N,Y
2255,1991.04.24,1991,Brazil,Provoked,Fishing,N,Y
2256,1991.04.16.b,1991,Usa,Provoked,Diving,N,Y
2257,1991.04.16.a,1991,Usa,Unprovoked,Surfing,N,Y
2258,1991.04.03,1991,Usa,Unprovoked,Surfing,N,Y
2259,1991.03.03,1991,Australia,Unprovoked,Diving,N,Y
2260,1991.02.24,1991,Usa,Unprovoked,Surfing,N,Y
2261,1991.02.12,1991,South Africa,Unprovoked,Fishing,N,Y
2262,1991.01.19,1991,Australia,Unprovoked,Swimming,N,Y
2263,1991.01.09,1991,Australia,Unprovoked,Surfing,N,Y
2264,1991.01.00,1991,Australia,Unprovoked,Surfing,N,Y
2265,1990.11.28,1990,Australia,Unprovoked,Swimming,N,Y
2266,1990.11.03,1990,Usa,Unprovoked,Surfing,N,Y
2267,1990.11.01,1990,Usa,Unprovoked,Surfing,N,Y
2268,1990.10.30.b,1990,Usa,Unprovoked,Surfing,N,Y
2269,1990.10.30.a,1990,Usa,Unprovoked,Surfing,N,Y
2270,1990.10.27,1990,Australia,Unprovoked,Swimming,N,Y
2271,1990.10.25,1990,Australia,Unprovoked,Surfing,N,Y
2272,1990.10.20,1990,Usa,Unprovoked,Surfing,N,Y
2273,1990.10.15,1990,Usa,Unprovoked,Surfing,N,Y
2274,1990.10.12,1990,Usa,Unprovoked,Surfing,N,Y
2275,1990.09.15,1990,South Africa,Unprovoked,Fishing,N,Y
2276,1990.09.08,1990,Usa,Unprovoked,Fishing,N,Y
2277,1990.09.05,1990,Usa,Boat,Others,N,Y
2278,1990.08.30,1990,Usa,Invalid,Diving,Y,Y
2279,1990.08.28,1990,Usa,Unprovoked,Surfing,N,Y
2280,1990.08.19.b,1990,Usa,Unprovoked,Surfing,N,Y
2281,1990.08.19.a,1990,Usa,Unprovoked,Fishing,N,Y
2282,1990.07.22,1990,Usa,Unprovoked,Wading,N,Y
2283,1990.07.08,1990,Usa,Unprovoked,Surfing,N,Y
2284,1990.06.24,1990,South Africa,Unprovoked,Surfing,Y,Y
2285,1990.06.23,1990,Bahamas,Unprovoked,Fishing,N,Y
2286,1990.05.13,1990,South Africa,Provoked,Fishing,N,Y
2287,1990.05.10,1990,Australia,Unprovoked,Snorkeling,N,Y
2288,1990.05.10a,1990,Australia,Unprovoked,Fishing,N,Y
2289,1990.05.06,1990,South Africa,Unprovoked,Surfing,N,Y
2290,1990.04.14,1990,South Africa,Unprovoked,Surfing,N,Y
2291,1990.04.09,1990,Australia,Unprovoked,Surfing,N,Y
2292,1990.04.08,1990,Australia,Unprovoked,Diving,Y,Y
2293,1990.04.07,1990,Australia,Unprovoked,Surfing,N,Y
2294,1990.04.06,1990,Australia,Unprovoked,Surfing,N,Y
2295,1990.04.01,1990,Usa,Unprovoked,Surfing,N,Y
2296,1990.03.24,1990,Fiji,Unprovoked,Swimming,N,Y
2297,1990.03.05,1990,Reunion,Unprovoked,Surfing,N,Y
2298,1990.02.17,1990,Usa,Unprovoked,Fishing,Y,Y
2299,1990.02.05,1990,Usa,Unprovoked,Boarding,N,Y
2300,1990.01.12,1990,Usa,Unprovoked,Surfing,N,Y
2301,1990.00.00,1990,Usa,Unprovoked,Surfing,UNKNOWN,Y
2302,1989.12.19,1989,Usa,Provoked,Fishing,N,Y
2303,1989.12.02,1989,Australia,Invalid,Swimming,Y,Y
2304,1989.11.22,1989,Australia,Unprovoked,Surfing,N,Y
2305,1989.11.18,1989,South Africa,Unprovoked,Fishing,Y,Y
2306,1989.11.12,1989,Usa,Invalid,Wading,Y,Y
2307,1989.11.02,1989,Australia,Unprovoked,Swimming,N,Y
2308,1989.10.29.R,1989,Australia,Unprovoked,Swimming,N,Y
2309,1989.10.22,1989,Australia,Unprovoked,Surfing,N,Y
2310,1989.10.14,1989,Usa,Invalid,Diving,Y,Y
2311,1989.10.11,1989,Usa,Unprovoked,Surfing,N,Y
2312,1989.10.08,1989,Usa,Invalid,Diving,Y,Y
2313,1989.10.01,1989,Australia,Unprovoked,Surfing,UNKNOWN,Y
2314,1989.09.17,1989,South Africa,Unprovoked,Diving,N,Y
2315,1989.09.13,1989,Usa,Provoked,Fishing,N,Y
2316,1989.09.10,1989,Usa,Boat,Others,N,Y
2317,1989.09.09.b,1989,Usa,Unprovoked,Diving,N,Y
2318,1989.09.09.a,1989,Usa,Unprovoked,Surfing,N,Y
2319,1989.09.03,1989,Usa,Provoked,Others,N,Y
2320,1989.08.29,1989,Australia,Provoked,Fishing,N,Y
2321,1989.08.22.b,1989,Usa,Unprovoked,Swimming,N,Y
2322,1989.08.22.a,1989,South Africa,Unprovoked,Surfing,N,Y
2323,1989.08.13,1989,Australia,Unprovoked,Surfing,N,Y
2324,1989.08.09,1989,Bahamas,Unprovoked,Fishing,N,Y
2325,1989.08.06.R,1989,Australia,Provoked,Fishing,N,Y
2326,1989.07.20,1989,South Africa,Unprovoked,Surfing,N,Y
2327,1989.07.19,1989,Reunion,Unprovoked,Surfing,Y,Y
2328,1989.07.14,1989,Usa,Unprovoked,Surfing,N,Y
2329,1989.07.07,1989,Usa,Unprovoked,Others,N,Y
2330,1989.06.29,1989,Usa,Unprovoked,Surfing,N,Y
2331,1989.06.17,1989,Usa,Unprovoked,Fishing,N,Y
2332,1989.06.06,1989,Italy,Unprovoked,Surfing,N,Y
2333,1989.06.05,1989,South Africa,Unprovoked,Surfing,N,Y
2334,1989.06.03,1989,South Africa,Unprovoked,Diving,N,Y
2335,1989.04.23,1989,Usa,Unprovoked,Swimming,N,Y
2336,1989.04.12,1989,Usa,Unprovoked,Surfing,N,Y
2337,1989.04.03,1989,Usa,Unprovoked,Surfing,N,Y
2338,1989.04.00,1989,Usa,Unprovoked,Surfing,N,Y
2339,1989.03.09,1989,Australia,Unprovoked,Surfing,Y,Y
2340,1989.03.04,1989,Australia,Boat,Others,N,Y
2341,1989.02.19,1989,South Africa,Provoked,Fishing,N,Y
2342,1989.02.15,1989,South Africa,Unprovoked,Surfing,N,Y
2343,1989.02.02,1989,Italy,Unprovoked,Surfing,Y,Y
2344,1989.01.26.b,1989,Usa,Invalid,Others,Y,Y
2345,1989.01.26.a,1989,Usa,Unprovoked,Others,Y,Y
2346,1989.01.20.b,1989,Usa,Unprovoked,Boarding,N,Y
2347,1989.01.20.a,1989,South Africa,Unprovoked,Others,N,Y
2348,1989.01.08,1989,Usa,Unprovoked,Swimming,Y,Y
2349,1989.01.03,1989,Australia,Unprovoked,Surfing,N,Y
2350,1989.00.00.b,1989,Papua New Guinea,Unprovoked,Diving,N,Y
2351,1989.00.00.a,1989,Usa,Unprovoked,Fishing,N,Y
2352,1988.12.15,1988,Chile,Unprovoked,Diving,Y,N
2353,1988.11.08,1988,Australia,Sea Disaster,Others,Y,Y
2354,1988.11.07,1988,Australia,Sea Disaster,Others,Y,Y
2355,1988.10.24,1988,Philippines,Sea Disaster,Others,Y,Y
2356,1988.10.23,1988,Usa,Unprovoked,Surfing,N,Y
2357,1988.10.22,1988,Australia,Unprovoked,Surfing,N,Y
2358,1988.10.14,1988,Usa,Unprovoked,Surfing,N,Y
2359,1988.10.11,1988,Usa,Unprovoked,Surfing,N,Y
2360,1988.10.10,1988,Usa,Unprovoked,Surfing,N,Y
2361,1988.10.06,1988,Australia,Unprovoked,Surfing,N,Y
2362,1988.10.00,1988,Usa,Unprovoked,Wading,N,Y
2363,1988.09.28,1988,Usa,Unprovoked,Surfing,N,Y
2364,1988.09.13.b,1988,Usa,Unprovoked,Others,N,Y
2365,1988.09.13.a,1988,Usa,Unprovoked,Snorkeling,Y,Y
2366,1988.08.22.b,1988,Usa,Provoked,Diving,N,Y
2367,1988.08.11,1988,Usa,Unprovoked,Surfing,N,Y
2368,1988.07.23,1988,Bahamas,Unprovoked,Fishing,N,Y
2369,1988.07.19,1988,Bahamas,Unprovoked,Fishing,N,Y
2370,1988.07.17,1988,Bahamas,Unprovoked,Diving,N,Y
2371,1988.07.11,1988,Usa,Unprovoked,Swimming,N,Y
2372,1988.07.04.b,1988,Usa,Unprovoked,Boarding,N,Y
2373,1988.07.04.a,1988,Bahamas,Unprovoked,Snorkeling,N,Y
2374,1988.07.00,1988,Bahamas,Unprovoked,Fishing,N,Y
2375,1988.06.19,1988,South Africa,Unprovoked,Fishing,N,Y
2376,1988.06.16,1988,Usa,Unprovoked,Diving,N,Y
2377,1988.06.09,1988,Usa,Unprovoked,Others,N,Y
2378,1988.06.05,1988,Usa,Unprovoked,Swimming,N,Y
2379,1988.06.01,1988,Usa,Unprovoked,Surfing,N,Y
2380,1988.05.27,1988,South Korea,Unprovoked,Diving,Y,N
2381,1988.05.10,1988,Usa,Unprovoked,Surfing,N,Y
2382,1988.05.04,1988,Usa,Unprovoked,Surfing,N,Y
2383,1988.04.28,1988,Reunion,Unprovoked,Others,Y,Y
2384,1988.04.24,1988,Usa,Unprovoked,Surfing,N,Y
2385,1988.04.15a,1988,Usa,Unprovoked,Swimming,N,Y
2386,1988.04.15.b,1988,Usa,Invalid,Boarding,Y,Y
2387,1988.04.14.b,1988,Usa,Unprovoked,Surfing,N,Y
2388,1988.04.14.a,1988,Usa,Unprovoked,Surfing,N,Y
2389,1988.03.31,1988,Usa,Unprovoked,Standing,N,Y
2390,1988.03.25,1988,Usa,Unprovoked,Surfing,N,Y
2391,1988.03.16,1988,South Africa,Unprovoked,Surfing,N,Y
2392,1988.03.14,1988,Reunion,Unprovoked,Surfing,N,Y
2393,1988.02.14,1988,South Africa,Unprovoked,Surfing,N,Y
2394,1988.02.13,1988,South Africa,Unprovoked,Surfing,N,Y
2395,1988.02.12,1988,Australia,Boat,Fishing,N,Y
2396,1988.02.02,1988,Fiji,Unprovoked,Diving,N,Y
2397,1988.01.27,1988,South Africa,Invalid,Surfing,N,Y
2398,1988.01.21,1988,Australia,Invalid,Fishing,Y,Y
2399,1988.01.14,1988,Usa,Provoked,Fishing,N,Y
2400,1988.01.06,1988,South Africa,Provoked,Others,N,Y
2401,1988.01.05.R,1988,South Africa,Provoked,Others,N,Y
2402,1988.00.00.c,1988,Australia,Unprovoked,Surfing,N,Y
2403,1987.12.20,1987,Philippines,Sea Disaster,Others,Y,Y
2404,1987.12.17,1987,Usa,Unprovoked,Surfing,N,Y
2405,1987.11.21,1987,Usa,Unprovoked,Surfing,N,Y
2406,1987.10.26,1987,Usa,Unprovoked,Surfing,N,Y
2407,1987.10.25,1987,South Africa,Invalid,Boarding,N,Y
2408,1987.10.11,1987,South Africa,Unprovoked,Fishing,N,Y
2409,1987.10.06,1987,Dominican Republic,Sea Disaster,Others,Y,N
2410,1987.09.18,1987,Australia,Unprovoked,Diving,Y,Y
2411,1987.09.13,1987,South Africa,Unprovoked,Surfing,N,Y
2412,1987.08.20,1987,Usa,Unprovoked,Wading,N,Y
2413,1987.08.15,1987,Usa,Unprovoked,Surfing,N,Y
2414,1987.07.21,1987,Usa,Unprovoked,Surfing,N,Y
2415,1987.07.12.b,1987,Usa,Unprovoked,Surfing,N,Y
2416,1987.07.12.a,1987,Usa,Unprovoked,Wading,N,Y
2417,1987.07.11,1987,Usa,Boat,Others,N,Y
2418,1987.07.09,1987,Bahamas,Unprovoked,Snorkeling,N,Y
2419,1987.07.00,1987,Bahamas,Unprovoked,Fishing,N,Y
2420,1987.06.13,1987,Usa,Provoked,Fishing,N,Y
2421,1987.05.08,1987,Usa,Unprovoked,Surfing,N,Y
2422,1987.05.06,1987,Australia,Provoked,Fishing,N,Y
2423,1987.04.19,1987,South Africa,Invalid,Fishing,Y,Y
2424,1987.04.18,1987,Usa,Unprovoked,Swimming,N,Y
2425,1987.04.15,1987,Usa,Unprovoked,Swimming,Y,Y
2426,1987.04.01,1987,Vanuatu,Unprovoked,Swimming,Y,N
2427,1987.03.30.b,1987,Australia,Unprovoked,Surfing,N,Y
2428,1987.02.28,1987,Usa,Unprovoked,Surfing,N,Y
2429,1987.02.19,1987,Solomon Islands,Sea Disaster,Others,Y,Y
2430,1987.01.28,1987,South Africa,Unprovoked,Fishing,N,Y
2431,1987.01.06,1987,Australia,Unprovoked,Swimming,N,Y
2432,1987.00.00.b,1987,Montenegro,Invalid,Others,Y,N
2433,1987.00.00.a,1987,Italy,Boat,Others,N,Y
2434,1986.12.31,1986,South Africa,Unprovoked,Fishing,N,Y
2435,1986.12.22,1986,South Africa,Unprovoked,Boarding,Y,Y
2436,1986.12.11,1986,Usa,Unprovoked,Surfing,N,Y
2437,1986.12.06.b,1986,Bahamas,Unprovoked,Others,N,Y
2438,1986.12.06.a,1986,Usa,Unprovoked,Fishing,N,Y
2439,1986.12.04,1986,South Africa,Invalid,Fishing,N,Y
2440,1986.12.00,1986,New Caledonia,Unprovoked,Fishing,N,Y
2441,1986.11.30,1986,Usa,Unprovoked,Surfing,N,Y
2442,1986.11.19,1986,Usa,Unprovoked,Surfing,N,Y
2443,1986.11.04,1986,Usa,Unprovoked,Surfing,N,Y
2444,1986.10.17,1986,South Africa,Provoked,Others,N,Y
2445,1986.10.03,1986,Usa,Unprovoked,Swimming,N,Y
2446,1986.10.05,1986,South Africa,Unprovoked,Others,N,Y
2447,1986.10.00,1986,Usa,Unprovoked,Surfing,N,Y
2448,1986.09.00.b,1986,Usa,Unprovoked,Surfing,N,Y
2449,1986.09.00.a,1986,Usa,Unprovoked,Surfing,N,Y
2450,1986.08.19,1986,Usa,Unprovoked,Surfing,N,Y
2451,1986.08.10,1986,South Africa,Invalid,Fishing,N,Y
2452,1986.08.03,1986,Australia,Unprovoked,Diving,N,Y
2453,1986.07.26,1986,Australia,Boat,Fishing,N,Y
2454,1986.07.00.a,1986,South Africa,Unprovoked,Fishing,N,Y
2455,1986.05.18,1986,Australia,Unprovoked,Diving,N,Y
2456,1986.05.15,1986,South Korea,Unprovoked,Diving,Y,N
2457,1986.04.20,1986,Usa,Unprovoked,Fishing,Y,Y
2458,1986.04.00,1986,Spain,Unprovoked,Diving,N,Y
2459,1986.03.18,1986,Spain,Unprovoked,Surfing,N,Y
2460,1986.03.15,1986,South Africa,Unprovoked,Others,N,Y
2461,1986.03.05,1986,South Africa,Unprovoked,Surfing,N,Y
2462,1986.02.18,1986,South Africa,Unprovoked,Surfing,N,Y
2463,1986.02.17,1986,South Africa,Unprovoked,Surfing,N,Y
2464,1986.02.07,1986,South Africa,Unprovoked,Swimming,N,Y
2465,1986.02.06,1986,South Africa,Unprovoked,Fishing,N,Y
2466,1986.02.01,1986,Australia,Unprovoked,Surfing,N,Y
2467,1986.01.12,1986,Usa,Unprovoked,Surfing,N,Y
2468,1986.00.00,1986,Usa,Unprovoked,Surfing,N,Y
2469,1985.12.22,1985,South Africa,Unprovoked,Surfing,N,Y
2470,1985.11.11,1985,Australia,Provoked,Fishing,N,Y
2471,1985.11.05,1985,Usa,Boat,Others,N,Y
2472,1985.11.03,1985,Usa,Provoked,Fishing,N,Y
2473,1985.10.24,1985,South Africa,Unprovoked,Boarding,N,Y
2474,1985.10.22,1985,Usa,Unprovoked,Diving,N,Y
2475,1985.10.18,1985,Usa,Unprovoked,Boarding,N,Y
2476,1985.10.12,1985,Usa,Unprovoked,Diving,N,Y
2477,1985.10.05,1985,Usa,Provoked,Fishing,N,Y
2478,1985.09.28,1985,Usa,Unprovoked,Fishing,N,Y
2479,1985.09.08.b,1985,South Africa,Invalid,Swimming,Y,Y
2480,1985.09.08.a,1985,Usa,Unprovoked,Diving,N,Y
2481,1985.09.05,1985,Usa,Invalid,Swimming,N,Y
2482,1985.08.22,1985,Usa,Unprovoked,Wading,N,Y
2483,1985.08.20,1985,Usa,Invalid,Wading,N,Y
2484,1985.08.17,1985,Usa,Invalid,Diving,Y,Y
2485,1985.07.25.b,1985,Usa,Unprovoked,Wading,N,Y
2486,1985.07.25.a,1985,Usa,Unprovoked,Surfing,N,Y
2487,1985.07.21,1985,Usa,Boat,Fishing,N,Y
2488,1985.07.19,1985,Usa,Unprovoked,Others,N,Y
2489,1985.07.00,1985,Italy,Unprovoked,Snorkeling,N,Y
2490,1985.05.26,1985,Usa,Unprovoked,Surfing,N,Y
2491,1985.05.08,1985,South Africa,Provoked,Fishing,N,Y
2492,1985.03.16,1985,Usa,Unprovoked,Surfing,N,Y
2493,1985.03.03,1985,Australia,Unprovoked,Diving,Y,Y
2494,1985.02.18,1985,Usa,Unprovoked,Surfing,N,Y
2495,1985.02.03,1985,Usa,Unprovoked,Surfing,N,Y
2496,1985.01.27,1985,South Africa,Unprovoked,Swimming,N,Y
2497,1985.01.17,1985,South Africa,Unprovoked,Surfing,N,Y
2498,1985.01.16,1985,New Zealand,Boat,Others,N,Y
2499,1985.01.04,1985,South Africa,Unprovoked,Fishing,N,Y
2500,1985.01.00.b,1985,New Caledonia,Unprovoked,Fishing,N,Y
2501,1985.01.00.a,1985,South Africa,Provoked,Fishing,N,Y
2502,1985.00.00.a,1985,Iran,Unprovoked,Fishing,Y,Y
2503,1984.12.03,1984,Italy,Boat,Others,N,Y
2504,1984.11.30,1984,Australia,Unprovoked,Others,Y,Y
2505,1984.11.11,1984,Usa,Unprovoked,Surfing,N,Y
2506,1984.11.04,1984,Usa,Provoked,Fishing,N,Y
2507,1984.10.21.b,1984,Usa,Invalid,Swimming,Y,Y
2508,1984.10.21,1984,Usa,Unprovoked,Surfing,N,Y
2509,1984.10.17,1984,Usa,Invalid,Wading,N,Y
2510,1984.10.14.a,1984,Usa,Unprovoked,Surfing,N,Y
2511,1984.09.30.b,1984,Usa,Unprovoked,Surfing,N,Y
2512,1984.09.30.a,1984,Usa,Unprovoked,Surfing,N,Y
2513,1984.09.23,1984,Usa,Unprovoked,Surfing,N,Y
2514,1984.09.22.b,1984,Usa,Unprovoked,Swimming,N,Y
2515,1984.09.22.a,1984,Usa,Unprovoked,Surfing,N,Y
2516,1984.09.19,1984,Usa,Unprovoked,Swimming,UNKNOWN,Y
2517,1984.09.17,1984,Usa,Unprovoked,Wading,N,Y
2518,1984.09.15,1984,Usa,Unprovoked,Diving,Y,Y
2519,1984.09.11,1984,Mexico,Provoked,Fishing,N,Y
2520,1984.08.24,1984,Usa,Invalid,Others,Y,Y
2521,1984.08.07,1984,Indonesia,Unprovoked,Others,Y,N
2522,1984.07.24.b,1984,Usa,Unprovoked,Swimming,N,Y
2523,1984.07.24.a,1984,Usa,Unprovoked,Swimming,N,Y
2524,1984.07.22,1984,South Africa,Invalid,Fishing,Y,Y
2525,1984.07.01,1984,Usa,Unprovoked,Fishing,N,Y
2526,1984.07.00.a,1984,South Africa,Unprovoked,Fishing,N,Y
2527,1984.06.15,1984,South Africa,Unprovoked,Surfing,N,Y
2528,1984.06.03.b,1984,Usa,Unprovoked,Boarding,N,Y
2529,1984.06.03,1984,Vanuatu,Unprovoked,Swimming,Y,N
2530,1984.05.31,1984,South Africa,Unprovoked,Fishing,N,Y
2531,1984.03.17,1984,Somalia,Invalid,Others,Y,N
2532,1984.03.14,1984,South Africa,Unprovoked,Surfing,N,Y
2533,1984.03.10,1984,South Africa,Boat,Others,N,Y
2534,1984.02.18,1984,South Africa,Provoked,Fishing,N,Y
2535,1984.02.17,1984,South Africa,Provoked,Diving,N,Y
2536,1984.02.11,1984,Australia,Unprovoked,Fishing,N,Y
2537,1984.01.05,1984,South Africa,Unprovoked,Swimming,N,Y
2538,1984.00.00.b,1984,Usa,Provoked,Others,N,Y
2539,1984.00.00.a,1984,Usa,Unprovoked,Surfing,N,Y
2540,1983.12.30,1983,Greece,Invalid,Fishing,Y,Y
2541,1983.12.25,1983,Usa,Unprovoked,Surfing,N,Y
2542,1983.12.24,1983,Australia,Unprovoked,Diving,N,Y
2543,1983.12.22,1983,South Africa,Unprovoked,Swimming,N,Y
2544,1983.12.21,1983,South Africa,Unprovoked,Swimming,N,Y
2545,1983.11.21,1983,Philippines,Sea Disaster,Others,N,Y
2546,1983.11.10.R,1983,Usa,Unprovoked,Surfing,N,Y
2547,1983.11.10,1983,South Africa,Invalid,Swimming,Y,Y
2548,1983.10.17.a,1983,Usa,Unprovoked,Surfing,N,Y
2549,1983.10.13,1983,Usa,Unprovoked,Wading,N,Y
2550,1983.09.04,1983,Usa,Unprovoked,Standing,N,Y
2551,1983.08.20.b,1983,Usa,Unprovoked,Surfing,N,Y
2552,1983.08.20.a,1983,South Africa,Unprovoked,Fishing,N,Y
2553,1983.08.15,1983,Usa,Unprovoked,Swimming,N,Y
2554,1983.08.13.b,1983,Usa,Provoked,Diving,N,Y
2555,1983.08.13.a,1983,Usa,Unprovoked,Diving,N,Y
2556,1983.08.06,1983,Usa,Boat,Fishing,N,Y
2557,1983.07.26,1983,Australia,Sea Disaster,Swimming,Y,Y
2558,1983.07.25.b,1983,Australia,Sea Disaster,Swimming,Y,Y
2559,1983.07.25.a,1983,Australia,Sea Disaster,Others,N,Y
2560,1983.07.15,1983,South Africa,Unprovoked,Surfing,N,Y
2561,1983.07.12.b,1983,Usa,Unprovoked,Surfing,N,Y
2562,1983.07.12.a,1983,Bahamas,Unprovoked,Fishing,N,Y
2563,1983.07.05,1983,Usa,Unprovoked,Others,N,Y
2564,1983.06.29,1983,Usa,Unprovoked,Swimming,N,Y
2565,1983.06.22,1983,Bahamas,Unprovoked,Fishing,Y,Y
2566,1983.06.20,1983,Usa,Unprovoked,Fishing,N,Y
2567,1983.06.15,1983,Italy,Invalid,Diving,N,Y
2568,1983.06.00,1983,Bahamas,Unprovoked,Fishing,N,Y
2569,1983.05.31,1983,Usa,Unprovoked,Others,N,Y
2570,1983.05.24,1983,Usa,Unprovoked,Surfing,N,Y
2571,1983.05.21,1983,Usa,Unprovoked,Surfing,N,Y
2572,1983.04.19,1983,Usa,Unprovoked,Surfing,UNKNOWN,Y
2573,1983.04.12,1983,South Africa,Unprovoked,Fishing,N,Y
2574,1983.04.02.b,1983,Usa,Unprovoked,Surfing,N,Y
2575,1983.03.30.a,1983,South Africa,Unprovoked,Fishing,N,Y
2576,1983.03.22,1983,South Africa,Unprovoked,Surfing,N,Y
2577,1983.03.10,1983,Usa,Unprovoked,Surfing,N,Y
2578,1983.02.20,1983,South Africa,Unprovoked,Others,N,Y
2579,1983.01.24,1983,Usa,Provoked,Fishing,N,Y
2580,1983.01.10,1983,South Africa,Unprovoked,Surfing,N,Y
2581,1983.01.08,1983,South Africa,Unprovoked,Fishing,N,Y
2582,1983.00.00.c,1983,Vanuatu,Unprovoked,Others,Y,N
2583,1983.00.00.b,1983,Usa,Provoked,Fishing,N,Y
2584,1982.11.00,1982,Usa,Unprovoked,Others,N,Y
2585,1982.10.13,1982,Usa,Unprovoked,Surfing,N,Y
2586,1982.09.30.b,1982,South Africa,Unprovoked,Surfing,N,Y
2587,1982.09.30.a,1982,South Africa,Unprovoked,Surfing,N,Y
2588,1982.09.27,1982,Usa,Unprovoked,Surfing,N,Y
2589,1982.09.25,1982,Usa,Unprovoked,Diving,N,Y
2590,1982.09.19,1982,Usa,Unprovoked,Diving,N,Y
2591,1982.08.29.b,1982,Usa,Invalid,Surfing,N,Y
2592,1982.08.29.a,1982,South Africa,Unprovoked,Swimming,N,Y
2593,1982.08.00,1982,Tunisia,Unprovoked,Surfing,N,N
2594,1982.07.31,1982,South Africa,Invalid,Boarding,N,Y
2595,1982.07.24.b,1982,South Africa,Unprovoked,Others,N,Y
2596,1982.07.24.a,1982,Usa,Unprovoked,Boarding,N,Y
2597,1982.07.19,1982,Usa,Unprovoked,Swimming,N,Y
2598,1982.07.11,1982,Usa,Invalid,Swimming,N,Y
2599,1982.07.01,1982,Usa,Unprovoked,Swimming,N,Y
2600,1982.06.29,1982,South Africa,Unprovoked,Surfing,Y,Y
2601,1982.06.26.b,1982,Usa,Unprovoked,Swimming,N,Y
2602,1982.06.26.a,1982,Bahamas,Unprovoked,Fishing,N,Y
2603,1982.06.13,1982,Usa,Unprovoked,Boarding,N,Y
2604,1982.03.10,1982,Usa,Unprovoked,Surfing,N,Y
2605,1982.03.07,1982,Australia,Unprovoked,Surfing,Y,Y
2606,1982.03.00,1982,New Caledonia,Unprovoked,Fishing,N,Y
2607,1982.02.28,1982,Australia,Unprovoked,Fishing,Y,Y
2608,1982.02.27,1982,Usa,Unprovoked,Surfing,N,Y
2609,1982.02.17,1982,South Africa,Provoked,Fishing,N,Y
2610,1982.02.14.b,1982,Usa,Unprovoked,Wading,N,Y
2611,1982.02.14.a,1982,Usa,Unprovoked,Swimming,N,Y
2612,1982.02.13,1982,Usa,Unprovoked,Swimming,Y,Y
2613,1982.02.07.a,1982,Usa,Unprovoked,Diving,N,Y
2614,1982.02.07..b,1982,Usa,Unprovoked,Diving,Y,Y
2615,1982.01.29,1982,South Africa,Unprovoked,Swimming,N,Y
