Year,Type,Country,Area,Location,Activity,Sex,Fatal
1981,Unprovoked,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,Y
1981,Unprovoked,AUSTRALIA,Queensland,Green Island,Unknown,Unknown,N
1981,Unprovoked,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",Surfing,M,N
1981,Unprovoked,REUNION,Saint-Philippe,Vicendo,Fishing,M,N
1981,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Other,M,N
1981,Unprovoked,USA,Hawaii,"La'au Point, Moloka'i",Diving,M,N
1981,Unprovoked,USA,Florida,"Jupiter Island, Brevard County",Swimming,M,N
1981,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,Unknown
1981,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,N
1981,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,N
1981,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Unknown,N
1981,Unprovoked,USA,Florida,"Tampa Bay, Manatee County",Swimming,M,Y
1981,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,N
1981,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1981,Provoked,USA,Florida,Gulf Island National Seashore Park,Fishing,M,N
1981,Invalid,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",Fishing,M,Y
1981,Unprovoked,USA,Florida,"Marathon, Monroe County",Diving,M,N
1981,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Swimming,F,Y
1981,Unprovoked,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",Surfing,M,N
1981,Unprovoked,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,F,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,N
1981,Unprovoked,USA,Florida,Carter Cay,Fishing,M,N
1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Clansthal,Other,M,N
1981,Boat,ENGLAND,Unknown,Isle of Wight,Fishing,M,N
1981,Invalid,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",Unknown,M,Y
1981,Unprovoked,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",Fishing,M,Y
1981,Unprovoked,SOUTH KOREA,Chungnam,Wae-yeon Island,Diving,F,Y
1981,Unprovoked,USA,Florida,"Sands Cut, Elliot Key",Diving,M,N
1981,Unprovoked,USA,Florida,"Jacksonville, Duval County",Diving,M,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Surfing,M,N
1981,Provoked,NAMIBIA,Eronogo Region,Walvis Bay,Other,M,N
1981,Sea Disaster,BERMUDA,Unknown,Unknown,Other,Unknown,N
1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,M,N
1981,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Bathing,M,N
1981,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,N
1981,Unprovoked,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",Fishing,M,N
1981,Unprovoked,BRAZIL,Rio de Janeiro,Cabo Frio,Diving,Unknown,Unknown
1981,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,N
1981,Unprovoked,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",Other,M,N
1981,Unprovoked,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",Unknown,Unknown,Unknown
1981,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,N
1981,Unprovoked,BRAZIL,Rio de Janeiro,Cabo Frio,Fishing,Unknown,N
1981,Unprovoked,USA,Florida,20 miles from Mayport,Fishing,M,N
1981,Invalid,SOUTH AFRICA,KwaZulu-Natal,Widenham,Swimming,M,Y
1981,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surfing,M,N
1981,Unprovoked,GREECE,Pagasitikos Gulf,Unknown,Fishing,M,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Other,M,N
1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Unknown,Unknown,Y
1980,Unprovoked,REUNION,Grand'Anse,Petite-Ile,Fishing,M,N
1980,Unprovoked,AUSTRALIA,Western Australia,Lancelin,Swimming,M,N
1980,Invalid,SOUTH AFRICA,KwaZulu-Natal,Mnini,Swimming,M,Y
1980,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,Y
1980,Unprovoked,USA,Oregon,Off Umpqua River,Surfing,M,N
1980,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,N
1980,Unprovoked,MEXICO,Unknown,Unknown,Diving,M,Y
1980,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Bathing,F,N
1980,Unprovoked,USA,Hawaii,"Puamana, Lahaina, Maui",Boarding,M,N
1980,Unprovoked,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",Diving,M,N
1980,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Surfing,M,N
1980,Unprovoked,USA,Delaware,Dewey Beach,Bathing,F,N
1980,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,M,N
1980,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1980,Provoked,USA,California,"Off San Clemente Island, Los Angeles County",Diving,F,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fullers Bay,Surfing,M,N
1980,Provoked,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Fishing,M,N
1980,Sea Disaster,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",Other,Unknown,Y
1980,Unprovoked,MEXICO,Sinaloa,Mazatlán,Surfing,F,N
1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Diving,M,Y
1980,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,N
1980,Sea Disaster,PHILIPPINES,Unknown,250 miles southwest of Manila,Other,F,Y
1980,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,M,N
1980,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Ballito,Boarding,M,N
1980,Unprovoked,KENYA,Lamu Archipelago,South of Lamu Island,Fishing,M,N
1980,Provoked,SOUTH AFRICA,KwaZulu-Natal,Ansteys,Fishing,M,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,M,N
1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kings Beach,Swimming,M,N
1980,Unprovoked,CHILE,Los Vilos,"Punta Negra, Pichidangui",Diving,M,Y
1980,Provoked,NORTH ATLANTIC OCEAN,Unknown,Onboard swordfish trawler,Other,M,N
1980,Invalid,GREECE,Island of Kos,Unknown,Surfing,M,N
1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Fishing,M,N
1980,Unprovoked,TONGA,Ha'api,Ha'ano Island,Fishing,M,N
1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,M,N
1979,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Fishing,M,Y
1979,Unprovoked,SOUTH CHINA SEA,Unknown,Unknown,Diving,M,N
1979,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,N
1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Fishing,Unknown,N
1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,M,N
1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Diving,M,N
1979,Unprovoked,HONG KONG,Unknown,Mirs Bay,Swimming,M,Y
1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,Unknown,Unknown,M,Y
1979,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Canoeing,M,N
1979,Unprovoked,THAILAND,Southern Thailand,Unknown,Other,M,Y
1979,Sea Disaster,USA,Florida,10 miles off Cape Canaveral,Swimming,M,N
1979,Invalid,USA,Florida,"Fort Walton Beach, Okaloosa County",Diving,M,Y
1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Fishing,M,N
1979,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Diving,M,Y
1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),Fishing,Unknown,N
1979,Unprovoked,NEW CALEDONIA,North Province,Balade,Unknown,M,Y
1979,Unprovoked,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,N
1979,Unprovoked,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Surfing,M,N
1979,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,N
1979,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",Diving,M,N
1979,Boat,SOUTH AFRICA,Western Cape Province,Seal Island,Unknown,Unknown,N
1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Fishing,M,Y
1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Surfing,M,N
1979,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",Fishing,M,Y
1978,Unprovoked,AUSTRALIA,Queensland,Bribie Island,Unknown,M,N
1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Fishing,M,Y
1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",Surfing,M,N
1978,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,N
1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,M,Y
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Fishing,M,N
1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,M,N
1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Diving,M,N
1978,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",Bathing,M,N
1978,Unprovoked,USA,Florida,Florida Straits,Swimming,M,N
1978,Sea Disaster,USA,South Carolina,Unknown,Other,M,N
1978,Provoked,USA,California,"Newport Beach, Orange County",Fishing,M,N
1978,Unprovoked,USA,Florida,"South of Neptune Beach, Duval County",Surfing,M,N
1978,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,N
1978,Invalid,ITALY,Golfo de Venezia,Acqua alta research platform,Unknown,Unknown,N
1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,N
1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,Diving,M,N
1978,Boat,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",Unknown,Unknown,N
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing,Unknown,N
1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Diving,M,N
1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,M,N
1978,Invalid,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Unknown,M,Y
1978,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,F,N
1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,F,Y
1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,Swimming,M,N
1977,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,N
1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,M,N
1977,Boat,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing,Unknown,N
1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Bathing,M,N
1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Fishing,M,N
1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,M,N
1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Swimming,M,Y
1977,Boat,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,M,N
1977,Unprovoked,USA,California,"McClure Beach, near Tomales Point, Marin County",Surfing,M,N
1977,Invalid,USA,Florida,"St. Petersburg, Pinellas County",Bathing,M,N
1977,Sea Disaster,USA,California,"Off San Diego, San Diego County",Fishing,M,N
1977,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",Fishing,M,N
1977,Unprovoked,USA,Texas,Padre Island,Other,M,N
1977,Boat,SOUTH AFRICA,Western Cape Province,13 km off Knysna ,Fishing,M,N
1977,Invalid,AUSTRALIA,Queensland,Southport,Unknown,M,N
1977,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,Unknown,M,N
1977,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",Swimming,M,N
1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,M,N
1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,Other,M,N
1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,Other,M,Y
1977,Unprovoked,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Surfing,M,N
1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach,Unknown,M,Y
1977,Unprovoked,NEW CALEDONIA,Unknown,I'le Ouen,Unknown,Unknown,N
1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,M,Y
1976,Unprovoked,AUSTRALIA,Queensland,Caloundra,Unknown,M,N
1976,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Diving,M,N
1976,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,Other,M,N
1976,Invalid,AUSTRALIA,Queensland,Southport Bar,Unknown,Unknown,Y
1976,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",Surfing,M,N
1976,Invalid,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,Swimming,M,N
1976,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Fishing,Unknown,N
1976,Boat,SOUTH AFRICA,Western Cape Province,Gordons Bay,Sailing,Unknown,N
1976,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,M,N
1976,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,N
1976,Sea Disaster,NEW CALEDONIA,Unknown,Sarcelle,Other,Unknown,N
1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",Diving,M,N
1976,Sea Disaster,HONG KONG,South China Sea 200 miles from Hong Kong,Unknown,Other,M,Y
1976,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,Y
1976,Unprovoked,USA,Florida,"Sebastian, Indian River County",Surfing,M,N
1976,Unprovoked,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,M,N
1976,Unprovoked,USA,Oregon,Winchester Bay,Surfing,M,N
1976,Unprovoked,USA,Florida,St. Lucie County,Fishing,M,N
1976,Unprovoked,USA,Louisiana,Scofield - Sandy Point,Other,M,N
1976,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Diving,M,Y
1976,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",Diving,M,N
1976,Unprovoked,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,M,N
1976,Provoked,ITALY,Reggio Calabria Province,Bovalino,Fishing,M,N
1976,Boat,AUSTRALIA,Queensland,Off Stradbroke Island,Other,F,N
1976,Boat,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,Fishing,Unknown,N
1976,Invalid,USA,Texas,Galveston Island,Unknown,Unknown,Y
1976,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,N
1976,Boat,SOUTH AFRICA,Western Cape Province,Robberg Point,Fishing,Unknown,N
1976,Boat,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",Unknown,Unknown,N
1976,Boat,SOUTH AFRICA,Western Cape Province,False Bay,Other,Unknown,N
1976,Provoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Fishing,Unknown,N
1976,Unprovoked,AUSTRALIA,Queensland,Harvey Bay,Unknown,F,N
1976,Provoked,SOUTH AFRICA,Western Cape Province,Kalk Bay,Fishing,Unknown,N
1976,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",Fishing,M,N
1976,Unprovoked,NEW ZEALAND,North Island,"Te Kaha, East coast",Fishing,M,Y
1976,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",Diving,M,Y
1975,Boat,AUSTRALIA,South Australia,Glenelg,Other,Unknown,N
1975,Unprovoked,USA,California,Farallon Islands,Fishing,M,N
1975,Provoked,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",Other,M,N
1975,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",Bathing,M,N
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Bathing,M,N
1975,Unprovoked,AUSTRALIA,Queensland,Lookout Point,Unknown,M,N
1975,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,N
1975,Invalid,USA,New Jersey,"Sandy Hook, Monmouth County",Surfing,M,N
1975,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",Surfing,M,N
1975,Invalid,USA,California,"Seal Beach, Orange County",Surfing,Unknown,Unknown
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Other,M,N
1975,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Surfing,M,N
1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,N
1975,Unprovoked,USA,California,"Usal Creek, Bear Harbor, Mendocino County",Diving,M,N
1975,Unprovoked,HONG KONG,Mirs Bay ,Unknown,Swimming,M,N
1975,Sea Disaster,USA,Oregon,Unknown,Other,F,Y
1975,Unprovoked,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",Diving,M,Y
1975,Unprovoked,USA,Florida,"Off Hutchinson Island, St Lucie County",Diving,M,N
1975,Unprovoked,AUSTRALIA,Queensland,Maroochydore,Surfing,M,N
1975,Unprovoked,USA,California,"Perch Rock, Point Conception, Santa Barbara County",Surfing,M,N
1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Diving,M,N
1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,N
1975,Provoked,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",Fishing,M,N
1975,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,N
1975,Unprovoked,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",Swimming,M,N
1975,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Bathing,F,N
1975,Unprovoked,USA,Alabama,5 miles off the coast,Swimming,M,N
1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,N
1975,Provoked,USA,Florida," New Smyrna Beach, Volusia County",Unknown,M,N
1975,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1975,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,F,N
1975,Invalid,ITALY,Genoa Province,Cervara,Diving,M,N
1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Unknown,M,Y
1975,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Fishing,M,N
1975,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,M,Y
1975,Unprovoked,AUSTRALIA,Queensland,Mornington Island,Unknown,F,N
1975,Unprovoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,N
1975,Provoked,AUSTRALIA,Queensland,Southport Aquarium,Diving,Unknown,N
1975,Provoked,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",Other,M,N
1975,Sea Disaster,BANGLADESH,Ganges-Brahmaputra delta,Unknown,Other,Unknown,Y
1975,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,N
1975,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Unknown,Unknown,N
1975,Unprovoked,AUSTRALIA,South Australia,(Point Sinclair) Penong,Swimming,M,Y
1975,Unprovoked,AUSTRALIA,Victoria,Anglesea,Fishing,M,N
1975,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,Unknown,M,N
1975,Provoked,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",Fishing,M,N
1975,Unprovoked,AUSTRALIA,South Australia,Coffin Bay,Surfing,M,Y
1975,Unprovoked,BERMUDA,Unknown,Unknown,Fishing,M,N
1975,Unprovoked,REUNION,Unknown,Unknown,Unknown,M,Y
1974,Unprovoked,AUSTRALIA,Western Australia,Geographe Bay,Unknown,Unknown,N
1974,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Bathing,M,N
1974,Unprovoked,USA,California,"North of Point Sur, Monterey County",Surfing,M,N
1974,Unprovoked,USA,California,"North Farallon Island, Farallon Islands",Diving,M,N
1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,F,N
1974,Unprovoked,USA,California,"Franklin Point, San Mateo County",Surfing,M,N
1974,Sea Disaster,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",Fishing,M,N
1974,Unprovoked,USA,Oregon,Myers Creek,Surfing,M,N
1974,Unprovoked,HONG KONG,Mirs Bay ,Unknown,Swimming,M,N
1974,Unprovoked,HONG KONG,Mirs Bay ,Unknown,Swimming,M,Y
1974,Unprovoked,CROATIA, Split-Dalmatia County," Lokva Rogoznica, Omis",Unknown,M,Y
1974,Unprovoked,USA,California,"San Gregorio Beach, San Mateo County",Surfing,M,N
1974,Unprovoked,USA,California,"Albion Cove, Albion, Mendocino County",Diving,M,N
1974,Unprovoked,USA,Georgia,"Back River, Savannah Beach, Chatham County",Swimming,M,Y
1974,Sea Disaster,USA,Florida ,Gulf of Mexico,Other,M,Y
1974,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,N
1974,Unprovoked,USA,California,"Tomales Point, Marin County",Surfing,M,N
1974,Sea Disaster,BRAZIL,Unknown,Unknown,Fishing,M,Y
1974,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Fishing,M,N
1974,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,Bathing,M,N
1974,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,F,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Surfing,M,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Surfing,M,N
1974,Boat,SOUTH AFRICA,Western Cape Province,Macassar,Fishing,Unknown,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",Swimming,M,N
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Other,M,N
1974,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Diving,M,Y
1974,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,N
1974,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,Y
1974,Unprovoked,AUSTRALIA,Western Australia,Emu Channel,Fishing,M,N
1974,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Preluka Harbour,Unknown,Unknown,Y
1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Fishing,M,N
1973,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,Y
1973,Unprovoked,PHILIPPINES,Luzon,Unknown,Swimming,M,Y
1973,Unprovoked,USA,Hawaii,"Kalama Beach, Kihei, Maui",Swimming,M,N
1973,Unprovoked,MEXICO,Guerrero,Acapulco Bay,Swimming,M,Y
1973,Unprovoked,AUSTRALIA,Western Australia,Swan River,Unknown,Unknown,N
1973,Unprovoked,USA,Florida,"Ormond By The Sea, Volusia County",Surfing,M,N
1973,Unprovoked,AUSTRALIA,Queensland,Gin Arm Creek,Unknown,Unknown,N
1973,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Mission Rocks,Fishing,Unknown,Y
1973,Unprovoked,BAHAMAS,Grand Bahama Island,"Memory Rock, 18 miles from NW end of the Island",Fishing,M,N
1973,Unprovoked,HONG KONG,Mirs Bay ,Unknown,Swimming,M,Y
1973,Unprovoked,MEXICO,Baja California,Guadalupe Island,Fishing,M,Y
1973,Unprovoked,EGYPT,Red Sea,Southern end of the Sinai Peninsula,Unknown,M,N
1973,Unprovoked,AUSTRALIA,Queensland,Palm Cove Beach,Unknown,Unknown,Unknown
1973,Unprovoked,AUSTRALIA,Queensland,"Point Lookout, Stradbroke Island",Surfing,M,N
1973,Unprovoked,USA,Virginia,False Cape,Other,M,N
1973,Unprovoked,HONG KONG,Unknown,Unknown,Swimming,M,N
1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Bathing,M,Y
1973,Unprovoked,AUSTRALIA,Queensland,Palm Island,Unknown,M,N
1973,Unprovoked,MOZAMBIQUE,Gaza,"Chongeone, Xai Xai",Fishing,M,Y
1973,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing,M,N
1973,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Swimming,Unknown,Y
1973,Provoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Fishing,M,N
1973,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Surfing,M,N
1973,Unprovoked,PALAU,Aulong Island,Aulong Channel,Diving,M,N
1973,Unprovoked,PALAU,Western Caroline Islands,Unknown,Diving,M,N
1973,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,N
1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Bathing,M,N
1972,Unprovoked,MOZAMBIQUE,Gaza,Xai Xai,Swimming,M,N
1972,Unprovoked,MEXICO,Guerrero,"Revolcadero Beach, Acapulco",Surfing,M,Y
1972,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,M,N
1972,Unprovoked,AUSTRALIA,Queensland,Currumbin Rock,Unknown,M,N
1972,Provoked,AUSTRALIA,New South Wales,"Marineland, Sydney",Unknown,Unknown,N
1972,Unprovoked,REUNION,Saint-Philippe,Basse Vallée,Fishing,Unknown,Y
1972,Unprovoked,AUSTRALIA,Queensland,"Stevens Reef, 70 miles from Mackay",Fishing,M,N
1972,Unprovoked,AUSTRALIA,New South Wales,Tabourie Beach,Surfing,M,N
1972,Unprovoked,USA,US Virgin Islands,"St. Croix, Cane Bay",Diving,M,Y
1972,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
1972,Unprovoked,NEW ZEALAND,North Island,Wanganui,Swimming,M,N
1972,Unprovoked,USA,California,"Point Sur, Monterey County",Surfing,M,N
1972,Invalid,MOZAMBIQUE,Maputo Province,Inhaca Island,Swimming,F,N
1972,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,N
1972,Unprovoked,USA,Hawaii,"Waimanu, Honoka'a, Hawai'i",Fishing,M,N
