Year,Type,Country,Area,Location,Activity,Sex,Fatal
1923,Invalid,AUSTRALIA,New South Wales,Bellinger Head,Fishing,M,Y
1923,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,Y
1923,Boat,AUSTRALIA,New South Wales," Black Head, south of Taree",Fishing,Unknown,N
1923,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,N
1923,Unprovoked,GUYANA,Demerara County,Off the Demerara River ,Fishing,M,N
1923,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,N
1923,Boat,AUSTRALIA,New South Wales,Bellambi Reef,Swimming,M,Y
1923,Boat,MEXICO,Vera Cruz,Outside Vera Cruz Harbor,Other,Unknown,N
1923,Unprovoked,AUSTRALIA,Western Australia,"Southgates, near Geraldton",Bathing,M,N
1923,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,Y
1923,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Diving,M,N
1923,Unprovoked,USA,Puerto Rico,San Juan,Swimming,M,N
1923,Invalid,AUSTRALIA,Western Australia,Bunbury,Unknown,M,Unknown
1923,Unprovoked,AUSTRALIA,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,M,Y
1923,Invalid,CUBA,Caribbean Sea,20 miles from Havana,Other,M,Y
1923,Boat,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,N
1923,Unprovoked,PHILIPPINES, Manila Bay,Fort Drum,Unknown,M,Y
1923,Provoked,USA,New Jersey,Ocean City (offshore),Fishing,M,N
1922,Provoked,USA,New Jersey,Ocean City (offshore),Fishing,M,N
1922,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,Y
1922,Unprovoked,AUSTRALIA,Queensland,Pialba Beach near Maryborough,Other,M,Y
1922,Unprovoked,BARBADOS,Lucy,Pie Corner,Fishing,M,Y
1922,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,Unknown
1922,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i",Diving,M,N
1922,Unprovoked,ENGLAND,East Yorkshire,Hornsea,Swimming,M,Y
1922,Boat,USA,Massachusetts,Nahant,Fishing,Unknown,N
1922,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Unknown,M,N
1922,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Swimming,F,Y
1922,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Swimming,M,Y
1922,Unprovoked,SOUTH AFRICA,Western Cape Province,"Simons Town, False Bay",Swimming,M,N
1922,Unprovoked,AUSTRALIA,New South Wales,Hawkesbury River,Swimming,M,Y
1922,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,N
1922,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Bathing,F,Y
1922,Unprovoked,AUSTRALIA,New South Wales,Coogee,Other,M,Y
1922,Invalid,AUSTRALIA,New South Wales,"Bilgola Beach, Sydney",Swimming,M,Y
1922,Unprovoked,AUSTRALIA,New South Wales,Coogee ,Swimming,M,Y
1922,Unprovoked,IRAQ,Unknown,Shatt-al Arab River,Bathing,M,Y
1922,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Swimming,M,Y
1922,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Bathing,M,N
1922,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Surfing,M,Y
1921,Unprovoked,AUSTRALIA,Queensland,Fitzroy River at  Rockhampton,Swimming,M,N
1921,Unprovoked,AUSTRALIA,Queensland,"Gays Corner, Bulimba Reach of Brisbane River",Other,M,Y
1921,Unprovoked,AUSTRALIA,Queensland,"Gays Corner, Bulimba Reach of Brisbane River",Bathing,M,N
1921,Unprovoked,FIJI,Viti Levu Island,Rewa River,Swimming,Unknown,Y
1921,Unprovoked,AUSTRALIA,Queensland,Off Hinchinbrook Island,Diving,M,N
1921,Unprovoked,AUSTRALIA,Queensland,Barrier Reef,Diving,M,Y
1921,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,N
1921,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Unknown,M,N
1921,Unprovoked,PHILIPPINES,Luzon Island,"Fort Frank, Manila Bay",Swimming,M,Y
1921,Invalid,PHILIPPINES,"Cavite Province, Luzon",Unknown,Unknown,Unknown,Unknown
1920,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Bathing,M,N
1921,Unprovoked,HAITI,Cape Haitien,Marine Dock,Diving,M,Y
1920,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Bathing,M,N
1920,Sea Disaster,PHILIPPINES,Leyte,Unknown,Other,Unknown,Y
1920,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming,M,Y
1920,Unprovoked,AUSTRALIA,Torres Strait,200 miles from MacKay,Diving,M,N
1920,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming,M,N
1920,Provoked,CANADA,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Other,Unknown,N
1920,Unprovoked,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay",Swimming,M,N
1920,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Diving,M,N
1920,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Zwartkops River,Swimming,F,N
1920,Unprovoked,AUSTRALIA,Torres Strait,Arlington Reef,Diving,M,Y
1920,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,Y
1920,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Boarding,M,Y
1920,Unprovoked,NEW ZEALAND,North Island,"Stanley Bay, Auckland Harbor",Unknown,F,N
1920,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River,Other,M,N
1919,Unprovoked,AUSTRALIA,Queensland,Brible Island,Swimming,M,N
1919,Unprovoked,AUSTRALIA,New South Wales,"Pelican Island, Macleay River",Swimming,M,Y
1919,Unprovoked,AUSTRALIA,Northern Territory,Darwin,Other,M,N
1919,Unprovoked,COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,Swimming,M,Y
1919,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,N
1919,Unprovoked,USA,South Carolina,"James Island Sound, Charleston",Swimming,M,N
1919,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Other,M,Y
1919,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Other,M,Unknown
1919,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,N
1919,Unprovoked,NEW ZEALAND,South Island,"Tahuna Beach, Nelson",Swimming,F,N
1919,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,Y
1919,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Bathing,M,Y
1919,Boat,ITALY,Unknown,Savona,Fishing,M,N
1919,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,N
1918,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,Y
1918,Sea Disaster,SAN DOMINGO,60 miles north of San Domingo in the West Indies,Muchoir Banks,Boarding,M,Y
1918,Unprovoked,AUSTRALIA,Queensland,Townsville,Bathing,M,Y
1918,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,N
1918,Unprovoked,AUSTRALIA,Queensland,Near Cairns,Diving,M,N
1917,Unprovoked,AUSTRALIA,Western Australia,Port Hedland,Swimming,M,N
1917,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Other,M,Y
1917,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County",Swimming,M,N
1917,Provoked,USA,Hawaii,"Nanakuli, Oahu",Other,M,N
1917,Unprovoked,PANAMA,Colon,Unknown,Swimming,M,Y
1917,Unprovoked,USA,Florida,Florida Keys ,Diving,M,Y
1917,Sea Disaster,IRELAND,Off Ireland,82 miles from Fastnet,Other,M,Y
1917,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming,M,N
1917,Unprovoked,PHILIPPINES,Luzon Island,Canacao Bay,Swimming,M,Y
1917,Unprovoked,KUWAIT,Unknown,Unknown,Diving,M,N
1917,Unprovoked,LIBYA,Mediterranean Sea,Tripoli,Diving,M,N
1916,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Bathing,M,N
1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Other,M,Y
1916,Unprovoked,AUSTRALIA,New South Wales,"Seven Shillings Beach, Middle Harbor, Sydney (Estuary)",Swimming,F,N
1916,Provoked,PANAMA,Unknown,Panama Canal,Unknown,M,N
1916,Unprovoked,AUSTRALIA,Queensland,Townsville,Swimming,M,Y
1916,Unprovoked,AUSTRALIA,Queensland,"Kissing Point Camp, Townsville",Bathing,M,Y
1916,Provoked,USA,Florida,"Sewells Point, near Palm Beach",Fishing,M,Y
1916,Unprovoked,USA,Louisiana,Grand Lake,Other,M,N
1916,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,N
1916,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,F,N
1916,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,N
1916,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,N
1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,Y
1916,Sea Disaster,BAHAMAS,Unknown,50 miles off Bahamas,Other,M,Y
1916,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,N
1916,Unprovoked,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,M,N
1916,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,Y
1916,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,Y
1916,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,N
1916,Unprovoked,ATLANTIC OCEAN,Unknown,Unknown,Boarding,M,Y
1916,Provoked,USA,Florida,Unknown,Unknown,M,N
1916,Unprovoked,AUSTRALIA,New South Wales,Manley Beach,Swimming,M,Y
1916,Unprovoked,AUSTRALIA,Victoria,Carrum,Other,M,Y
1916,Unprovoked,AUSTRALIA,New South Wales,Curl Curl,Bathing,M,N
1915,Unprovoked,AUSTRALIA,Torres Strait, Thursday Island,Diving,M,N
1915,Unprovoked,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,M,N
1915,Unprovoked,AUSTRALIA,New South Wales,Manly,Bathing,M,N
1915,Unprovoked,USA,Florida,"St. Augustine, St Johns County",Unknown,M,N
1915,Unprovoked,MEXICO,Tamaulipas,Tampico,Fishing,M,Y
1915,Unprovoked,MEXICO,Unknown,Santa Maria Bar,Bathing,M,Y
1915,Invalid,EGYPT,Unknown,Alexandria,Boarding,M,Y
1915,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Surfing,M,N
1915,Unprovoked,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,M,N
1915,Invalid,NEW ZEALAND,North Island,Otaki,Fishing,M,Y
1915,Unprovoked,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,M,Y
1915,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",Unknown,M,Unknown
1914,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Swimming,M,N
1914,Sea Disaster,SAMOA,Apolima Strait,Opposite Apelima &  Manona,Boarding,F,N
1914,Unprovoked,JAMAICA,Kingston Parish,Port Royal,Boarding,M,Y
1914,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,Y
1914,Unprovoked,CROATIA,Zadar County,Biograd na moru,Other,F,N
1914,Provoked,USA,Louisiana,New Orleans,Fishing,M,N
1914,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka,Unknown,M,N
1914,Boat,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing,M,N
1914,Unprovoked,AUSTRALIA,Victoria,Sandringham,Bathing,M,Y
1914,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming,M,Y
1914,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,N
1914,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,Y
1914,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Other,M,Y
1914,Unprovoked,AUSTRALIA,South Australia,Marion Bay,Bathing,M,N
1914,Unprovoked,AUSTRALIA,New South Wales,Paramatta River,Canoeing,M,N
1914,Unprovoked,AUSTRALIA,Queensland,Brisbane,Bathing,F,N
1914,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Unknown,F,Unknown
1913,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing,Unknown,N
1913,Unprovoked,NIGERIA,Lagos ,Lagos,Sailing,M,Y
1913,Unprovoked,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,M,N
1913,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",Unknown,M,N
1913,Provoked,CROATIA,Istria County,Pula,Unknown,M,N
1913,Invalid,USA,New Jersey,"Lavalette, Ocean County",Unknown,M,Unknown
1913,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",Unknown,F,Unknown
1913,Invalid,ITALY,Trieste,Unknown,Unknown,Unknown,Y
1913,Unprovoked,USA,South Carolina,Charleston,Unknown,M,Y
1913,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,N
1913,Provoked,AUSTRALIA,New South Wales,Unknown,Other,M,N
1913,Unprovoked,SAMOA,Upolu Island,Apia Harbor,Unknown,M,N
1913,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,N
1913,Unprovoked,REUNION,Saint-Denis,Barachoise bridge,Swimming,M,Y
1913,Unprovoked,REUNION,5aint-Denis,Barachois,Swimming,M,Y
1913,Unprovoked,AUSTRALIA,Victoria,Brighton,Unknown,M,N
1912,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,Y
1912,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,N
1912,Unprovoked,SOLOMON ISLANDS,Central Province,Savo,Bathing,M,Y
1912,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Unknown,M,Unknown
1912,Unprovoked,NEW ZEALAND,North Island,Takapuna,Swimming,M,N
1912,Provoked,AUSTRALIA,Western Australia,Bunbury,Diving,M,N
1912,Unprovoked,AUSTRALIA,New South Wales,Coogee,Swimming,M,N
1912,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,M,N
1912,Unprovoked,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,M,Y
1912,Unprovoked,FIJI,Viti Levu group,Beqa,Boarding,M,Y
1912,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,Unknown,M,N
1912,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,Y
1912,Unprovoked,SPAIN,Balearics,Isla Cabrera,Other,M,Y
1911,Invalid,USA,Florida,"Pensacola Bay, Escambia County",Unknown,M,Y
1911,Unprovoked,USA,South Carolina,Off Charleston,Boarding,M,Y
1911,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,N
1911,Unprovoked,USA,Texas,Galveston Ship Channel,Boarding,M,Y
1911,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Swimming,M,Y
1911,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,N
1911,Unprovoked,SPAIN,Málaga ,Ceuta,Bathing,M,Y
1911,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,N
1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,M,Y
1911,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,N
1911,Unprovoked,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,M,Y
1911,Boat,NEW ZEALAND,Chatham Islands,Unknown,Fishing,Unknown,N
1911,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,M,Y
1911,Sea Disaster,AUSTRALIA,Western Australia,Off Legendre Island,Other,M,N
1911,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,N
1911,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,M,Y
1910,Invalid,CROATIA, Primorje-Gorski Kotar County,Rijeka,Unknown,M,Y
1910,Sea Disaster,AUSTRALIA,Western Australia,Fremantle,Other,M,Y
1910,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,Unknown,Fishing,M,N
1910,Unprovoked,AUSTRALIA,Queensland,Mackay,Bathing,M,N
1910,Unprovoked,MEXICO,Unknown,LaBarra,Swimming,M,N
1910,Sea Disaster,MOZAMBIQUE,Zambesi River,Portuguese territory,Swimming,Unknown,Y
1910,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",Other,M,N
1910,Unprovoked,PANAMA,Colón Province,Cristobal,Boarding,M,Y
1910,Unprovoked,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,M,N
1910,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu",Diving,M,N
1910,Unprovoked,AUSTRALIA,Western Australia,Bunbury,Surfing,M,N
1910,Unprovoked,AUSTRALIA,New South Wales,Newcastle Harbor,Unknown,M,Y
1910,Invalid,USA,Hawaii,"Hilo, Hawai'i",Fishing,M,Y
1910,Unprovoked,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,M,Unknown
1909,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",Unknown,M,N
1909,Unprovoked,AUSTRALIA,New South Wales,20 miles off Sydney,Boarding,M,Y
1909,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,M,N
1909,Sea Disaster,INDONESIA,30 nm from Singapore,Rhio Strait,Boarding,Unknown,Y
1909,Provoked,USA,Delaware,"Lewes, Sussex County",Other,M,N
1909,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fishing,M,Y
1909,Unprovoked,USA,New York,Rockaway,Fishing,M,N
1909,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,N
1909,Unprovoked,MEXICO,Guerrero,Zacatula,Bathing,F,Y
1909,Unprovoked,SOUTH AFRICA,Western Cape Province,Cape Town,Unknown,M,Y
1909,Sea Disaster,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane",Boarding,M,Y
1909,Provoked,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Fishing,M,N
1909,Invalid,USA,Hawaii,"Pa'uwela, Maui",Other,F,Y
1909,Unprovoked,TUNISIA,Sfax,Unknown,Diving,M,Y
1909,Sea Disaster,SOUTH AFRICA,South Atlantic Ocean,Possession Island,Other,F,Y
1909,Invalid,Unknown,Unknown,Near the equator,Boarding,M,Y
1909,Invalid,ITALY,Sicily,"Off Capo San Croce, near Augusta (Catania)",Other,Unknown,Y
1909,Unprovoked,AUSTRALIA,New South Wales,Woy Woy,Unknown,Unknown,N
1908,Unprovoked,SOUTH AFRICA,Western Cape Province,Stilbaai,Swimming,M,Y
1908,Unprovoked,MEXICO,Quintana Roo,Unknown,Swimming,M,Y
1908,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Other,M,Y
1908,Unprovoked,USA,California,"Redondo, Los Angeles County",Fishing,M,N
1908,Unprovoked,SPAIN,Galicia,Cape Finisterre,Boarding,M,Y
1908,Invalid,SPAIN,Canary Islands,"Tazacorte, La Palma",Unknown,Unknown,Y
1908,Unprovoked,CROATIA,Adriatic Sea,Medola,Sailing,F,Y
1908,Unprovoked,EGYPT,Gulf of Suez,Off Ras Gharib,Other,M,Y
1908,Sea Disaster,USA,Georgia,Unknown,Other,M,Y
1908,Sea Disaster,PAPUA NEW GUINEA,New Britain,Matupi,Other,Unknown,Y
1908,Sea Disaster,INDONESIA,Java,Jakarta Harbor,Other,Unknown,Y
1908,Invalid,USA,Florida," Marathon, Monroe County",Unknown,M,Y
1908,Unprovoked,USA,Hawaii,"Mana, Kaua'i",Other,M,Y
1907,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",Bathing,M,Y
1907,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Bathing,M,Y
1907,Unprovoked,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,M,N
1907,Unprovoked,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,M,Y
1907,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",Bathing,M,N
1907,Invalid,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),Boarding,M,N
1907,Unprovoked,USA,Hawaii," Kalepolepo, Kihei, Maui",Diving,M,N
1907,Invalid,ENGLAND,English Channel,Unknown,Swimming,M,N
1907,Unprovoked,CROATIA," Split-Dalmatia Count,","Sucurja, Hvar Island,",Swimming,F,Y
1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Krk Island,Swimming,F,Y
1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Krk Island,Swimming,M,Y
1907,Unprovoked,USA,New Jersey,Lower Delaware Bay,Bathing,M,N
1907,Unprovoked,CROATIA," Split-Dalmatia Count,","Su?uraj, Hvar Island",Swimming,F,Y
1907,Invalid,AUSTRALIA,Queensland,Karra Garra,Other,M,Y
1907,Unprovoked,USA,South Carolina,Small creek near Coles Island,Swimming,M,N
1907,Unprovoked,MEXICO,Oaxaca,Salina Cruz,Bathing,M,N
1907,Unprovoked,USA,Florida,"Garden Key, Charlotte County",Fishing,M,Y
1907,Unprovoked,MALTA,Harare Province,Marsaskala,Fishing,M,Y
1907,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,Canoeing,M,N
1907,Unprovoked,NEW ZEALAND,South Island,Port Moeraki,Bathing,M,Y
1907,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,Y
1907,Unprovoked,VIETNAM,Khánh Hòa Province,Nha Trang,Fishing,M,N
1907,Unprovoked,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",Fishing,M,Y
1906,Unprovoked,JAMAICA,Westmoreland Parish,Cabaritta River mouth,Fishing,M,N
1906,Unprovoked,USA,Hawaii,Unknown,Unknown,M,N
1906,Unprovoked,USA,Hawaii,Unknown,Swimming,M,Y
1906,Unprovoked,USA,Hawaii,Unknown,Diving,M,N
1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,N
1906,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,M,Y
1906,Unprovoked,AUSTRALIA,Torres Strait,Mabiuag,Swimming,M,Y
1906,Provoked,USA,California,"Avalon, Los Angeles County",Fishing,M,N
1906,Unprovoked,YEMEN ,Aden,Unknown,Diving,M,N
1906,Unprovoked,USA,Maryland,"Tangier Sound, Somerset County",Boarding,M,Y
1906,Unprovoked,USA,Mississippi,"Bay St. Louis, Hancock County",Swimming,M,Y
1906,Invalid,MOZAMBIQUE,Maputo Province,Lourenco Marques,Unknown,M,Y
1906,Unprovoked,INDONESIA,Maluku Province,Aru Islands,Diving,M,Y
1906,Provoked,AUSTRALIA,Victoria,Western Port Bay,Other,M,N
1906,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving,M,Y
1906,Sea Disaster,INDONESIA,Unknown,40 miles from Tahane Island,Other,M,Y
1906,Invalid,AUSTRALIA,New South Wales,Moodie Beach,Other,M,Y
1906,Invalid,NEW ZEALAND,North Island,Mototapu Island,Swimming,M,Y
1906,Unprovoked,AUSTRALIA,New South Wales,Georges River,Bathing,M,Y
1906,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Other,M,Y
1905,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",Swimming,M,Y
1905,Invalid,AUSTRALIA,Western Australia,Geraldton,Bathing,M,N
1905,Invalid,MEDITERRANEAN SEA?,Unknown,Unknown,Other,M,Y
1905,Unprovoked,AUSTRALIA,New South Wales,"Waverly, Sydney",Swimming,M,Y
1905,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,N
1905,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay,Bathing,M,N
1905,Unprovoked,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Bathing,M,Y
1905,Invalid,ITALY,Unknown,Naples,Unknown,M,Y
1905,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Fishing,M,Y
1905,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,M,N
1905,Unprovoked,AUSTRALIA,New South Wales,Lismore,Bathing,M,N
1905,Invalid,AUSTRALIA,Tasmania,Bridport,Bathing,Unknown,Y
1905,Invalid,AUSTRALIA,Victoria,Elwood,Bathing,M,Y
1905,Boat,USA,North Carolina,"Cape Lookout, Carteret County",Other,Unknown,N
1904,Unprovoked,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",Other,M,N
1904,Unprovoked,INDIAN OCEAN,Between Noumea & Sydney,Unknown,Boarding,M,Y
1904,Unprovoked,CUBA,Havana Province,Havana Harbor,Boarding,M,Y
1904,Unprovoked,CUBA,Villa Clara Province,Caibarien Harbor,Other,M,Y
1904,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,M,N
1904,Unprovoked,USA,Texas,Unknown,Swimming,M,Y
1904,Unprovoked,ITALY,Ancona Province,Ancona,Swimming,M,Y
1904,Unprovoked,AUSTRALIA,Queensland,Brisbane,Swimming,M,Y
1904,Unprovoked,NEW ZEALAND,North Island,Waitara,Swimming,M,Y
1904,Unprovoked,NEW CALEDONIA,South Province,Noumea,Bathing,M,Y
1904,Invalid,USA,Unknown,Unknown,Diving,M,N
1904,Unprovoked,PHILIPPINES,Quezon,Tayabas,Bathing,M,N
1904,Unprovoked,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",Swimming,M,Y
1903,Unprovoked,CUBA,Havana Province,Havana Harbor,Boarding,M,Y
1903,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Fishing,M,N
1903,Unprovoked,FALKLAND ISLANDS,Unknown,Unknown,Swimming,M,N
1903,Unprovoked,AUSTRALIA,New South Wales,Georges River,Swimming,M,Y
1903,Unprovoked,MEXICO,Veracruz,Coatzacoalcos,Bathing,M,Y
1903,Unprovoked,AUSTRALIA,New South Wales,Sydney,Other,M,Y
1903,Unprovoked,AUSTRALIA,Queensland,Logan River,Swimming,M,Y
1903,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Unknown,M,Y
1903,Unprovoked,CRETE,Unknown,Unknown,Diving,M,Y
1903,Unprovoked,USA,Hawaii,"Koko Head, south side of O'ahu Island",Fishing,M,Y
1902,Unprovoked,NICARAGUA,Rio San Juan,Greytown,Swimming,M,Y
1902,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney ",Swimming,M,Y
