,Year,Ocean_Sea
4867,1928,NORTH_PACIFIC
4868,1928,GULF_OF_MEXICO
4869,1928,NORTH_ATLANTIC
4872,1928,NORTH_ATLANTIC
4876,1928,CARIBBEAN_SEA
4881,1928,NORTH_PACIFIC
4882,1928,NORTH_PACIFIC
4884,1928,NORTH_ATLANTIC
4885,1928,NORTH_ATLANTIC
4891,1927,SOUTH_ATLANTIC
4900,1927,NORTH_PACIFIC
4904,1927,NORTH_PACIFIC
4912,1926,NORTH_ATLANTIC
4914,1926,NORTH_ATLANTIC
4916,1926,NORTH_ATLANTIC
4917,1926,NORTH_PACIFIC
4919,1926,NORTH_PACIFIC
4921,1926,NORTH_PACIFIC
4930,1925,CARIBBEAN_SEA
4931,1925,CARIBBEAN_SEA
4934,1925,NORTH_ATLANTIC
4936,1925,CARIBBEAN_SEA
4940,1925,NORTH_ATLANTIC
4941,1925,NORTH_ATLANTIC
4943,1924,GULF_OF_MEXICO
4945,1924,CARIBBEAN_SEA
4948,1924,NORTH_ATLANTIC
4950,1924,NORTH_PACIFIC
4951,1924,NORTH_ATLANTIC
4969,1923,CARIBBEAN_SEA
4972,1923,GULF_OF_MEXICO
4976,1923,CARIBBEAN_SEA
4979,1923,CARIBBEAN_SEA
4980,1923,NORTH_ATLANTIC
4982,1923,NORTH_ATLANTIC
4983,1922,NORTH_ATLANTIC
4984,1922,CARIBBEAN_SEA
4986,1922,CARIBBEAN_SEA
4988,1922,NORTH_PACIFIC
4990,1922,NORTH_ATLANTIC
4991,1922,NORTH_ATLANTIC
4992,1922,NORTH_ATLANTIC
4993,1922,CARIBBEAN_SEA
4996,1922,CARIBBEAN_SEA
4997,1922,CARIBBEAN_SEA
5016,1921,CARIBBEAN_SEA
5019,1920,NORTH_ATLANTIC
5021,1920,NORTH_ATLANTIC
5022,1920,NORTH_ATLANTIC
5028,1920,CARIBBEAN_SEA
5035,1919,NORTH_ATLANTIC
5036,1919,NORTH_ATLANTIC
5037,1919,NORTH_ATLANTIC
5044,1919,NORTH_ATLANTIC
5045,1918,NORTH_PACIFIC
5046,1918,CARIBBEAN_SEA
5052,1917,NORTH_ATLANTIC
5053,1917,NORTH_PACIFIC
5054,1917,CARIBBEAN_SEA
5055,1917,NORTH_ATLANTIC
5057,1917,NORTH_ATLANTIC
5067,1916,NORTH_ATLANTIC
5068,1916,NORTH_ATLANTIC
5069,1916,NORTH_ATLANTIC
5070,1916,NORTH_ATLANTIC
5071,1916,NORTH_ATLANTIC
5072,1916,NORTH_ATLANTIC
5073,1916,NORTH_ATLANTIC
5074,1916,NORTH_ATLANTIC
5075,1916,NORTH_ATLANTIC
5078,1916,NORTH_ATLANTIC
5079,1916,NORTH_ATLANTIC
5080,1916,NORTH_ATLANTIC
5082,1916,NORTH_ATLANTIC
5089,1915,NORTH_ATLANTIC
5090,1915,GULF_OF_MEXICO
5097,1915,NORTH_ATLANTIC
5100,1914,CARIBBEAN_SEA
5101,1914,NORTH_ATLANTIC
5103,1914,NORTH_ATLANTIC
5108,1914,NORTH_ATLANTIC
5109,1914,NORTH_ATLANTIC
5110,1914,NORTH_PACIFIC
5115,1913,NORTH_ATLANTIC
5118,1913,NORTH_ATLANTIC
5120,1913,NORTH_ATLANTIC
5121,1913,NORTH_ATLANTIC
5123,1913,NORTH_ATLANTIC
5124,1913,NORTH_ATLANTIC
5131,1912,GULF_OF_MEXICO
5132,1912,NORTH_ATLANTIC
5144,1911,NORTH_ATLANTIC
5145,1911,NORTH_ATLANTIC
5147,1911,GULF_OF_MEXICO
5148,1911,NORTH_ATLANTIC
5149,1911,NORTH_ATLANTIC
5151,1911,NORTH_ATLANTIC
5153,1911,GULF_OF_MEXICO
5158,1911,GULF_OF_MEXICO
5166,1910,GULF_OF_MEXICO
5167,1910,CARIBBEAN_SEA
5169,1910,NORTH_PACIFIC
5172,1910,NORTH_PACIFIC
5174,1909,NORTH_ATLANTIC
5178,1909,NORTH_ATLANTIC
5179,1909,NORTH_ATLANTIC
5180,1909,NORTH_ATLANTIC
5181,1909,NORTH_ATLANTIC
5182,1909,NORTH_PACIFIC
5186,1909,NORTH_PACIFIC
5193,1908,GULF_OF_MEXICO
5195,1908,NORTH_PACIFIC
5200,1908,GULF_OF_MEXICO
5203,1908,NORTH_ATLANTIC
5204,1908,NORTH_PACIFIC
5210,1907,CARIBBEAN_SEA
5211,1907,NORTH_PACIFIC
5216,1907,NORTH_ATLANTIC
5219,1907,NORTH_ATLANTIC
5220,1907,NORTH_PACIFIC
5221,1907,NORTH_ATLANTIC
5227,1907,NORTH_PACIFIC
5228,1906,CARIBBEAN_SEA
5229,1906,NORTH_PACIFIC
5230,1906,NORTH_PACIFIC
5231,1906,NORTH_PACIFIC
5232,1906,NORTH_PACIFIC
5236,1906,NORTH_PACIFIC
5238,1906,NORTH_ATLANTIC
5239,1906,GULF_OF_MEXICO
5253,1905,NORTH_ATLANTIC
5255,1905,NORTH_ATLANTIC
5257,1905,NORTH_ATLANTIC
5258,1905,NORTH_ATLANTIC
5264,1905,NORTH_ATLANTIC
5267,1904,CARIBBEAN_SEA
5268,1904,CARIBBEAN_SEA
5269,1904,NORTH_ATLANTIC
5270,1904,GULF_OF_MEXICO
5277,1904,NORTH_PACIFIC
5278,1903,CARIBBEAN_SEA
5279,1903,NORTH_ATLANTIC
5280,1903,SOUTH_PACIFIC
5282,1903,GULF_OF_MEXICO
5287,1903,NORTH_PACIFIC
5288,1902,NORTH_PACIFIC
5290,1902,GULF_OF_MEXICO
5293,1902,NORTH_PACIFIC
5295,1902,NORTH_ATLANTIC
5311,1901,NORTH_ATLANTIC
5316,1900,NORTH_ATLANTIC
5317,1900,NORTH_PACIFIC
5318,1900,NORTH_ATLANTIC
5320,1900,NORTH_PACIFIC
5321,1900,NORTH_ATLANTIC
5323,1900,NORTH_PACIFIC
5329,1899,GULF_OF_MEXICO
5330,1899,NORTH_PACIFIC
5331,1899,NORTH_ATLANTIC
5335,1899,NORTH_ATLANTIC
5342,1899,NORTH_ATLANTIC
5343,1899,NORTH_ATLANTIC
5345,1898,NORTH_PACIFIC
5348,1898,NORTH_ATLANTIC
5352,1898,CARIBBEAN_SEA
5356,1898,NORTH_ATLANTIC
5357,1898,CARIBBEAN_SEA
5358,1898,CARIBBEAN_SEA
5359,1898,CARIBBEAN_SEA
5360,1898,NORTH_ATLANTIC
5362,1898,NORTH_PACIFIC
5364,1897,GULF_OF_MEXICO
5366,1897,NORTH_ATLANTIC
5367,1897,NORTH_ATLANTIC
5371,1897,NORTH_ATLANTIC
5380,1896,NORTH_PACIFIC
5381,1896,NORTH_ATLANTIC
5383,1896,NORTH_ATLANTIC
5384,1896,CARIBBEAN_SEA
5386,1895,CARIBBEAN_SEA
5388,1895,CARIBBEAN_SEA
5390,1895,NORTH_ATLANTIC
5391,1895,NORTH_ATLANTIC
5392,1895,NORTH_ATLANTIC
5396,1895,NORTH_ATLANTIC
5405,1894,NORTH_ATLANTIC
5407,1894,GULF_OF_MEXICO
5408,1894,NORTH_ATLANTIC
5410,1894,GULF_OF_MEXICO
5411,1894,NORTH_ATLANTIC
5412,1894,NORTH_ATLANTIC
5414,1894,NORTH_ATLANTIC
5416,1894,NORTH_ATLANTIC
5426,1893,CARIBBEAN_SEA
5436,1892,GULF_OF_MEXICO
5438,1892,CARIBBEAN_SEA
5440,1892,NORTH_ATLANTIC
5447,1891,NORTH_ATLANTIC
5448,1891,NORTH_ATLANTIC
5449,1891,NORTH_ATLANTIC
5451,1891,CARIBBEAN_SEA
5455,1890,NORTH_ATLANTIC
5456,1890,NORTH_ATLANTIC
5470,1889,NORTH_PACIFIC
5472,1889,NORTH_ATLANTIC
5473,1889,GULF_OF_MEXICO
5475,1889,NORTH_ATLANTIC
5481,1888,NORTH_ATLANTIC
5482,1888,NORTH_ATLANTIC
5483,1888,CARIBBEAN_SEA
5492,1887,CARIBBEAN_SEA
5494,1887,NORTH_ATLANTIC
5495,1887,NORTH_ATLANTIC
5501,1887,SOUTH_ATLANTIC
5504,1886,NORTH_ATLANTIC
5505,1886,NORTH_ATLANTIC
5506,1886,NORTH_ATLANTIC
5508,1886,NORTH_PACIFIC
5522,1885,NORTH_PACIFIC
5523,1885,NORTH_PACIFIC
5524,1885,NORTH_PACIFIC
5530,1884,NORTH_ATLANTIC
5531,1884,NORTH_ATLANTIC
5541,1883,NORTH_ATLANTIC
5542,1883,NORTH_ATLANTIC
5543,1883,NORTH_ATLANTIC
5553,1882,NORTH_ATLANTIC
5556,1881,NORTH_ATLANTIC
5557,1881,NORTH_ATLANTIC
5559,1881,NORTH_ATLANTIC
5561,1881,GULF_OF_MEXICO
5567,1880,NORTH_ATLANTIC
5570,1880,NORTH_PACIFIC
5576,1880,NORTH_ATLANTIC
5583,1879,NORTH_PACIFIC
5586,1879,GULF_OF_MEXICO
5590,1878,NORTH_ATLANTIC
5593,1878,NORTH_ATLANTIC
5594,1878,NORTH_ATLANTIC
5614,1876,GULF_OF_MEXICO
5629,1874,NORTH_PACIFIC
5630,1874,NORTH_ATLANTIC
5633,1874,NORTH_ATLANTIC
5636,1873,NORTH_ATLANTIC
5639,1873,CARIBBEAN_SEA
5643,1872,NORTH_PACIFIC
5648,1871,NORTH_PACIFIC
5649,1871,NORTH_ATLANTIC
5655,1870,NORTH_ATLANTIC
5672,1867,GULF_OF_MEXICO
5673,1867,CARIBBEAN_SEA
5674,1867,CARIBBEAN_SEA
5676,1865,NORTH_ATLANTIC
5677,1865,GULF_OF_MEXICO
5682,1864,NORTH_ATLANTIC
5684,1864,CARIBBEAN_SEA
5689,1863,NORTH_ATLANTIC
5705,1862,NORTH_PACIFIC
5708,1861,CARIBBEAN_SEA
5713,1860,NORTH_ATLANTIC
5717,1860,NORTH_ATLANTIC
5718,1859,NORTH_PACIFIC
5719,1858,NORTH_ATLANTIC
5720,1858,NORTH_ATLANTIC
5728,1855,NORTH_ATLANTIC
5736,1853,NORTH_ATLANTIC
5737,1853,NORTH_ATLANTIC
5739,1853,NORTH_ATLANTIC
5740,1853,NORTH_ATLANTIC
5741,1853,NORTH_ATLANTIC
5746,1852,NORTH_ATLANTIC
5751,1852,NORTH_ATLANTIC
5752,1851,NORTH_PACIFIC
5753,1851,NORTH_PACIFIC
5754,1851,NORTH_PACIFIC
5755,1850,NORTH_PACIFIC
5759,1849,NORTH_ATLANTIC
5760,1849,NORTH_ATLANTIC
5762,1848,NORTH_ATLANTIC
5768,1847,NORTH_ATLANTIC
5769,1847,NORTH_ATLANTIC
5770,1846,GULF_OF_MEXICO
5773,1845,NORTH_ATLANTIC
5779,1842,NORTH_ATLANTIC
5786,1840,NORTH_ATLANTIC
5788,1839,CARIBBEAN_SEA
5791,1837,NORTH_ATLANTIC
5793,1837,NORTH_ATLANTIC
5802,1830,NORTH_ATLANTIC
5806,1829,CARIBBEAN_SEA
5808,1828,NORTH_PACIFIC
5811,1827,CARIBBEAN_SEA
5813,1826,SOUTH_ATLANTIC
5815,1826,CARIBBEAN_SEA
5821,1817,NORTH_ATLANTIC
5825,1816,NORTH_ATLANTIC
5829,1805,NORTH_ATLANTIC
5837,1779,NORTH_PACIFIC
5844,1749,CARIBBEAN_SEA
5851,1703,CARIBBEAN_SEA
5854,1700,CARIBBEAN_SEA
5859,1642,NORTH_ATLANTIC
5864,1543,CARIBBEAN_SEA
